Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
OR12D2		2	2	143	1.4%	No
KCNJ1		2	2	143	1.4%	No
UBQLN4		1	1	143	0.7%	No
E2F7		1	1	143	0.7%	No
E2F8		1	1	143	0.7%	No
MYO10		1	1	143	0.7%	No
KIAA1549L		1	1	143	0.7%	No
SPDYE5		1	1	143	0.7%	No
TBX5		2	2	143	1.4%	No
MSMP		1	1	143	0.7%	No
SYT17		1	1	143	0.7%	No
DYTN		1	1	143	0.7%	No
TSPAN16		1	1	143	0.7%	No
MYO1E		1	1	143	0.7%	No
SYT10		1	1	143	0.7%	No
EIF3E		2	2	143	1.4%	Yes
FSBP		1	1	143	0.7%	No
MYO1F		1	1	143	0.7%	No
UNC79		3	3	143	2.1%	No
CPNE8		2	2	143	1.4%	No
ODAD3		1	1	143	0.7%	No
ODAD2		1	1	143	0.7%	No
THSD7B		1	1	143	0.7%	No
ODAD4		1	1	143	0.7%	No
HHIP		1	1	143	0.7%	No
IKZF3		1	1	143	0.7%	Yes
ACTB		1	1	143	0.7%	Yes
CCDC102B		2	2	143	1.4%	No
HERC5		1	1	143	0.7%	No
EFR3A		2	1	143	0.7%	No
HERC2		1	1	143	0.7%	No
HERC1		2	2	143	1.4%	No
ADGRA2		2	1	143	0.7%	Yes
ANPEP		1	1	143	0.7%	No
KDR		3	3	143	2.1%	Yes
THSD7A		2	2	143	1.4%	No
ATXN7L2		1	1	143	0.7%	No
OR5B3		1	1	143	0.7%	No
TRIM23		1	1	143	0.7%	No
SMARCC2		1	1	143	0.7%	No
ALG6		1	1	143	0.7%	No
KCNK10		1	1	143	0.7%	No
GIN1		1	1	143	0.7%	No
MYO7B		1	1	143	0.7%	No
MYO7A		1	1	143	0.7%	No
KCNQ1		1	1	143	0.7%	No
KCNQ3		1	1	143	0.7%	No
CCDC86		1	1	143	0.7%	No
RIN3		1	1	143	0.7%	No
TRIM16		1	1	143	0.7%	No
BCORL1		1	1	143	0.7%	Yes
TP53		33	32	143	22.4%	Yes
NUMBL		1	1	143	0.7%	No
SLC45A2		1	1	143	0.7%	No
TMEM63A		1	1	143	0.7%	No
SLC45A3		1	1	143	0.7%	Yes
DHX8		1	1	143	0.7%	No
GIPR		2	1	143	0.7%	No
TMEM63C		2	2	143	1.4%	No
USHBP1		1	1	143	0.7%	No
SDC3		1	1	143	0.7%	No
ZBTB1		1	1	143	0.7%	No
TTBK2		1	1	143	0.7%	No
NKAIN3		1	1	143	0.7%	No
SEC14L6		1	1	143	0.7%	No
B4GALNT1		1	1	143	0.7%	No
CEP192		1	1	143	0.7%	No
APOB		2	2	143	1.4%	No
DECR2		1	1	143	0.7%	No
H3C4		1	1	143	0.7%	Yes
PCK2		1	1	143	0.7%	No
TBC1D8B		2	2	143	1.4%	No
GREB1		1	1	143	0.7%	No
MYO5A		1	1	143	0.7%	Yes
IL36G		1	1	143	0.7%	No
PPBP		1	1	143	0.7%	No
NTAN1		1	1	143	0.7%	No
SMARCA4		1	1	143	0.7%	Yes
KYAT1		1	1	143	0.7%	No
IGSF9B		1	1	143	0.7%	No
NOL11		1	1	143	0.7%	No
SUGP2		1	1	143	0.7%	No
DDR1		1	1	143	0.7%	Yes
IL21		1	1	143	0.7%	No
PYROXD1		1	1	143	0.7%	No
OTUD7B		1	1	143	0.7%	No
CROT		1	1	143	0.7%	No
MC4R		1	1	143	0.7%	No
AKAP12		1	1	143	0.7%	No
SYNCRIP		1	1	143	0.7%	No
AKAP13		3	2	143	1.4%	No
PCLO		7	7	143	4.9%	Yes
KCNT2		1	1	143	0.7%	No
CRTAC1		1	1	143	0.7%	No
MIS18BP1		1	1	143	0.7%	No
MUC12		1	1	143	0.7%	No
PHGDH		1	1	143	0.7%	No
GIT1		1	1	143	0.7%	No
OXGR1		2	2	143	1.4%	No
EIF5AL1		1	1	143	0.7%	No
PBRM1		1	1	143	0.7%	Yes
OR5F1		1	1	143	0.7%	No
ZHX3		1	1	143	0.7%	No
PABPC5		1	1	143	0.7%	No
NBPF19		2	2	143	1.4%	No
PITPNM1		1	1	143	0.7%	No
CFAP184		1	1	143	0.7%	No
DMC1		1	1	143	0.7%	No
IGHE		1	1	143	0.7%	No
PABPC1		1	1	143	0.7%	No
CYLC2		1	1	143	0.7%	No
DEPDC5		2	2	143	1.4%	No
SYNC		1	1	143	0.7%	No
SLU7		1	1	143	0.7%	No
GPALPP1		1	1	143	0.7%	No
HSD17B4		2	2	143	1.4%	No
RELB		1	1	143	0.7%	No
MFSD4A		1	1	143	0.7%	No
RELN		2	2	143	1.4%	Yes
SLX4		1	1	143	0.7%	Yes
MGAT2		1	1	143	0.7%	No
PCNT		1	1	143	0.7%	No
RIBC1		1	1	143	0.7%	No
CAP2		2	2	143	1.4%	No
MAP3K2		1	1	143	0.7%	No
DYNC1H1		2	2	143	1.4%	No
MAP3K1		1	1	143	0.7%	Yes
PCDHB15		1	1	143	0.7%	No
KLHL1		2	2	143	1.4%	No
VEGFC		1	1	143	0.7%	No
PCDHB14		1	1	143	0.7%	No
PCDHB12		2	2	143	1.4%	No
CYP8B1		1	1	143	0.7%	No
GRIN1		1	1	143	0.7%	No
RP1L1		1	1	143	0.7%	No
SGSM1		1	1	143	0.7%	No
SH3RF2		1	1	143	0.7%	No
KCNS2		2	1	143	0.7%	No
TTC5		1	1	143	0.7%	No
KCNS3		2	2	143	1.4%	No
MC5R		1	1	143	0.7%	No
TACC2		3	3	143	2.1%	No
PNPLA6		1	1	143	0.7%	No
RTN4IP1		1	1	143	0.7%	No
MAMLD1		1	1	143	0.7%	No
OTUD4		1	1	143	0.7%	No
SRP19		1	1	143	0.7%	No
CRTC2		1	1	143	0.7%	No
UBE3C		1	1	143	0.7%	No
OR5K4		1	1	143	0.7%	No
DENND5B		1	1	143	0.7%	No
PRDM5		1	1	143	0.7%	No
PCDH11X		2	2	143	1.4%	No
WASHC2C		1	1	143	0.7%	No
CELSR1		1	1	143	0.7%	No
CELSR2		1	1	143	0.7%	No
ACTG2		1	1	143	0.7%	No
CELSR3		1	1	143	0.7%	No
IGF1R		1	1	143	0.7%	Yes
GNPTAB		1	1	143	0.7%	No
DENND5A		1	1	143	0.7%	No
TGM2		2	2	143	1.4%	No
ZGRF1		1	1	143	0.7%	No
OR5J2		1	1	143	0.7%	No
IRAG1		1	1	143	0.7%	No
MUC3A		1	1	143	0.7%	No
GRIP2		1	1	143	0.7%	No
ZNF90		2	2	143	1.4%	No
ADAM18		1	1	143	0.7%	No
ZNF91		1	1	143	0.7%	No
SHPK		1	1	143	0.7%	No
MAP7D1		1	1	143	0.7%	No
ADAM12		1	1	143	0.7%	No
SIDT1		1	1	143	0.7%	No
FETUB		1	1	143	0.7%	No
HHIPL1		2	2	143	1.4%	No
CARD14		1	1	143	0.7%	No
FBN3		1	1	143	0.7%	No
UBIAD1		1	1	143	0.7%	No
DIPK1B		1	1	143	0.7%	No
OR5I1		1	1	143	0.7%	No
CACNA1B		3	3	143	2.1%	No
CACNA1F		1	1	143	0.7%	No
CACNA1H		1	1	143	0.7%	No
CACNA1G		2	2	143	1.4%	No
GRK1		1	1	143	0.7%	No
CACNA1I		1	1	143	0.7%	No
RAI1		1	1	143	0.7%	No
ADGRG1		1	1	143	0.7%	No
SNTG2		2	2	143	1.4%	No
ODF2L		1	1	143	0.7%	No
AANAT		1	1	143	0.7%	No
ADGRG2		2	2	143	1.4%	No
ADGRG7		1	1	143	0.7%	No
GRK7		1	1	143	0.7%	No
SPATA31A1		1	1	143	0.7%	No
CYTL1		1	1	143	0.7%	No
CACNA1S		1	1	143	0.7%	No
QSER1		1	1	143	0.7%	No
TRAV16		1	1	143	0.7%	No
MGAM		1	1	143	0.7%	Yes
SPATA31A6		2	2	143	1.4%	No
AUTS2		1	1	143	0.7%	No
CNTN5		1	1	143	0.7%	No
MUC16		17	16	143	11.2%	No
DENND4A		1	1	143	0.7%	No
CNTN6		1	1	143	0.7%	No
MUC17		2	2	143	1.4%	No
PCIF1		1	1	143	0.7%	No
MUC19		1	1	143	0.7%	No
SPATA31A3		1	1	143	0.7%	No
TIMM44		1	1	143	0.7%	No
ADA2		1	1	143	0.7%	No
TRAV10		1	1	143	0.7%	No
IGF2R		1	1	143	0.7%	No
BLTP1		1	1	143	0.7%	No
SDK1		1	1	143	0.7%	No
CNTN1		1	1	143	0.7%	No
CNTN3		1	1	143	0.7%	No
TCF4		1	1	143	0.7%	No
PYROXD2		2	1	143	0.7%	No
DEGS2		1	1	143	0.7%	No
PHTF2		2	2	143	1.4%	No
DYRK3		1	1	143	0.7%	No
HP1BP3		1	1	143	0.7%	No
TCHH		1	1	143	0.7%	No
LDB2		1	1	143	0.7%	No
TENT4A		1	1	143	0.7%	No
RND3		1	1	143	0.7%	No
CABIN1		1	1	143	0.7%	No
GRM3		1	1	143	0.7%	Yes
TCHP		1	1	143	0.7%	No
ADGRE2		1	1	143	0.7%	No
GRM5		4	4	143	2.8%	No
GRM7		2	2	143	1.4%	No
ZIC2		2	2	143	1.4%	No
RB1CC1		2	1	143	0.7%	No
GDAP1L1		1	1	143	0.7%	No
MYO18B		2	2	143	1.4%	No
DNAI4		4	4	143	2.8%	No
MKKS		1	1	143	0.7%	No
MYOCD		1	1	143	0.7%	No
NUP133		1	1	143	0.7%	No
ETV4		1	1	143	0.7%	Yes
EPN3		1	1	143	0.7%	No
NAV3		1	1	143	0.7%	No
ELF4		1	1	143	0.7%	Yes
DPPA2		1	1	143	0.7%	No
ADGRF5		1	1	143	0.7%	No
MS4A2		2	2	143	1.4%	No
ZMYND12		1	1	143	0.7%	No
CLRN3		1	1	143	0.7%	No
SHANK2		2	2	143	1.4%	No
ATP6V1B1		1	1	143	0.7%	No
SHANK1		1	1	143	0.7%	No
DNAH3		5	5	143	3.5%	No
DNAH2		2	2	143	1.4%	No
DNAH8		2	2	143	1.4%	No
DNAH5		4	3	143	2.1%	No
DNAH6		1	1	143	0.7%	No
PKD1L1		2	2	143	1.4%	No
DNAH9		10	10	143	7.0%	No
RNF6		1	1	143	0.7%	No
CRYZ		1	1	143	0.7%	No
GK5		1	1	143	0.7%	No
NWD1		1	1	143	0.7%	No
SV2C		1	1	143	0.7%	No
CYTH4		1	1	143	0.7%	No
CAND1		1	1	143	0.7%	No
TBX22		2	2	143	1.4%	No
POLD1		1	1	143	0.7%	Yes
TGS1		1	1	143	0.7%	No
SPOCK3		1	1	143	0.7%	No
SLIT1		1	1	143	0.7%	No
MAN1C1		1	1	143	0.7%	No
MVB12A		1	1	143	0.7%	No
BNIP2		1	1	143	0.7%	No
SLIT3		2	2	143	1.4%	Yes
SPATA31E1		2	2	143	1.4%	No
ATF7IP		1	1	143	0.7%	No
TTC13		1	1	143	0.7%	No
OR51E2		1	1	143	0.7%	No
SSRP1		1	1	143	0.7%	No
MUC5B		2	2	143	1.4%	No
WARS2		1	1	143	0.7%	No
CCS		1	1	143	0.7%	No
CD6		1	1	143	0.7%	No
CD5		1	1	143	0.7%	No
MYO15A		2	2	143	1.4%	No
COL7A1		1	1	143	0.7%	No
KRAS		1	1	143	0.7%	Yes
TEK		1	1	143	0.7%	Yes
SPATA31F1		2	1	143	0.7%	No
IPO13		1	1	143	0.7%	No
VPS29		2	2	143	1.4%	No
ANKLE1		1	1	143	0.7%	No
FRMPD3		2	2	143	1.4%	No
FRMPD4		2	2	143	1.4%	No
MRGPRE		1	1	143	0.7%	No
SLCO6A1		1	1	143	0.7%	No
SMC3		1	1	143	0.7%	Yes
SLC4A5		1	1	143	0.7%	No
NYNRIN		1	1	143	0.7%	No
CNST		1	1	143	0.7%	No
GJA3		1	1	143	0.7%	No
GJA5		1	1	143	0.7%	No
GJA8		1	1	143	0.7%	No
ADGB		1	1	143	0.7%	No
NUP210		1	1	143	0.7%	No
PRKCB		1	1	143	0.7%	Yes
DNAAF1		2	2	143	1.4%	No
FNDC3B		1	1	143	0.7%	No
PRKCA		1	1	143	0.7%	No
WDR72		1	1	143	0.7%	No
GTPBP1		1	1	143	0.7%	No
GABRG2		1	1	143	0.7%	No
ARMC2		1	1	143	0.7%	No
SCN10A		1	1	143	0.7%	No
WDR81		1	1	143	0.7%	No
DAAM2		1	1	143	0.7%	No
PARD3		1	1	143	0.7%	No
HECW1		1	1	143	0.7%	No
PRKD1		1	1	143	0.7%	Yes
FREM1		2	2	143	1.4%	No
ASTN1		1	1	143	0.7%	No
GNE		1	1	143	0.7%	No
CFH		1	1	143	0.7%	No
CTBP1		1	1	143	0.7%	No
CFI		1	1	143	0.7%	No
PRDM15		2	2	143	1.4%	No
PRDM12		1	1	143	0.7%	No
SAMSN1		1	1	143	0.7%	No
FAM171A1		3	3	143	2.1%	No
NCKAP1L		1	1	143	0.7%	No
PCDHA6		2	1	143	0.7%	No
PROM2		1	1	143	0.7%	No
LRRC37A3		1	1	143	0.7%	No
ARPP21		1	1	143	0.7%	No
HOMER2		1	1	143	0.7%	No
SMPD4BP		2	1	143	0.7%	No
SETD1A		1	1	143	0.7%	Yes
IRF2BP1		1	1	143	0.7%	No
NFATC1		1	1	143	0.7%	No
RMDN1		1	1	143	0.7%	No
CGN		1	1	143	0.7%	No
PHC3		1	1	143	0.7%	No
POU6F1		1	1	143	0.7%	No
HNRNPL		1	1	143	0.7%	No
XKR7		1	1	143	0.7%	No
EHD3		1	1	143	0.7%	No
XKR9		1	1	143	0.7%	No
PCDHB2		2	2	143	1.4%	No
PCDHB5		1	1	143	0.7%	No
ATG2B		1	1	143	0.7%	No
SETD4		1	1	143	0.7%	Yes
DENND1C		1	1	143	0.7%	No
SETD2		3	3	143	2.1%	Yes
SERPINA10		1	1	143	0.7%	No
STON2		1	1	143	0.7%	No
WDR45		1	1	143	0.7%	No
WDR46		1	1	143	0.7%	No
ADAMTSL1		1	1	143	0.7%	No
ZNF280C		1	1	143	0.7%	No
COL10A1		1	1	143	0.7%	No
CIC		1	1	143	0.7%	Yes
UBL7		1	1	143	0.7%	No
CIT		1	1	143	0.7%	No
ANGPTL7		1	1	143	0.7%	No
AEBP2		1	1	143	0.7%	No
HEATR5B		1	1	143	0.7%	No
MTF1		1	1	143	0.7%	No
CEP63		1	1	143	0.7%	No
EXOC2		1	1	143	0.7%	No
NBAS		2	2	143	1.4%	No
CEP295NL		1	1	143	0.7%	No
PRUNE2		2	2	143	1.4%	No
ADCY3		1	1	143	0.7%	No
WDR24		1	1	143	0.7%	No
ADCY6		1	1	143	0.7%	No
ADCY5		1	1	143	0.7%	No
GPAT4		1	1	143	0.7%	No
PPP1R7		1	1	143	0.7%	No
SLC17A6		2	2	143	1.4%	No
BCHE		2	2	143	1.4%	No
ZNF341		1	1	143	0.7%	No
GABRA4		1	1	143	0.7%	No
NR1H3		1	1	143	0.7%	No
DEF6		1	1	143	0.7%	No
SCAF4		1	1	143	0.7%	No
SLC8A3		1	1	143	0.7%	No
ZNF33A		1	1	143	0.7%	No
OSTM1		1	1	143	0.7%	No
NUCB1		1	1	143	0.7%	No
CEP41		1	1	143	0.7%	No
CEP43		1	1	143	0.7%	Yes
ZNF334		1	1	143	0.7%	No
ZNF333		1	1	143	0.7%	No
MROH2A		1	1	143	0.7%	No
POGLUT2		1	1	143	0.7%	No
MRE11		1	1	143	0.7%	Yes
MROH2B		1	1	143	0.7%	No
CEP19		1	1	143	0.7%	No
RPL10L		2	2	143	1.4%	No
FGF6		1	1	143	0.7%	Yes
RIMS1		1	1	143	0.7%	No
FGF8		1	1	143	0.7%	Yes
RIMS3		1	1	143	0.7%	No
CYSLTR2		2	1	143	0.7%	Yes
FGF9		1	1	143	0.7%	Yes
SALL3		1	1	143	0.7%	No
SLCO2B1		1	1	143	0.7%	No
SALL4		1	1	143	0.7%	Yes
PLS1		1	1	143	0.7%	No
GOLGA8S		1	1	143	0.7%	No
TLE2		1	1	143	0.7%	Yes
MIX23		1	1	143	0.7%	No
COL27A1		2	2	143	1.4%	No
USP5		1	1	143	0.7%	No
CEP131		1	1	143	0.7%	No
DYRK1A		1	1	143	0.7%	No
SPICE1		1	1	143	0.7%	No
CHD1L		2	2	143	1.4%	No
THOC5		1	1	143	0.7%	No
FAM91A1		1	1	143	0.7%	No
THOC6		1	1	143	0.7%	No
TOM1L1		1	1	143	0.7%	No
PYGO2		2	2	143	1.4%	No
OBSCN		2	2	143	1.4%	No
OR2L13		1	1	143	0.7%	No
KAT6A		1	1	143	0.7%	Yes
ZNF318		1	1	143	0.7%	No
ZNF317		1	1	143	0.7%	No
PGR		1	1	143	0.7%	Yes
FKBP9		1	1	143	0.7%	No
SNRPC		1	1	143	0.7%	No
OR13C3		1	1	143	0.7%	No
PPEF2		1	1	143	0.7%	No
CSNK1G2		1	1	143	0.7%	No
ZNF793		1	1	143	0.7%	No
UBR4		1	1	143	0.7%	No
SLC38A10		1	1	143	0.7%	No
UBR3		1	1	143	0.7%	No
UBR1		1	1	143	0.7%	No
FGGY		1	1	143	0.7%	No
DVL1		1	1	143	0.7%	No
TPR		1	1	143	0.7%	Yes
UBR5		1	1	143	0.7%	Yes
CLCA2		1	1	143	0.7%	No
PLXNA1		1	1	143	0.7%	No
MAP3K21		1	1	143	0.7%	Yes
CCDC33		1	1	143	0.7%	No
PLXNA4		1	1	143	0.7%	No
PLXNA3		3	3	143	2.1%	No
OSBPL9		1	1	143	0.7%	No
TMEM132D		3	3	143	2.1%	No
TMEM132C		1	1	143	0.7%	No
OSBPL8		1	1	143	0.7%	No
CCDC17		1	1	143	0.7%	No
COA1		1	1	143	0.7%	No
SEC16A		2	2	143	1.4%	No
TMEM132B		2	2	143	1.4%	No
OSBPL2		1	1	143	0.7%	No
CCDC15		1	1	143	0.7%	No
FANCA		1	1	143	0.7%	Yes
TRAPPC9		1	1	143	0.7%	No
FANCE		1	1	143	0.7%	Yes
BCL9		1	1	143	0.7%	Yes
ADCY10		1	1	143	0.7%	No
BCL6		1	1	143	0.7%	Yes
PLXNB3		1	1	143	0.7%	No
PIR		1	1	143	0.7%	No
MAP3K10		1	1	143	0.7%	No
CSPG4		1	1	143	0.7%	No
LHX4		1	1	143	0.7%	No
SLC26A4		1	1	143	0.7%	No
MAP3K13		2	2	143	1.4%	Yes
ZNF775		1	1	143	0.7%	No
RAB5A		1	1	143	0.7%	No
ZNF773		1	1	143	0.7%	No
MCM7		1	1	143	0.7%	No
COL14A1		1	1	143	0.7%	No
ZC3H3		1	1	143	0.7%	No
PIK3C2G		1	1	143	0.7%	Yes
SYNE2		3	3	143	2.1%	No
SYNE1		2	2	143	1.4%	No
ADAMTS5		1	1	143	0.7%	No
AP1G1		1	1	143	0.7%	No
WDR5		1	1	143	0.7%	No
KRTAP5-3		1	1	143	0.7%	No
KRTAP5-2		1	1	143	0.7%	No
WDR7		1	1	143	0.7%	No
TNPO1		1	1	143	0.7%	No
ADAMTS6		1	1	143	0.7%	No
