Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
ATXN7		16	16	2120	0.8%	Yes
ABL1		102	99	7334	1.3%	Yes
TNFRSF14		28	28	7334	0.4%	Yes
SMYD3		49	49	5785	0.8%	Yes
NADK		10	10	2120	0.5%	Yes
MCL1		48	47	7334	0.6%	Yes
CD276		26	26	7334	0.4%	Yes
FANCA		139	132	7334	1.8%	Yes
FANCC		39	39	7334	0.5%	Yes
PALB2		120	118	7334	1.6%	Yes
PTPRD		699	593	7334	8.1%	Yes
CDK8		41	39	7334	0.5%	Yes
CDK6		38	38	7334	0.5%	Yes
INS-IGF2		1	1	7334	<0.1%	No
BCL6		57	55	7334	0.7%	Yes
CDK4		30	29	7334	0.4%	Yes
RHEB		12	12	7024	0.2%	Yes
ALB		25	23	2120	1.1%	Yes
BCL2		20	20	7334	0.3%	Yes
MDM2		51	51	7334	0.7%	Yes
NF1		651	552	7334	7.5%	Yes
MDM4		42	41	7334	0.6%	Yes
NF2		97	96	7334	1.3%	Yes
LZTR1		28	28	2120	1.3%	Yes
MAP3K13		91	86	7334	1.2%	Yes
MYD88		29	28	7334	0.4%	Yes
BCL2L1		18	18	7334	0.2%	Yes
NFE2L2		242	229	7334	3.1%	Yes
ALK		342	314	7334	4.3%	Yes
FLT1		259	244	7334	3.3%	Yes
FLT3		143	132	7334	1.8%	Yes
FLT4		210	200	7334	2.7%	Yes
PTEN		248	237	7334	3.2%	Yes
PIK3CD		53	52	7334	0.7%	Yes
PIK3C2G		257	242	7334	3.3%	Yes
PIK3CB		88	86	7334	1.2%	Yes
PIK3CG		317	298	7334	4.1%	Yes
CDC73		77	76	7334	1.0%	Yes
PPP6C		18	18	7024	0.3%	Yes
DNMT3B		108	104	7334	1.4%	Yes
NKX3-1		26	26	7334	0.4%	Yes
DIS3		132	129	7334	1.8%	Yes
ATRX		396	354	7334	4.8%	Yes
DNMT3A		158	156	7334	2.1%	Yes
FOXL2		87	84	7334	1.1%	Yes
TRAF2		53	53	7024	0.8%	Yes
PTP4A1		17	17	5785	0.3%	Yes
TRAF7		75	73	7334	1.0%	Yes
PIK3CA		448	424	7334	5.8%	Yes
PIK3C3		110	108	7334	1.5%	Yes
TOP1		66	60	7334	0.8%	Yes
SOS1		91	89	5785	1.5%	Yes
MET		365	337	7334	4.6%	Yes
BIRC3		52	51	7024	0.7%	Yes
CEBPA		44	44	7024	0.6%	Yes
SMARCD1		41	40	7334	0.5%	Yes
SRC		45	45	7334	0.6%	Yes
MLLT1		6	6	2120	0.3%	Yes
U2AF1		160	156	7334	2.1%	Yes
PPM1D		51	51	7024	0.7%	Yes
MALT1		56	56	7024	0.8%	Yes
CDC42		12	12	5785	0.2%	Yes
DNAJB1		29	26	7024	0.4%	Yes
ZNRF3		20	19	2120	0.9%	Yes
E2F3		53	53	7334	0.7%	Yes
FYN		55	53	7024	0.8%	Yes
EIF4E		20	20	7024	0.3%	Yes
SH2B3		41	41	7024	0.6%	Yes
NTRK1		165	161	7334	2.2%	Yes
SMARCE1		9	9	2120	0.4%	Yes
NTRK2		138	134	7334	1.8%	Yes
NTRK3		384	346	7334	4.7%	Yes
MGA		404	361	7024	5.1%	Yes
PTPN11		54	53	7334	0.7%	Yes
KLF4		81	78	7334	1.1%	Yes
MTOR		219	215	7334	2.9%	Yes
TBX3		259	244	7334	3.3%	Yes
PNRC1		23	23	7334	0.3%	Yes
RAD52		27	26	7334	0.4%	Yes
ASXL1		154	148	7334	2.0%	Yes
RAD50		92	89	7334	1.2%	Yes
KLF5		25	22	2120	1.0%	Yes
RAD51		15	15	7334	0.2%	Yes
APC		328	285	7334	3.9%	Yes
ASXL2		129	124	7334	1.7%	Yes
PDCD1		79	79	7334	1.1%	Yes
BCOR		275	256	7334	3.5%	Yes
EIF4A2		52	50	7024	0.7%	Yes
ERRFI1		42	42	7024	0.6%	Yes
SMARCB1		49	49	7334	0.7%	Yes
KEAP1		997	958	7334	13.1%	Yes
IKZF1		167	160	7334	2.2%	Yes
CRKL		16	16	7334	0.2%	Yes
SOX2		60	59	7334	0.8%	Yes
RPS6KA4		90	83	7334	1.1%	Yes
PPP2R1A		79	75	7334	1.0%	Yes
CHEK2		58	55	7334	0.7%	Yes
CHEK1		40	40	7334	0.5%	Yes
KDR		290	276	7334	3.8%	Yes
SOX9		89	84	7334	1.1%	Yes
B2M		86	80	7334	1.1%	Yes
EPHB1		285	262	7334	3.6%	Yes
TP63		130	127	7334	1.7%	Yes
ICOSLG		20	20	7334	0.3%	Yes
ACVR1		30	30	7024	0.4%	Yes
EPHA5		450	407	7334	5.5%	Yes
EPHA7		249	236	7024	3.4%	Yes
HLA-B		44	40	5785	0.7%	Yes
RECQL		40	40	5785	0.7%	Yes
HLA-C		12	12	2120	0.6%	Yes
HLA-A		48	44	7024	0.6%	Yes
HNF1A		86	83	7334	1.1%	Yes
RUNX1		70	66	7334	0.9%	Yes
INPP4A		101	98	7334	1.3%	Yes
INPP4B		220	200	7334	2.7%	Yes
RRAGC		17	17	5785	0.3%	Yes
BTK		150	145	7334	2.0%	Yes
CCNQ		34	33	5785	0.6%	Yes
TP53		4038	3777	7334	51.5%	Yes
EPHA3		437	402	7334	5.5%	Yes
RTEL1		33	32	5785	0.6%	Yes
EPAS1		40	40	5785	0.7%	Yes
CTR9		23	22	2120	1.0%	Yes
DCUN1D1		12	12	7334	0.2%	Yes
PIK3R3		38	37	7334	0.5%	Yes
PIK3R2		65	64	7334	0.9%	Yes
MST1R		79	76	7024	1.1%	Yes
PIK3R1		86	85	7334	1.2%	Yes
CD79B		32	31	7334	0.4%	Yes
CD79A		19	19	7024	0.3%	Yes
BRIP1		153	148	7334	2.0%	Yes
RRAS		23	23	5785	0.4%	Yes
PGBD5		21	21	2120	1.0%	Yes
H3C1		32	32	7024	0.5%	Yes
H3C3		32	30	7024	0.4%	Yes
TP53BP1		112	105	5785	1.8%	Yes
H3C2		64	62	7334	0.8%	Yes
H3C4		39	38	7024	0.5%	Yes
RBM10		790	760	7334	10.4%	Yes
H3C7		21	21	7024	0.3%	Yes
H3C6		24	24	7024	0.3%	Yes
STAT5A		46	44	7024	0.6%	Yes
STAT5B		54	54	7024	0.8%	Yes
ZRSR2		27	27	7024	0.4%	Yes
WWTR1		33	30	5785	0.5%	Yes
RTEL1-TNFRSF6B		39	36	7334	0.5%	No
YES1		49	49	7334	0.7%	Yes
SETDB1		27	26	2120	1.2%	Yes
FOXF1		19	17	2120	0.8%	Yes
INSR		100	97	7334	1.3%	Yes
XRCC2		29	28	7024	0.4%	Yes
SH2D1A		31	31	7334	0.4%	Yes
IGF2		58	58	7334	0.8%	Yes
IGF1		40	39	7334	0.5%	Yes
SMARCA2		42	41	2120	1.9%	Yes
SMARCA4		572	534	7334	7.3%	Yes
STAG2		187	180	7334	2.5%	Yes
FUBP1		73	73	7334	1.0%	Yes
SPRTN		9	9	2120	0.4%	Yes
ID3		12	12	7024	0.2%	Yes
ATM		585	516	7334	7.0%	Yes
CALR		37	33	7024	0.5%	Yes
BAP1		102	98	7334	1.3%	Yes
ATR		258	246	7334	3.4%	Yes
PTPRT		581	495	7334	6.7%	Yes
PTPRS		167	155	7334	2.1%	Yes
BRCA1		187	180	7334	2.5%	Yes
BRCA2		259	237	7334	3.2%	Yes
BABAM1		35	35	5785	0.6%	Yes
RPTOR		125	120	7334	1.6%	Yes
XPO1		81	78	7334	1.1%	Yes
SUFU		32	32	7334	0.4%	Yes
RAC2		12	11	5785	0.2%	Yes
RAC1		21	21	7334	0.3%	Yes
HRAS		25	24	7334	0.3%	Yes
H3-3A		3	3	7024	<0.1%	Yes
H3-3B		15	15	7024	0.2%	Yes
IL10		24	24	7334	0.3%	Yes
H3C8		31	31	7024	0.4%	Yes
PBRM1		192	174	7334	2.4%	Yes
PARP1		85	84	7334	1.1%	Yes
SYK		36	36	7334	0.5%	Yes
NCOA3		82	80	7024	1.1%	Yes
INSRR		2	2	7334	<0.1%	No
MST1		12	12	7024	0.2%	Yes
GAB1		26	25	2120	1.2%	Yes
GAB2		16	16	2120	0.8%	Yes
PDCD1LG2		23	22	5785	0.4%	Yes
RHOA		26	26	7334	0.4%	Yes
RAD51B		34	34	7334	0.5%	Yes
RAD51D		27	27	7334	0.4%	Yes
RAD51C		36	35	7334	0.5%	Yes
CSDE1		60	58	5785	1.0%	Yes
KIT		152	149	7334	2.0%	Yes
STK40		32	32	7334	0.4%	Yes
DDR2		172	167	7334	2.3%	Yes
PRKN		145	140	7334	1.9%	Yes
YAP1		47	46	7334	0.6%	Yes
AMER1		297	266	7334	3.6%	Yes
DOT1L		203	196	7334	2.7%	Yes
XIAP		53	52	7334	0.7%	Yes
TMPRSS2		52	50	7334	0.7%	Yes
CXCR4		49	48	7024	0.7%	Yes
ALOX12B		40	39	7334	0.5%	Yes
PAK1		63	63	7334	0.9%	Yes
RXRA		25	24	5785	0.4%	Yes
SLX4		115	109	5785	1.9%	Yes
RAD54L		42	41	7334	0.6%	Yes
SHOC2		37	37	5785	0.6%	Yes
PAK5		240	227	7334	3.1%	Yes
SUZ12		56	53	7334	0.7%	Yes
NPM1		32	31	7334	0.4%	Yes
MAP3K1		131	126	7334	1.7%	Yes
H2BC5		28	28	7334	0.4%	Yes
MLH1		53	50	7334	0.7%	Yes
VEGFA		18	18	7024	0.3%	Yes
MAD2L2		4	4	2120	0.2%	Yes
ETAA1		18	18	2120	0.8%	Yes
KBTBD4		8	8	2120	0.4%	Yes
RIT1		45	42	7334	0.6%	Yes
AXL		79	77	7334	1.0%	Yes
CTNNB1		227	219	7334	3.0%	Yes
TRIP13		12	9	2120	0.4%	Yes
FOXA1		54	53	7334	0.7%	Yes
INPPL1		108	105	5785	1.8%	Yes
MPL		61	58	7334	0.8%	Yes
PRDM1		67	66	7334	0.9%	Yes
ARHGAP35		52	52	2120	2.5%	Yes
IGF1R		114	108	7334	1.5%	Yes
CCND3		20	20	7334	0.3%	Yes
CCND2		46	46	7334	0.6%	Yes
CCND1		26	23	7334	0.3%	Yes
IKBKE-AS1		1	1	7334	<0.1%	No
EP300		222	201	7334	2.7%	Yes
ARID2		333	305	7334	4.2%	Yes
LMO1		33	33	7334	0.4%	Yes
PDGFRB		171	160	7334	2.2%	Yes
PDGFRA		281	262	7334	3.6%	Yes
HGF		339	315	7334	4.3%	Yes
TSC2		145	139	7334	1.9%	Yes
ARID5B		88	84	7334	1.1%	Yes
SDHC		19	19	7334	0.3%	Yes
TSC1		97	95	7334	1.3%	Yes
SDHD		17	17	7334	0.2%	Yes
SDHA		88	84	7334	1.1%	Yes
SDHB		26	26	7334	0.4%	Yes
MYCL		36	36	7334	0.5%	Yes
MYCN		72	72	7334	1.0%	Yes
SHQ1		60	60	7334	0.8%	Yes
SLFN11		30	30	2120	1.4%	Yes
CCNE1		61	59	7334	0.8%	Yes
APLNR		26	25	2120	1.2%	Yes
SCG5		9	9	2120	0.4%	Yes
RAF1		56	56	7334	0.8%	Yes
CARD11		230	220	7334	3.0%	Yes
HOXB13		55	55	7024	0.8%	Yes
COP1		114	112	7334	1.5%	Yes
TMEM127		22	22	7334	0.3%	Yes
PMAIP1		8	8	7334	0.1%	Yes
SMAD2		62	61	7334	0.8%	Yes
ZFHX3		346	332	7024	4.7%	Yes
SMAD4		271	259	7334	3.5%	Yes
SMAD3		41	39	7334	0.5%	Yes
IDH1		60	59	7334	0.8%	Yes
PTCH1		144	140	7334	1.9%	Yes
IDH2		34	34	7334	0.5%	Yes
INHBA		162	150	7024	2.1%	Yes
ESR1		102	100	7334	1.4%	Yes
PHOX2B		72	71	7334	1.0%	Yes
NFKBIA		45	44	7024	0.6%	Yes
GNAQ		24	24	7334	0.3%	Yes
FGF19		45	45	7334	0.6%	Yes
GNB1		5	5	2120	0.2%	Yes
GNAS		117	101	7334	1.4%	Yes
TCF3		77	77	7024	1.1%	Yes
FGFR4		113	109	7334	1.5%	Yes
IL7R		171	160	7334	2.2%	Yes
FGFR3		56	53	7334	0.7%	Yes
FGFR2		76	75	7334	1.0%	Yes
BMPR1A		35	35	7334	0.5%	Yes
FGFR1		81	80	7334	1.1%	Yes
KDM5A		127	122	7334	1.7%	Yes
GSK3B		40	40	7334	0.5%	Yes
KDM5C		208	202	7334	2.8%	Yes
TNFAIP3		59	57	7334	0.8%	Yes
FLCN		52	50	7334	0.7%	Yes
SPRED1		49	47	5785	0.8%	Yes
CASP8		63	61	7334	0.8%	Yes
POLE		259	245	7334	3.3%	Yes
KDM6A		117	113	7334	1.5%	Yes
EGFL7		26	25	7334	0.3%	Yes
PDPK1		14	14	7334	0.2%	Yes
EED		40	39	7334	0.5%	Yes
AXIN1		90	85	7334	1.2%	Yes
ETV1		86	84	7334	1.1%	Yes
AXIN2		87	85	7334	1.2%	Yes
ARID1A		525	469	7334	6.4%	Yes
TENT5C		36	36	7334	0.5%	Yes
ARID1B		224	213	7334	2.9%	Yes
TGFBR1		105	104	7334	1.4%	Yes
ETV6		65	62	7334	0.8%	Yes
TGFBR2		125	120	7334	1.6%	Yes
LATS1		121	116	7334	1.6%	Yes
GREM1		25	25	7334	0.3%	Yes
LATS2		126	123	7334	1.7%	Yes
ELF3		68	62	5785	1.1%	Yes
IRF4		75	72	7334	1.0%	Yes
MYOD1		102	98	7334	1.3%	Yes
RASA1		189	185	7334	2.5%	Yes
ABRAXAS1		22	22	7334	0.3%	Yes
CBL		85	84	7334	1.1%	Yes
AURKB		21	20	7334	0.3%	Yes
AURKA		32	30	7334	0.4%	Yes
ERBB3		95	89	7334	1.2%	Yes
ERBB4		375	324	7334	4.4%	Yes
GNA11		25	25	7334	0.3%	Yes
POLD1		123	120	7024	1.7%	Yes
ERBB2		276	271	7334	3.7%	Yes
MAPK1		20	20	7334	0.3%	Yes
DROSHA		158	152	5785	2.6%	Yes
VHL		18	17	7334	0.2%	Yes
MUTYH		55	54	7334	0.7%	Yes
MAPK3		28	28	7024	0.4%	Yes
SPEN		230	188	7334	2.6%	Yes
TCF7L2		50	50	7024	0.7%	Yes
NEGR1		90	88	7024	1.3%	Yes
TSHR		132	125	7334	1.7%	Yes
REST		24	24	2120	1.1%	Yes
H3-5		57	52	7334	0.7%	Yes
H3-4		32	32	7024	0.5%	Yes
ERCC3		68	67	7334	0.9%	Yes
ERCC4		81	77	7334	1.0%	Yes
CARM1		24	24	5785	0.4%	Yes
ERCC2		72	71	7334	1.0%	Yes
RPS6KB2		39	39	7334	0.5%	Yes
ERCC5		118	113	7334	1.5%	Yes
KRAS		2137	2108	7334	28.7%	Yes
TEK		73	70	5785	1.2%	Yes
