Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
WT1		3	3	321	0.9%	Yes
KLHL6		2	2	321	0.6%	Yes
APEX1		1	1	321	0.3%	No
FAS		2	2	321	0.6%	Yes
ZNF217		4	4	321	1.2%	Yes
NEK11		1	1	321	0.3%	No
MRE11		2	2	321	0.6%	Yes
MPL		2	2	321	0.6%	Yes
IRS2		2	2	321	0.6%	Yes
PRDM1		4	4	321	1.2%	Yes
FGF3		1	1	321	0.3%	Yes
IGF1R		8	6	321	1.9%	Yes
FGF6		1	1	321	0.3%	Yes
CCND3		1	1	321	0.3%	Yes
STK11		1	1	321	0.3%	Yes
CCND1		1	1	321	0.3%	Yes
CDH1		16	16	321	5.0%	Yes
EP300		4	4	321	1.2%	Yes
NBN		2	2	321	0.6%	Yes
ARID2		5	5	321	1.6%	Yes
ROS1		8	6	321	1.9%	Yes
MEN1		1	1	321	0.3%	Yes
SSX1		2	2	321	0.6%	Yes
PDGFRB		2	2	321	0.6%	Yes
PDGFRA		1	1	321	0.3%	Yes
MAP2K4		16	15	321	4.7%	Yes
RNF43		4	4	321	1.2%	Yes
MAP2K1		3	3	321	0.9%	Yes
MAP2K2		1	1	321	0.3%	Yes
FBXW7		3	3	321	0.9%	Yes
HGF		3	3	321	0.9%	Yes
MAGI2		11	11	321	3.4%	Yes
TSC2		10	8	321	2.5%	Yes
MITF		1	1	321	0.3%	Yes
TSC1		3	3	321	0.9%	Yes
SDHA		1	1	321	0.3%	Yes
SDHB		2	2	321	0.6%	Yes
EMSY		1	1	321	0.3%	Yes
FOXP1		4	4	321	1.2%	Yes
MSH6		5	5	321	1.6%	Yes
MYCL		1	1	321	0.3%	Yes
MYCN		2	2	321	0.6%	Yes
SMO		2	2	321	0.6%	Yes
CCNE1		2	2	321	0.6%	Yes
FANCD2		2	2	321	0.6%	Yes
KAT6A		2	2	321	0.6%	Yes
ERG		2	2	321	0.6%	Yes
CARD11		6	6	321	1.9%	Yes
BLK		1	1	321	0.3%	No
NOTCH2		10	10	321	3.1%	Yes
CSF1R		2	2	321	0.6%	Yes
NOTCH3		9	9	321	2.8%	Yes
KMT2D		10	10	321	3.1%	Yes
BLM		4	4	321	1.2%	Yes
NOTCH1		5	5	321	1.6%	Yes
CBFB		5	5	321	1.6%	Yes
KMT2A		8	6	321	1.9%	Yes
NOTCH4		11	11	321	3.4%	Yes
KMT2C		52	42	321	13.1%	Yes
FOXO1		1	1	321	0.3%	Yes
SPTA1		16	14	321	4.4%	No
ABL1		3	3	321	0.9%	Yes
ABL2		3	3	321	0.9%	Yes
CAMTA1		3	3	321	0.9%	Yes
FGF23		1	1	321	0.3%	Yes
MCL1		1	1	321	0.3%	Yes
SMAD2		1	1	321	0.3%	Yes
SMAD4		6	6	321	1.9%	Yes
SMAD3		3	3	321	0.9%	Yes
FANCM		4	4	321	1.2%	Yes
FANCL		2	2	321	0.6%	Yes
PTCH1		6	6	321	1.9%	Yes
TNK2		3	3	321	0.9%	No
IDH2		1	1	321	0.3%	Yes
FANCA		3	3	321	0.9%	Yes
FANCC		4	4	321	1.2%	Yes
INHBA		1	1	321	0.3%	Yes
BMX		2	2	321	0.6%	No
ESR1		13	12	321	3.7%	Yes
PALB2		5	5	321	1.6%	Yes
FANCG		2	2	321	0.6%	Yes
QKI		2	2	321	0.6%	Yes
LRP1B		15	15	321	4.7%	Yes
FANCF		1	1	321	0.3%	Yes
NFKBIA		1	1	321	0.3%	Yes
CDK8		1	1	321	0.3%	Yes
CDK6		1	1	321	0.3%	Yes
FGF14		5	5	321	1.6%	Yes
NR4A3		6	6	321	1.9%	Yes
CDK4		1	1	321	0.3%	Yes
GNAQ		1	1	321	0.3%	Yes
FGF19		1	1	321	0.3%	Yes
FEV		2	2	321	0.6%	Yes
MDM2		3	3	321	0.9%	Yes
NF1		15	14	321	4.4%	Yes
MDM4		2	1	321	0.3%	Yes
NF2		10	8	321	2.5%	Yes
FGFR4		8	7	321	2.2%	Yes
IL7R		2	2	321	0.6%	Yes
LZTR1		1	1	321	0.3%	Yes
FGF12		2	2	321	0.6%	Yes
FGFR3		2	2	321	0.6%	Yes
BCL2L2		1	1	321	0.3%	Yes
FGFR2		2	2	321	0.6%	Yes
BCL2L1		1	1	321	0.3%	Yes
BMPR1A		1	1	321	0.3%	Yes
FGFR1		5	5	321	1.6%	Yes
NFE2L2		2	2	321	0.6%	Yes
ALK		16	12	321	3.7%	Yes
KDM5A		1	1	321	0.3%	Yes
GSK3B		1	1	321	0.3%	Yes
KDM5B		5	5	321	1.6%	No
KDM5C		10	9	321	2.8%	Yes
FLT1		7	7	321	2.2%	Yes
FLT3		4	4	321	1.2%	Yes
FLT4		5	5	321	1.6%	Yes
PTEN		29	25	321	7.8%	Yes
PIK3CD		5	5	321	1.6%	Yes
CHD4		3	3	321	0.9%	Yes
PIK3CB		4	4	321	1.2%	Yes
CHD2		4	4	321	1.2%	Yes
PKD2		2	2	321	0.6%	No
PIK3CG		4	4	321	1.2%	Yes
CDC73		4	4	321	1.2%	Yes
PIK3C2B		6	5	321	1.6%	Yes
TNFSF13B		1	1	321	0.3%	No
GRM3		4	4	321	1.2%	Yes
POLE		6	6	321	1.9%	Yes
KDM6A		7	6	321	1.9%	Yes
HSP90AA1		1	1	321	0.3%	Yes
ATRX		5	5	321	1.6%	Yes
DNMT3A		4	4	321	1.2%	Yes
RHBDF2		5	5	321	1.6%	No
AXIN1		3	3	321	0.9%	Yes
FOXL2		1	1	321	0.3%	Yes
ETV1		2	2	321	0.6%	Yes
NRG1		6	6	321	1.9%	Yes
AXIN2		3	3	321	0.9%	Yes
ARID1A		16	15	321	4.7%	Yes
ETV4		1	1	321	0.3%	Yes
ARID1B		5	4	321	1.2%	Yes
ETV5		1	1	321	0.3%	Yes
TGFBR1		2	2	321	0.6%	Yes
ETV6		1	1	321	0.3%	Yes
TGFBR2		3	3	321	0.9%	Yes
FGR		1	1	321	0.3%	No
PIK3CA		135	120	321	37.4%	Yes
NRG3		3	3	321	0.9%	No
IRF4		3	3	321	0.9%	Yes
LCK		3	3	321	0.9%	Yes
IRF2		4	4	321	1.2%	Yes
TOP1		2	2	321	0.6%	Yes
MS4A1		1	1	321	0.3%	Yes
MET		3	3	321	0.9%	Yes
ZNF750		1	1	321	0.3%	Yes
SMARCD1		1	1	321	0.3%	Yes
LRP1		17	16	321	5.0%	No
ROCK1		3	3	321	0.9%	No
SRC		4	4	321	1.2%	Yes
ROCK2		3	3	321	0.9%	No
U2AF1		1	1	321	0.3%	Yes
LRP2		12	11	321	3.4%	No
ACVR1B		5	5	321	1.6%	Yes
CBL		2	2	321	0.6%	Yes
HDAC9		4	4	321	1.2%	No
ERBB3		12	11	321	3.4%	Yes
ERBB4		3	3	321	0.9%	Yes
GNA11		1	1	321	0.3%	Yes
POLD1		1	1	321	0.3%	Yes
ERBB2		12	12	321	3.7%	Yes
CSK		2	2	321	0.6%	No
FYN		2	2	321	0.6%	Yes
VHL		1	1	321	0.3%	Yes
SLIT2		8	8	321	2.5%	Yes
MUTYH		1	1	321	0.3%	Yes
NTRK1		3	3	321	0.9%	Yes
SPEN		18	14	321	4.4%	Yes
NTRK2		6	6	321	1.9%	Yes
EGF		1	1	321	0.3%	No
NTRK3		4	4	321	1.2%	Yes
TIE1		2	2	321	0.6%	No
MACC1		2	2	321	0.6%	No
HSD3B1		3	2	321	0.6%	Yes
LIMK1		1	1	321	0.3%	No
PTPN11		1	1	321	0.3%	Yes
MERTK		1	1	321	0.3%	Yes
ACVR2A		2	2	321	0.6%	Yes
MTOR		3	3	321	0.9%	Yes
TBX3		15	14	321	4.4%	Yes
RAD52		1	1	321	0.3%	Yes
ASXL1		10	10	321	3.1%	Yes
RAD50		5	5	321	1.6%	Yes
RAD51		1	1	321	0.3%	Yes
WEE2		4	4	321	1.2%	No
APC		5	4	321	1.2%	Yes
KRAS		4	4	321	1.2%	Yes
PDCD1		1	1	321	0.3%	Yes
TEK		5	5	321	1.6%	Yes
BCOR		11	11	321	3.4%	Yes
TAF1		10	9	321	2.8%	Yes
