sample	object	object_index
CATD0593b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0593b/CATD0593b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0593b/CATD0593b.sample.dupmarked.bam.bai
CATD0594b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0594b/CATD0594b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0594b/CATD0594b.sample.dupmarked.bam.bai
CATD0595b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0595b/CATD0595b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0595b/CATD0595b.sample.dupmarked.bam.bai
CATD0596b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0596b/CATD0596b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0596b/CATD0596b.sample.dupmarked.bam.bai
CATD0600b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0600b/CATD0600b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0600b/CATD0600b.sample.dupmarked.bam.bai
CATD0601b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0601b/CATD0601b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0601b/CATD0601b.sample.dupmarked.bam.bai
CATD0603b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0603b/CATD0603b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0603b/CATD0603b.sample.dupmarked.bam.bai
CATD0604b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0604b/CATD0604b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0604b/CATD0604b.sample.dupmarked.bam.bai
CATD0606b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0606b/CATD0606b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0606b/CATD0606b.sample.dupmarked.bam.bai
CATD0609b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0609b/CATD0609b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0609b/CATD0609b.sample.dupmarked.bam.bai
CATD0678b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0678b/CATD0678b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0678b/CATD0678b.sample.dupmarked.bam.bai
CATD0679b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0679b/CATD0679b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0679b/CATD0679b.sample.dupmarked.bam.bai
CATD0680b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0680b/CATD0680b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0680b/CATD0680b.sample.dupmarked.bam.bai
CATD0682b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0682b/CATD0682b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0682b/CATD0682b.sample.dupmarked.bam.bai
CATD0686b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0686b/CATD0686b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0686b/CATD0686b.sample.dupmarked.bam.bai
CATD0687b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0687b/CATD0687b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0687b/CATD0687b.sample.dupmarked.bam.bai
CATD0719b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0719b/CATD0719b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0719b/CATD0719b.sample.dupmarked.bam.bai
CATD0720b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0720b/CATD0720b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0720b/CATD0720b.sample.dupmarked.bam.bai
CATD0721b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0721b/CATD0721b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0721b/CATD0721b.sample.dupmarked.bam.bai
CATD0722b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0722b/CATD0722b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0722b/CATD0722b.sample.dupmarked.bam.bai
CATD0723b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0723b/CATD0723b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0723b/CATD0723b.sample.dupmarked.bam.bai
CATD0725b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0725b/CATD0725b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0725b/CATD0725b.sample.dupmarked.bam.bai
CATD0727b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0727b/CATD0727b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0727b/CATD0727b.sample.dupmarked.bam.bai
CATD0729b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0729b/CATD0729b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0729b/CATD0729b.sample.dupmarked.bam.bai
CATD0730b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0730b/CATD0730b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0730b/CATD0730b.sample.dupmarked.bam.bai
CATD0731b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0731b/CATD0731b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0731b/CATD0731b.sample.dupmarked.bam.bai
CATD0732b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0732b/CATD0732b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0732b/CATD0732b.sample.dupmarked.bam.bai
CATD0733b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0733b/CATD0733b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0733b/CATD0733b.sample.dupmarked.bam.bai
CATD0734b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0734b/CATD0734b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0734b/CATD0734b.sample.dupmarked.bam.bai
CATD0735b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0735b/CATD0735b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0735b/CATD0735b.sample.dupmarked.bam.bai
CATD0736b	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0736b/CATD0736b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3135/CATD0736b/CATD0736b.sample.dupmarked.bam.bai
