Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MAX		3	3	965	0.3%	Yes
NOTCH4		56	48	965	5.0%	Yes
CUL3		5	5	965	0.5%	Yes
ANKRD11		47	38	776	4.9%	Yes
KMT2C		78	56	965	5.8%	Yes
VTCN1		5	5	965	0.5%	Yes
FOXO1		15	10	776	1.3%	Yes
SOCS1		5	5	965	0.5%	Yes
BCL2L11		5	5	965	0.5%	Yes
ABL1		23	22	965	2.3%	Yes
TNFRSF14		9	8	965	0.8%	Yes
MCL1		6	6	965	0.6%	Yes
CD276		4	4	965	0.4%	Yes
FANCA		36	26	965	2.7%	Yes
FANCC		10	10	965	1.0%	Yes
PALB2		23	19	965	2.0%	Yes
PTPRD		45	33	965	3.4%	Yes
CDK8		11	11	965	1.1%	Yes
CDK6		8	7	965	0.7%	Yes
BCL6		8	8	965	0.8%	Yes
CDK4		6	6	965	0.6%	Yes
RHEB		6	6	776	0.8%	Yes
BCL2		5	5	965	0.5%	Yes
MDM2		4	4	965	0.4%	Yes
NF1		56	44	965	4.6%	Yes
MDM4		2	2	965	0.2%	Yes
NF2		17	17	965	1.8%	Yes
MAP3K13		24	21	965	2.2%	Yes
MAP3K14		1	1	776	0.1%	Yes
MYD88		7	7	965	0.7%	Yes
BCL2L1		3	3	965	0.3%	Yes
NFE2L2		9	8	965	0.8%	Yes
ALK		41	38	965	3.9%	Yes
FLT1		34	28	965	2.9%	Yes
FLT3		26	20	965	2.1%	Yes
FLT4		49	42	965	4.4%	Yes
PTEN		72	58	965	6.0%	Yes
PIK3CD		24	24	965	2.5%	Yes
PIK3C2G		37	25	965	2.6%	Yes
PIK3CB		29	19	965	2.0%	Yes
PIK3CG		39	35	965	3.6%	Yes
CDC73		17	12	965	1.2%	Yes
PPP6C		2	2	776	0.3%	Yes
DNMT3B		30	28	965	2.9%	Yes
NKX3-1		7	7	965	0.7%	Yes
DIS3		24	22	965	2.3%	Yes
ATRX		44	35	965	3.6%	Yes
DNMT3A		19	18	965	1.9%	Yes
FOXL2		9	9	965	0.9%	Yes
TRAF2		7	7	776	0.9%	Yes
TRAF7		15	13	965	1.3%	Yes
PIK3CA		203	180	965	18.7%	Yes
PIK3C3		16	15	965	1.6%	Yes
TOP1		14	12	965	1.2%	Yes
MET		16	13	965	1.3%	Yes
BIRC3		12	10	776	1.3%	Yes
CEBPA		6	6	776	0.8%	Yes
SMARCD1		13	12	965	1.2%	Yes
SRC		15	15	965	1.6%	Yes
U2AF1		8	7	965	0.7%	Yes
PPM1D		18	15	776	1.9%	Yes
MALT1		7	7	776	0.9%	Yes
DNAJB1		5	5	776	0.6%	Yes
FIP1L1		2	2	965	0.2%	Yes
E2F3		9	8	965	0.8%	Yes
FYN		9	9	776	1.2%	Yes
EIF4E		4	4	776	0.5%	Yes
SH2B3		23	19	776	2.4%	Yes
NTRK1		34	30	965	3.1%	Yes
NTRK2		23	19	965	2.0%	Yes
NTRK3		26	22	965	2.3%	Yes
MGA		55	45	776	5.8%	Yes
PTPN11		10	8	965	0.8%	Yes
KLF4		7	7	965	0.7%	Yes
MTOR		48	41	965	4.2%	Yes
TBX3		28	26	965	2.7%	Yes
PNRC1		2	1	965	0.1%	Yes
RAD52		11	11	965	1.1%	Yes
ASXL1		42	40	965	4.1%	Yes
RAD50		27	23	965	2.4%	Yes
RAD51		3	3	965	0.3%	Yes
APC		1154	726	965	75.2%	Yes
ASXL2		28	20	965	2.1%	Yes
PDCD1		15	15	965	1.6%	Yes
BCOR		35	30	965	3.1%	Yes
EIF4A2		3	3	776	0.4%	Yes
ERRFI1		17	12	776	1.5%	Yes
SMARCB1		15	15	965	1.6%	Yes
KEAP1		11	11	965	1.1%	Yes
IKZF1		29	28	965	2.9%	Yes
CRKL		3	3	965	0.3%	Yes
SOX2		11	11	965	1.1%	Yes
RPS6KA4		22	19	965	2.0%	Yes
PPP2R1A		19	18	965	1.9%	Yes
CHEK2		9	6	965	0.6%	Yes
CHEK1		6	6	965	0.6%	Yes
KDR		35	27	965	2.8%	Yes
SOX9		100	89	965	9.2%	Yes
B2M		48	31	965	3.2%	Yes
EPHB1		33	30	965	3.1%	Yes
TP63		22	20	965	2.1%	Yes
ICOSLG		8	8	965	0.8%	Yes
ACVR1		8	7	776	0.9%	Yes
EPHA5		67	52	965	5.4%	Yes
EPHA7		31	23	776	3.0%	Yes
HLA-A		20	17	776	2.2%	Yes
HNF1A		31	30	965	3.1%	Yes
RUNX1		17	17	965	1.8%	Yes
INPP4A		18	17	965	1.8%	Yes
INPP4B		17	15	965	1.6%	Yes
BTK		8	8	965	0.8%	Yes
TP53		755	706	965	73.2%	Yes
EPHA3		51	42	965	4.4%	Yes
DCUN1D1		3	3	965	0.3%	Yes
PIK3R3		9	8	965	0.8%	Yes
PIK3R2		18	16	965	1.7%	Yes
MST1R		29	24	776	3.1%	Yes
PIK3R1		43	37	965	3.8%	Yes
CD79B		5	5	965	0.5%	Yes
CD79A		8	7	776	0.9%	Yes
BRIP1		22	15	965	1.6%	Yes
H3C3		6	6	776	0.8%	Yes
H3C2		4	4	965	0.4%	Yes
H3C4		4	4	776	0.5%	Yes
RBM10		20	19	965	2.0%	Yes
H3C7		2	2	776	0.3%	Yes
H3C6		4	4	776	0.5%	Yes
STAT5A		8	7	776	0.9%	Yes
STAT5B		17	17	776	2.2%	Yes
ZRSR2		4	4	776	0.5%	Yes
YES1		16	11	965	1.1%	Yes
INSR		21	20	965	2.1%	Yes
XRCC2		9	9	776	1.2%	Yes
SH2D1A		6	6	965	0.6%	Yes
IGF2		11	10	965	1.0%	Yes
IGF1		7	7	965	0.7%	Yes
SMARCA4		72	54	965	5.6%	Yes
STAG2		27	20	965	2.1%	Yes
FUBP1		14	14	965	1.5%	Yes
ID3		2	2	776	0.3%	Yes
ATM		95	69	965	7.2%	Yes
CALR		2	2	776	0.3%	Yes
BAP1		13	13	965	1.3%	Yes
ATR		47	35	965	3.6%	Yes
PTPRT		70	63	965	6.5%	Yes
PTPRS		93	80	965	8.3%	Yes
BRCA1		36	28	965	2.9%	Yes
BRCA2		87	55	965	5.7%	Yes
RPTOR		23	20	965	2.1%	Yes
XPO1		12	8	965	0.8%	Yes
SUFU		6	6	965	0.6%	Yes
RAC1		3	3	965	0.3%	Yes
HRAS		7	7	965	0.7%	Yes
H3-3A		4	4	776	0.5%	Yes
H3-3B		1	1	776	0.1%	Yes
IL10		5	5	965	0.5%	Yes
H3C8		3	3	776	0.4%	Yes
PBRM1		39	31	965	3.2%	Yes
PARP1		14	12	965	1.2%	Yes
SYK		17	13	965	1.3%	Yes
NCOA3		22	20	776	2.6%	Yes
MST1		3	3	776	0.4%	Yes
RHOA		11	10	965	1.0%	Yes
RAD51B		2	2	965	0.2%	Yes
RAD51D		5	5	965	0.5%	Yes
RAD51C		8	7	965	0.7%	Yes
KIT		24	22	965	2.3%	Yes
STK40		2	2	965	0.2%	Yes
DDR2		16	12	965	1.2%	Yes
PRKN		19	17	965	1.8%	Yes
YAP1		10	9	965	0.9%	Yes
AMER1		61	55	965	5.7%	Yes
DOT1L		41	32	965	3.3%	Yes
XIAP		8	8	965	0.8%	Yes
TMPRSS2		8	7	965	0.7%	Yes
CXCR4		5	5	776	0.6%	Yes
ALOX12B		13	13	965	1.3%	Yes
PAK1		15	12	965	1.2%	Yes
RAD54L		14	14	965	1.5%	Yes
PAK5		21	18	965	1.9%	Yes
SUZ12		8	8	965	0.8%	Yes
NPM1		3	3	965	0.3%	Yes
MAP3K1		41	35	965	3.6%	Yes
H2BC5		8	8	965	0.8%	Yes
MLH1		19	16	965	1.7%	Yes
VEGFA		5	5	776	0.6%	Yes
RIT1		6	6	965	0.6%	Yes
AXL		34	27	965	2.8%	Yes
CTNNB1		65	62	965	6.4%	Yes
FOXA1		8	8	965	0.8%	Yes
MPL		12	11	965	1.1%	Yes
PRDM1		16	16	965	1.7%	Yes
IGF1R		29	28	965	2.9%	Yes
CCND3		3	3	965	0.3%	Yes
CCND2		5	5	965	0.5%	Yes
CCND1		4	4	965	0.4%	Yes
EP300		59	49	965	5.1%	Yes
ARID2		50	46	965	4.8%	Yes
LMO1		6	6	965	0.6%	Yes
PDGFRB		24	24	965	2.5%	Yes
PDGFRA		34	30	965	3.1%	Yes
HGF		19	18	965	1.9%	Yes
TSC2		30	26	965	2.7%	Yes
ARID5B		31	28	965	2.9%	Yes
TSC1		26	24	965	2.5%	Yes
SDHD		3	3	965	0.3%	Yes
SDHA		7	7	965	0.7%	Yes
SDHB		3	3	965	0.3%	Yes
MYCL		6	6	965	0.6%	Yes
MYCN		14	13	965	1.3%	Yes
SHQ1		12	9	965	0.9%	Yes
CCNE1		7	6	965	0.6%	Yes
RAF1		18	15	965	1.6%	Yes
CARD11		55	49	965	5.1%	Yes
HOXB13		3	3	776	0.4%	Yes
COP1		13	12	965	1.2%	Yes
TMEM127		3	3	965	0.3%	Yes
SMAD2		44	41	965	4.2%	Yes
ZFHX3		86	57	776	7.3%	Yes
SMAD4		157	147	965	15.2%	Yes
SMAD3		48	43	965	4.5%	Yes
IDH1		12	11	965	1.1%	Yes
PTCH1		56	43	965	4.5%	Yes
IDH2		7	5	965	0.5%	Yes
INHBA		25	24	776	3.1%	Yes
ESR1		30	28	965	2.9%	Yes
PHOX2B		10	10	965	1.0%	Yes
NFKBIA		6	6	776	0.8%	Yes
GNAQ		8	7	965	0.7%	Yes
FGF19		6	5	965	0.5%	Yes
GNAS		24	22	965	2.3%	Yes
TCF3		20	17	776	2.2%	Yes
FGFR4		16	13	965	1.3%	Yes
IL7R		17	13	965	1.3%	Yes
FGFR3		21	20	965	2.1%	Yes
FGFR2		25	23	965	2.4%	Yes
BMPR1A		14	13	965	1.3%	Yes
FGFR1		20	17	965	1.8%	Yes
KDM5A		34	32	965	3.3%	Yes
GSK3B		8	8	965	0.8%	Yes
KDM5C		27	21	965	2.2%	Yes
TNFAIP3		20	17	965	1.8%	Yes
FLCN		26	24	965	2.5%	Yes
CASP8		34	27	965	2.8%	Yes
POLE		53	42	965	4.4%	Yes
KDM6A		22	19	965	2.0%	Yes
EGFL7		7	7	965	0.7%	Yes
PDPK1		1	1	965	0.1%	Yes
EED		8	7	965	0.7%	Yes
AXIN1		22	18	965	1.9%	Yes
ETV1		22	19	965	2.0%	Yes
AXIN2		47	41	965	4.2%	Yes
ARID1A		108	75	965	7.8%	Yes
TENT5C		10	9	965	0.9%	Yes
ARID1B		53	46	965	4.8%	Yes
TGFBR1		23	18	965	1.9%	Yes
ETV6		19	19	965	2.0%	Yes
TGFBR2		40	36	965	3.7%	Yes
LATS1		28	22	965	2.3%	Yes
GREM1		3	3	965	0.3%	Yes
LATS2		28	26	965	2.7%	Yes
IRF4		22	19	965	2.0%	Yes
MYOD1		18	17	965	1.8%	Yes
RASA1		37	26	965	2.7%	Yes
ABRAXAS1		8	5	965	0.5%	Yes
CBL		8	8	965	0.8%	Yes
AURKB		10	8	965	0.8%	Yes
AURKA		10	9	965	0.9%	Yes
ERBB3		47	42	965	4.4%	Yes
ERBB4		59	48	965	5.0%	Yes
GNA11		14	13	965	1.3%	Yes
POLD1		21	17	776	2.2%	Yes
ERBB2		42	40	965	4.1%	Yes
MAPK1		5	5	965	0.5%	Yes
VHL		2	2	965	0.2%	Yes
MUTYH		10	10	965	1.0%	Yes
MAPK3		8	8	776	1.0%	Yes
SPEN		58	43	965	4.5%	Yes
TIMM8B		1	1	965	0.1%	No
TCF7L2		106	99	776	12.8%	Yes
NEGR1		12	12	776	1.5%	Yes
TSHR		19	18	965	1.9%	Yes
H3-5		7	7	965	0.7%	Yes
H3-4		4	4	776	0.5%	Yes
ERCC3		22	21	965	2.2%	Yes
ERCC4		15	15	965	1.6%	Yes
ERCC2		18	13	965	1.3%	Yes
RPS6KB2		12	12	965	1.2%	Yes
ERCC5		22	19	965	2.0%	Yes
KRAS		417	410	965	42.5%	Yes
