Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
NBN		6	6	1312	0.5%	Yes
ROS1		23	23	1312	1.8%	Yes
MEN1		29	29	1312	2.2%	Yes
MAP2K4		53	53	1312	4.0%	Yes
RNF43		9	9	1312	0.7%	Yes
MAP2K1		6	6	1312	0.5%	Yes
MAP2K2		6	6	1312	0.5%	Yes
EIF1AX		3	3	1312	0.2%	Yes
FBXW7		13	13	1312	1.0%	Yes
MITF		4	4	1312	0.3%	Yes
FOXP1		18	17	1312	1.3%	Yes
MSH6		11	11	1312	0.8%	Yes
MSH2		5	5	1312	0.4%	Yes
SMO		10	10	1312	0.8%	Yes
RAB35		4	3	884	0.3%	Yes
SRSF2		6	4	884	0.5%	Yes
PGR		3	3	884	0.3%	Yes
ERG		11	10	1312	0.8%	Yes
NOTCH2		30	28	1312	2.1%	Yes
CSF1R		6	6	1312	0.5%	Yes
NOTCH3		20	19	1312	1.4%	Yes
KMT2D		54	47	1312	3.6%	Yes
CD274		6	5	1312	0.4%	Yes
BLM		14	14	1312	1.1%	Yes
DNMT1		15	15	1312	1.1%	Yes
NOTCH1		34	30	1312	2.3%	Yes
CBFB		40	40	1312	3.0%	Yes
KMT2A		34	33	1312	2.5%	Yes
MAX		6	6	1312	0.5%	Yes
NOTCH4		28	26	1312	2.0%	Yes
CUL3		6	6	1312	0.5%	Yes
ANKRD11		22	21	884	2.4%	Yes
KMT2C		122	108	1312	8.2%	Yes
VTCN1		1	1	1312	<0.1%	Yes
FOXO1		4	4	884	0.5%	Yes
SOCS1		1	1	1312	<0.1%	Yes
BCL2L11		3	3	1312	0.2%	Yes
ABL1		11	10	1312	0.8%	Yes
TNFRSF14		2	2	1312	0.2%	Yes
MCL1		6	6	1312	0.5%	Yes
CD276		4	4	1312	0.3%	Yes
FANCA		4	4	1312	0.3%	Yes
FANCC		9	8	1312	0.6%	Yes
PALB2		17	17	1312	1.3%	Yes
PTPRD		25	25	1312	1.9%	Yes
CDK8		10	10	1312	0.8%	Yes
CDK6		1	1	1312	<0.1%	Yes
BCL6		10	9	1312	0.7%	Yes
CDK4		2	2	1312	0.2%	Yes
RHEB		2	2	884	0.2%	Yes
MDM2		11	8	1312	0.6%	Yes
NF1		81	73	1312	5.6%	Yes
MDM4		3	3	1312	0.2%	Yes
NF2		11	9	1312	0.7%	Yes
MAP3K13		14	12	1312	0.9%	Yes
MYD88		3	3	1312	0.2%	Yes
BCL2L1		1	1	1312	<0.1%	Yes
NFE2L2		10	10	1312	0.8%	Yes
ALK		21	20	1312	1.5%	Yes
FLT1		18	18	1312	1.4%	Yes
FLT3		12	11	1312	0.8%	Yes
FLT4		22	21	1312	1.6%	Yes
PTEN		106	93	1312	7.1%	Yes
PIK3CD		7	7	1312	0.5%	Yes
PIK3C2G		19	19	1312	1.4%	Yes
PIK3CB		22	20	1312	1.5%	Yes
PIK3CG		16	16	1312	1.2%	Yes
CDC73		11	10	1312	0.8%	Yes
PPP6C		3	3	884	0.3%	Yes
DNMT3B		9	9	1312	0.7%	Yes
NKX3-1		2	2	1312	0.2%	Yes
DIS3		7	7	1312	0.5%	Yes
ATRX		18	18	1312	1.4%	Yes
DNMT3A		21	21	1312	1.6%	Yes
FOXL2		3	3	1312	0.2%	Yes
TRAF2		5	5	884	0.6%	Yes
TRAF7		8	8	1312	0.6%	Yes
PIK3CA		535	466	1312	35.5%	Yes
PIK3C3		4	4	1312	0.3%	Yes
TOP1		4	4	1312	0.3%	Yes
MET		9	9	1312	0.7%	Yes
BIRC3		3	3	884	0.3%	Yes
CEBPA		5	5	884	0.6%	Yes
SMARCD1		2	2	1312	0.2%	Yes
SRC		2	2	1312	0.2%	Yes
U2AF1		3	3	1312	0.2%	Yes
PPM1D		6	6	884	0.7%	Yes
MALT1		4	4	884	0.5%	Yes
DNAJB1		4	4	884	0.5%	Yes
FIP1L1		1	1	1312	<0.1%	Yes
E2F3		7	7	1312	0.5%	Yes
FYN		8	8	884	0.9%	Yes
EIF4E		1	1	884	0.1%	Yes
SH2B3		8	8	884	0.9%	Yes
NTRK1		7	7	1312	0.5%	Yes
NTRK2		8	8	1312	0.6%	Yes
NTRK3		6	6	1312	0.5%	Yes
MGA		20	19	884	2.1%	Yes
PTPN11		4	4	1312	0.3%	Yes
KLF4		11	11	1312	0.8%	Yes
MTOR		23	23	1312	1.8%	Yes
TBX3		76	69	1312	5.3%	Yes
PNRC1		4	4	1312	0.3%	Yes
RAD52		4	4	1312	0.3%	Yes
ASXL1		14	14	1312	1.1%	Yes
RAD50		16	14	1312	1.1%	Yes
RAD51		6	6	1312	0.5%	Yes
APC		29	26	1312	2.0%	Yes
ASXL2		11	11	1312	0.8%	Yes
PDCD1		6	6	1312	0.5%	Yes
BCOR		19	19	1312	1.4%	Yes
EIF4A2		7	7	884	0.8%	Yes
ERRFI1		3	3	884	0.3%	Yes
SMARCB1		9	9	1312	0.7%	Yes
KEAP1		7	5	1312	0.4%	Yes
IKZF1		20	18	1312	1.4%	Yes
SOX2		5	5	1312	0.4%	Yes
RPS6KA4		7	7	1312	0.5%	Yes
PPP2R1A		11	10	1312	0.8%	Yes
CHEK2		8	6	1312	0.5%	Yes
KDR		11	10	1312	0.8%	Yes
SOX9		12	11	1312	0.8%	Yes
B2M		4	3	1312	0.2%	Yes
EPHB1		8	8	1312	0.6%	Yes
TP63		13	13	1312	1.0%	Yes
ICOSLG		2	2	1312	0.2%	Yes
ACVR1		2	2	884	0.2%	Yes
EPHA5		20	20	1312	1.5%	Yes
EPHA7		9	9	884	1.0%	Yes
HLA-A		2	2	884	0.2%	Yes
HNF1A		9	9	1312	0.7%	Yes
RUNX1		49	45	1312	3.4%	Yes
INPP4A		10	10	1312	0.8%	Yes
INPP4B		6	6	1312	0.5%	Yes
BTK		8	8	1312	0.6%	Yes
TP53		551	541	1312	41.2%	Yes
EPHA3		20	18	1312	1.4%	Yes
DCUN1D1		1	1	1312	<0.1%	Yes
PIK3R3		12	8	1312	0.6%	Yes
PIK3R2		11	10	1312	0.8%	Yes
MST1R		8	8	884	0.9%	Yes
PIK3R1		23	22	1312	1.7%	Yes
CD79B		1	1	1312	<0.1%	Yes
CD79A		2	2	884	0.2%	Yes
BRIP1		17	17	1312	1.3%	Yes
H3C1		3	3	884	0.3%	Yes
H3C3		1	1	884	0.1%	Yes
H3C2		12	11	1312	0.8%	Yes
H3C4		1	1	884	0.1%	Yes
RBM10		10	10	1312	0.8%	Yes
H3C7		4	4	884	0.5%	Yes
H3C6		4	4	884	0.5%	Yes
STAT5A		3	3	884	0.3%	Yes
STAT5B		2	2	884	0.2%	Yes
ZRSR2		8	8	884	0.9%	Yes
YES1		6	6	1312	0.5%	Yes
INSR		11	11	1312	0.8%	Yes
SH2D1A		4	4	1312	0.3%	Yes
IGF2		1	1	1312	<0.1%	Yes
IGF1		3	3	1312	0.2%	Yes
SMARCA4		24	23	1312	1.8%	Yes
STAG2		32	31	1312	2.4%	Yes
FUBP1		4	4	1312	0.3%	Yes
ATM		50	48	1312	3.7%	Yes
CALR		1	1	884	0.1%	Yes
BAP1		17	16	1312	1.2%	Yes
ATR		33	31	1312	2.4%	Yes
PTPRT		18	18	1312	1.4%	Yes
PTPRS		19	19	1312	1.4%	Yes
BRCA1		25	24	1312	1.8%	Yes
BRCA2		56	49	1312	3.7%	Yes
RPTOR		11	11	1312	0.8%	Yes
XPO1		10	10	1312	0.8%	Yes
SUFU		2	2	1312	0.2%	Yes
RAC1		2	2	1312	0.2%	Yes
HRAS		5	5	1312	0.4%	Yes
H3-3A		1	1	884	0.1%	Yes
H3-3B		2	2	884	0.2%	Yes
IL10		1	1	1312	<0.1%	Yes
H3C8		1	1	884	0.1%	Yes
PBRM1		14	14	1312	1.1%	Yes
PARP1		15	15	1312	1.1%	Yes
SYK		9	9	1312	0.7%	Yes
NCOA3		11	11	884	1.2%	Yes
MST1		2	2	884	0.2%	Yes
RHOA		13	13	1312	1.0%	Yes
RAD51B		2	2	1312	0.2%	Yes
RAD51D		1	1	1312	<0.1%	Yes
RAD51C		4	4	1312	0.3%	Yes
KIT		8	8	1312	0.6%	Yes
STK40		2	2	1312	0.2%	Yes
DDR2		16	16	1312	1.2%	Yes
PRKN		7	7	1312	0.5%	Yes
YAP1		8	8	1312	0.6%	Yes
AMER1		10	10	1312	0.8%	Yes
DOT1L		18	17	1312	1.3%	Yes
XIAP		2	2	1312	0.2%	Yes
TMPRSS2		4	4	1312	0.3%	Yes
CXCR4		1	1	884	0.1%	Yes
ALOX12B		7	6	1312	0.5%	Yes
PAK1		7	7	1312	0.5%	Yes
RAD54L		10	9	1312	0.7%	Yes
PAK5		12	12	1312	0.9%	Yes
SUZ12		6	6	1312	0.5%	Yes
NPM1		2	2	1312	0.2%	Yes
MAP3K1		132	100	1312	7.6%	Yes
H2BC5		4	4	1312	0.3%	Yes
MLH1		7	6	1312	0.5%	Yes
VEGFA		1	1	884	0.1%	Yes
RIT1		3	3	1312	0.2%	Yes
AXL		9	9	1312	0.7%	Yes
CTNNB1		5	5	1312	0.4%	Yes
FOXA1		58	53	1312	4.0%	Yes
MPL		8	8	1312	0.6%	Yes
PRDM1		10	9	1312	0.7%	Yes
IGF1R		14	14	1312	1.1%	Yes
CCND2		3	3	1312	0.2%	Yes
CCND1		4	4	1312	0.3%	Yes
EP300		23	20	1312	1.5%	Yes
ARID2		36	32	1312	2.4%	Yes
LMO1		1	1	1312	<0.1%	Yes
PDGFRB		7	7	1312	0.5%	Yes
PDGFRA		21	19	1312	1.4%	Yes
HGF		7	7	1312	0.5%	Yes
TSC2		30	28	1312	2.1%	Yes
ARID5B		12	12	1312	0.9%	Yes
SDHC		2	2	1312	0.2%	Yes
TSC1		13	13	1312	1.0%	Yes
SDHA		3	3	1312	0.2%	Yes
SDHB		5	5	1312	0.4%	Yes
MYCL		3	3	1312	0.2%	Yes
MYCN		5	5	1312	0.4%	Yes
SHQ1		8	8	1312	0.6%	Yes
CCNE1		4	4	1312	0.3%	Yes
RAF1		8	7	1312	0.5%	Yes
CARD11		17	16	1312	1.2%	Yes
HOXB13		1	1	884	0.1%	Yes
COP1		14	13	1312	1.0%	Yes
TMEM127		2	2	1312	0.2%	Yes
SMAD2		10	10	1312	0.8%	Yes
ZFHX3		26	25	884	2.8%	Yes
SMAD4		24	22	1312	1.7%	Yes
SMAD3		3	3	1312	0.2%	Yes
IDH1		6	6	1312	0.5%	Yes
PTCH1		16	16	1312	1.2%	Yes
IDH2		5	5	1312	0.4%	Yes
INHBA		2	2	884	0.2%	Yes
ESR1		133	124	1312	9.5%	Yes
PHOX2B		2	2	1312	0.2%	Yes
NFKBIA		5	5	884	0.6%	Yes
GNAQ		1	1	1312	<0.1%	Yes
FGF19		6	4	1312	0.3%	Yes
GNAS		7	7	1312	0.5%	Yes
TCF3		3	3	884	0.3%	Yes
FGFR4		22	22	1312	1.7%	Yes
IL7R		5	5	1312	0.4%	Yes
FGFR3		6	6	1312	0.5%	Yes
FGFR2		15	13	1312	1.0%	Yes
BMPR1A		3	3	1312	0.2%	Yes
FGFR1		9	9	1312	0.7%	Yes
KDM5A		18	18	1312	1.4%	Yes
GSK3B		5	5	1312	0.4%	Yes
KDM5C		16	16	1312	1.2%	Yes
TNFAIP3		6	6	1312	0.5%	Yes
FLCN		6	6	1312	0.5%	Yes
CASP8		7	6	1312	0.5%	Yes
POLE		24	22	1312	1.7%	Yes
KDM6A		22	22	1312	1.7%	Yes
EGFL7		3	3	1312	0.2%	Yes
PDPK1		2	2	1312	0.2%	Yes
EED		1	1	1312	<0.1%	Yes
AXIN1		12	12	1312	0.9%	Yes
ETV1		3	3	1312	0.2%	Yes
AXIN2		8	8	1312	0.6%	Yes
ARID1A		79	72	1312	5.5%	Yes
TENT5C		1	1	1312	<0.1%	Yes
ARID1B		23	23	1312	1.8%	Yes
TGFBR1		2	2	1312	0.2%	Yes
ETV6		4	4	1312	0.3%	Yes
TGFBR2		11	11	1312	0.8%	Yes
LATS1		15	14	1312	1.1%	Yes
GREM1		2	2	1312	0.2%	Yes
LATS2		13	13	1312	1.0%	Yes
IRF4		6	6	1312	0.5%	Yes
MYOD1		5	4	1312	0.3%	Yes
RASA1		15	15	1312	1.1%	Yes
ABRAXAS1		3	3	1312	0.2%	Yes
CBL		9	9	1312	0.7%	Yes
AURKB		2	2	1312	0.2%	Yes
AURKA		8	8	1312	0.6%	Yes
ERBB3		32	28	1312	2.1%	Yes
ERBB4		18	17	1312	1.3%	Yes
GNA11		6	4	1312	0.3%	Yes
POLD1		7	7	884	0.8%	Yes
ERBB2		69	61	1312	4.6%	Yes
MAPK1		3	3	1312	0.2%	Yes
VHL		1	1	1312	<0.1%	Yes
MUTYH		2	2	1312	0.2%	Yes
MAPK3		4	4	884	0.5%	Yes
SPEN		53	45	1312	3.4%	Yes
TCF7L2		5	5	884	0.6%	Yes
NEGR1		1	1	884	0.1%	Yes
TSHR		5	5	1312	0.4%	Yes
H3-5		3	2	1312	0.2%	Yes
H3-4		6	6	884	0.7%	Yes
ERCC3		7	6	1312	0.5%	Yes
ERCC4		14	13	1312	1.0%	Yes
ERCC2		10	10	1312	0.8%	Yes
RPS6KB2		6	6	1312	0.5%	Yes
ERCC5		12	12	1312	0.9%	Yes
KRAS		11	11	1312	0.8%	Yes
