Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
NRAS		18	18	1357	1.3%	Yes
EPCAM		1	1	1357	<0.1%	Yes
H3C11		3	3	1044	0.3%	Yes
NSD1		27	27	1357	2.0%	Yes
H3C12		5	5	1044	0.5%	Yes
SPOP		7	7	1357	0.5%	Yes
PMS2		12	12	1357	0.9%	Yes
H3C10		3	3	1044	0.3%	Yes
RICTOR		22	20	1357	1.5%	Yes
SF3B1		25	23	1357	1.7%	Yes
PMS1		16	16	1357	1.2%	Yes
BRD4		16	16	1357	1.2%	Yes
CDKN2B		2	2	1357	0.1%	Yes
CDKN2C		5	5	1357	0.4%	Yes
CDKN2A		79	74	1357	5.5%	Yes
STAT3		8	8	1044	0.8%	Yes
RYBP		4	4	1357	0.3%	Yes
WT1		20	20	1357	1.5%	Yes
INHA		13	13	1044	1.2%	Yes
CRLF2		10	10	1357	0.7%	Yes
CSF3R		14	13	1044	1.2%	Yes
MRE11		23	21	1357	1.5%	Yes
IRS1		23	23	1357	1.7%	Yes
IRS2		27	25	1357	1.8%	Yes
FGF3		14	14	1357	1.0%	Yes
FGF4		6	6	1357	0.4%	Yes
STK11		246	239	1357	17.6%	Yes
CDH1		17	17	1357	1.3%	Yes
PIM1		4	4	1357	0.3%	Yes
NBN		14	12	1357	0.9%	Yes
ROS1		33	32	1357	2.4%	Yes
MEN1		16	16	1357	1.2%	Yes
MAP2K4		13	13	1357	1.0%	Yes
RNF43		18	16	1357	1.2%	Yes
MAP2K1		15	15	1357	1.1%	Yes
MAP2K2		6	6	1357	0.4%	Yes
EIF1AX		8	8	1357	0.6%	Yes
FBXW7		29	27	1357	2.0%	Yes
MITF		6	6	1357	0.4%	Yes
FOXP1		10	10	1357	0.7%	Yes
MSH6		8	8	1357	0.6%	Yes
MSH2		19	18	1357	1.3%	Yes
SMO		20	19	1357	1.4%	Yes
RAB35		1	1	1044	<0.1%	Yes
SRSF2		7	7	1044	0.7%	Yes
PGR		22	21	1044	2.0%	Yes
ERG		11	11	1357	0.8%	Yes
NOTCH2		31	30	1357	2.2%	Yes
CSF1R		21	21	1357	1.5%	Yes
NOTCH3		33	31	1357	2.3%	Yes
KMT2D		93	81	1357	6.0%	Yes
CD274		1	1	1357	<0.1%	Yes
BLM		18	17	1357	1.3%	Yes
DNMT1		15	15	1357	1.1%	Yes
NOTCH1		28	27	1357	2.0%	Yes
CBFB		2	2	1357	0.1%	Yes
KMT2A		37	34	1357	2.5%	Yes
MAX		19	18	1357	1.3%	Yes
NOTCH4		50	49	1357	3.6%	Yes
CUL3		24	22	1357	1.6%	Yes
ANKRD11		10	9	1044	0.9%	Yes
KMT2C		77	70	1357	5.2%	Yes
VTCN1		2	2	1357	0.1%	Yes
FOXO1		12	12	1044	1.1%	Yes
SOCS1		2	2	1357	0.1%	Yes
BCL2L11		3	3	1357	0.2%	Yes
ABL1		20	19	1357	1.4%	Yes
TNFRSF14		3	3	1357	0.2%	Yes
MCL1		10	10	1357	0.7%	Yes
CD276		5	5	1357	0.4%	Yes
FANCA		28	28	1357	2.1%	Yes
FANCC		7	7	1357	0.5%	Yes
PALB2		22	21	1357	1.5%	Yes
PTPRD		145	122	1357	9.0%	Yes
CDK8		11	10	1357	0.7%	Yes
CDK6		4	4	1357	0.3%	Yes
BCL6		12	12	1357	0.9%	Yes
CDK4		11	11	1357	0.8%	Yes
RHEB		5	5	1044	0.5%	Yes
BCL2		5	5	1357	0.4%	Yes
MDM2		8	8	1357	0.6%	Yes
NF1		104	92	1357	6.8%	Yes
MDM4		13	12	1357	0.9%	Yes
NF2		18	18	1357	1.3%	Yes
MAP3K13		21	21	1357	1.5%	Yes
MYD88		5	5	1357	0.4%	Yes
BCL2L1		1	1	1357	<0.1%	Yes
NFE2L2		20	20	1357	1.5%	Yes
ALK		58	54	1357	4.0%	Yes
FLT1		47	43	1357	3.2%	Yes
FLT3		23	21	1357	1.5%	Yes
FLT4		44	42	1357	3.1%	Yes
PTEN		36	34	1357	2.5%	Yes
PIK3CD		9	9	1357	0.7%	Yes
PIK3C2G		50	45	1357	3.3%	Yes
PIK3CB		10	10	1357	0.7%	Yes
PIK3CG		58	56	1357	4.1%	Yes
CDC73		11	10	1357	0.7%	Yes
PPP6C		1	1	1044	<0.1%	Yes
DNMT3B		21	21	1357	1.5%	Yes
NKX3-1		4	4	1357	0.3%	Yes
DIS3		26	26	1357	1.9%	Yes
ATRX		78	69	1357	5.1%	Yes
DNMT3A		25	25	1357	1.8%	Yes
FOXL2		11	10	1357	0.7%	Yes
TRAF2		4	4	1044	0.4%	Yes
TRAF7		15	15	1357	1.1%	Yes
PIK3CA		99	98	1357	7.2%	Yes
PIK3C3		23	23	1357	1.7%	Yes
TOP1		11	11	1357	0.8%	Yes
MET		69	62	1357	4.6%	Yes
BIRC3		5	5	1044	0.5%	Yes
CEBPA		5	5	1044	0.5%	Yes
SMARCD1		4	4	1357	0.3%	Yes
SRC		6	6	1357	0.4%	Yes
U2AF1		31	31	1357	2.3%	Yes
PPM1D		9	9	1044	0.9%	Yes
MALT1		9	9	1044	0.9%	Yes
DNAJB1		4	4	1044	0.4%	Yes
E2F3		10	10	1357	0.7%	Yes
FYN		6	6	1044	0.6%	Yes
EIF4E		4	4	1044	0.4%	Yes
SH2B3		4	4	1044	0.4%	Yes
NTRK1		29	29	1357	2.1%	Yes
NTRK2		18	18	1357	1.3%	Yes
NTRK3		78	69	1357	5.1%	Yes
MGA		46	44	1044	4.2%	Yes
PTPN11		15	14	1357	1.0%	Yes
KLF4		11	11	1357	0.8%	Yes
MTOR		48	47	1357	3.5%	Yes
TBX3		46	45	1357	3.3%	Yes
PNRC1		3	3	1357	0.2%	Yes
RAD52		4	4	1357	0.3%	Yes
ASXL1		21	21	1357	1.5%	Yes
RAD50		23	23	1357	1.7%	Yes
RAD51		3	3	1357	0.2%	Yes
APC		64	62	1357	4.6%	Yes
ASXL2		20	20	1357	1.5%	Yes
PDCD1		22	22	1357	1.6%	Yes
BCOR		51	46	1357	3.4%	Yes
EIF4A2		7	6	1044	0.6%	Yes
ERRFI1		9	9	1044	0.9%	Yes
SMARCB1		9	9	1357	0.7%	Yes
KEAP1		217	208	1357	15.3%	Yes
IKZF1		30	30	1357	2.2%	Yes
CRKL		3	3	1357	0.2%	Yes
SOX2		5	5	1357	0.4%	Yes
RPS6KA4		17	14	1357	1.0%	Yes
PPP2R1A		17	16	1357	1.2%	Yes
CHEK2		13	12	1357	0.9%	Yes
CHEK1		7	7	1357	0.5%	Yes
KDR		51	48	1357	3.5%	Yes
SOX9		13	12	1357	0.9%	Yes
B2M		19	18	1357	1.3%	Yes
EPHB1		52	47	1357	3.5%	Yes
TP63		28	28	1357	2.1%	Yes
ICOSLG		6	6	1357	0.4%	Yes
ACVR1		6	6	1044	0.6%	Yes
EPHA5		92	82	1357	6.0%	Yes
EPHA7		48	44	1044	4.2%	Yes
HLA-A		6	6	1044	0.6%	Yes
HNF1A		17	17	1357	1.3%	Yes
RUNX1		19	17	1357	1.3%	Yes
INPP4A		17	17	1357	1.3%	Yes
INPP4B		39	36	1357	2.7%	Yes
BTK		22	20	1357	1.5%	Yes
TP53		748	695	1357	51.2%	Yes
OBSL1		1	1	1357	<0.1%	No
EPHA3		96	87	1357	6.4%	Yes
DCUN1D1		2	2	1357	0.1%	Yes
PIK3R3		11	11	1357	0.8%	Yes
PIK3R2		13	12	1357	0.9%	Yes
MST1R		19	18	1044	1.7%	Yes
PIK3R1		16	15	1357	1.1%	Yes
CD79B		6	6	1357	0.4%	Yes
CD79A		1	1	1044	<0.1%	Yes
BRIP1		27	27	1357	2.0%	Yes
H3C1		5	5	1044	0.5%	Yes
H3C3		1	1	1044	<0.1%	Yes
H3C2		14	14	1357	1.0%	Yes
H3C4		2	2	1044	0.2%	Yes
RBM10		127	122	1357	9.0%	Yes
H3C7		1	1	1044	<0.1%	Yes
H3C6		3	3	1044	0.3%	Yes
STAT5A		9	9	1044	0.9%	Yes
STAT5B		9	9	1044	0.9%	Yes
ZRSR2		2	2	1044	0.2%	Yes
YES1		6	6	1357	0.4%	Yes
INSR		22	21	1357	1.5%	Yes
XRCC2		5	5	1044	0.5%	Yes
SH2D1A		9	9	1357	0.7%	Yes
IGF2		15	15	1357	1.1%	Yes
IGF1		8	7	1357	0.5%	Yes
SMARCA4		133	126	1357	9.3%	Yes
STAG2		40	39	1357	2.9%	Yes
FUBP1		11	11	1357	0.8%	Yes
ID3		3	3	1044	0.3%	Yes
ATM		116	100	1357	7.4%	Yes
CALR		3	2	1044	0.2%	Yes
BAP1		23	22	1357	1.6%	Yes
ATR		42	40	1357	2.9%	Yes
PTPRT		114	96	1357	7.1%	Yes
PTPRS		22	22	1357	1.6%	Yes
BRCA1		31	30	1357	2.2%	Yes
BRCA2		46	42	1357	3.1%	Yes
RPTOR		17	17	1357	1.3%	Yes
XPO1		16	15	1357	1.1%	Yes
SUFU		6	6	1357	0.4%	Yes
RAC1		2	2	1357	0.1%	Yes
HRAS		3	3	1357	0.2%	Yes
H3-3B		2	2	1044	0.2%	Yes
IL10		5	5	1357	0.4%	Yes
H3C8		6	6	1044	0.6%	Yes
PBRM1		37	34	1357	2.5%	Yes
PARP1		17	17	1357	1.3%	Yes
SYK		4	4	1357	0.3%	Yes
NCOA3		7	7	1044	0.7%	Yes
INSRR		2	2	1357	0.1%	No
MST1		6	6	1044	0.6%	Yes
RHOA		5	5	1357	0.4%	Yes
RAD51B		12	12	1357	0.9%	Yes
RAD51D		6	6	1357	0.4%	Yes
RAD51C		6	6	1357	0.4%	Yes
KIT		26	26	1357	1.9%	Yes
STK40		5	4	1357	0.3%	Yes
DDR2		30	30	1357	2.2%	Yes
PRKN		17	17	1357	1.3%	Yes
YAP1		10	10	1357	0.7%	Yes
AMER1		54	46	1357	3.4%	Yes
DOT1L		37	37	1357	2.7%	Yes
XIAP		7	7	1357	0.5%	Yes
TMPRSS2		5	5	1357	0.4%	Yes
CXCR4		2	2	1044	0.2%	Yes
ALOX12B		9	9	1357	0.7%	Yes
PAK1		16	16	1357	1.2%	Yes
RAD54L		5	5	1357	0.4%	Yes
PAK5		56	52	1357	3.8%	Yes
SUZ12		7	7	1357	0.5%	Yes
NPM1		6	6	1357	0.4%	Yes
MAP3K1		22	22	1357	1.6%	Yes
H2BC5		7	7	1357	0.5%	Yes
MLH1		7	7	1357	0.5%	Yes
VEGFA		1	1	1044	<0.1%	Yes
RIT1		2	2	1357	0.1%	Yes
AXL		10	10	1357	0.7%	Yes
CTNNB1		52	51	1357	3.8%	Yes
FOXA1		10	10	1357	0.7%	Yes
MPL		10	9	1357	0.7%	Yes
PRDM1		9	9	1357	0.7%	Yes
IGF1R		19	18	1357	1.3%	Yes
CCND3		3	3	1357	0.2%	Yes
CCND2		5	5	1357	0.4%	Yes
CCND1		7	6	1357	0.4%	Yes
EP300		38	32	1357	2.4%	Yes
ARID2		69	65	1357	4.8%	Yes
LMO1		4	4	1357	0.3%	Yes
PDGFRB		33	30	1357	2.2%	Yes
PDGFRA		47	44	1357	3.2%	Yes
HGF		72	69	1357	5.1%	Yes
TSC2		31	29	1357	2.1%	Yes
ARID5B		16	14	1357	1.0%	Yes
SDHC		3	3	1357	0.2%	Yes
TSC1		18	18	1357	1.3%	Yes
SDHD		3	3	1357	0.2%	Yes
SDHA		13	12	1357	0.9%	Yes
SDHB		5	5	1357	0.4%	Yes
MYCL		3	3	1357	0.2%	Yes
MYCN		12	12	1357	0.9%	Yes
SHQ1		8	8	1357	0.6%	Yes
CCNE1		11	10	1357	0.7%	Yes
RAF1		11	11	1357	0.8%	Yes
CARD11		56	52	1357	3.8%	Yes
HOXB13		7	7	1044	0.7%	Yes
COP1		17	17	1357	1.3%	Yes
TMEM127		2	2	1357	0.1%	Yes
PMAIP1		1	1	1357	<0.1%	Yes
SMAD2		12	12	1357	0.9%	Yes
ZFHX3		52	51	1044	4.9%	Yes
SMAD4		54	54	1357	4.0%	Yes
SMAD3		6	6	1357	0.4%	Yes
IDH1		15	15	1357	1.1%	Yes
PTCH1		17	16	1357	1.2%	Yes
IDH2		2	2	1357	0.1%	Yes
INHBA		27	24	1044	2.3%	Yes
ESR1		15	15	1357	1.1%	Yes
PHOX2B		10	10	1357	0.7%	Yes
NFKBIA		7	7	1044	0.7%	Yes
GNAQ		5	5	1357	0.4%	Yes
FGF19		4	4	1357	0.3%	Yes
GNAS		17	16	1357	1.2%	Yes
TCF3		10	10	1044	1.0%	Yes
FGFR4		19	18	1357	1.3%	Yes
IL7R		24	22	1357	1.6%	Yes
FGFR3		11	10	1357	0.7%	Yes
FGFR2		11	11	1357	0.8%	Yes
BMPR1A		6	6	1357	0.4%	Yes
FGFR1		18	18	1357	1.3%	Yes
KDM5A		20	18	1357	1.3%	Yes
GSK3B		9	9	1357	0.7%	Yes
KDM5C		36	36	1357	2.7%	Yes
TNFAIP3		9	9	1357	0.7%	Yes
FLCN		4	4	1357	0.3%	Yes
CASP8		15	13	1357	1.0%	Yes
POLE		41	39	1357	2.9%	Yes
KDM6A		29	26	1357	1.9%	Yes
EGFL7		2	2	1357	0.1%	Yes
PDPK1		4	4	1357	0.3%	Yes
EED		3	3	1357	0.2%	Yes
AXIN1		14	14	1357	1.0%	Yes
ETV1		16	16	1357	1.2%	Yes
AXIN2		19	19	1357	1.4%	Yes
ARID1A		104	97	1357	7.1%	Yes
TENT5C		8	8	1357	0.6%	Yes
ARID1B		44	41	1357	3.0%	Yes
TGFBR1		23	23	1357	1.7%	Yes
ETV6		9	9	1357	0.7%	Yes
TGFBR2		21	20	1357	1.5%	Yes
LATS1		27	27	1357	2.0%	Yes
GREM1		4	4	1357	0.3%	Yes
LATS2		14	14	1357	1.0%	Yes
IRF4		17	16	1357	1.2%	Yes
MYOD1		16	16	1357	1.2%	Yes
RASA1		25	25	1357	1.8%	Yes
ABRAXAS1		3	3	1357	0.2%	Yes
CBL		16	15	1357	1.1%	Yes
AURKB		3	3	1357	0.2%	Yes
AURKA		5	5	1357	0.4%	Yes
ERBB3		14	13	1357	1.0%	Yes
ERBB4		76	62	1357	4.6%	Yes
GNA11		6	6	1357	0.4%	Yes
POLD1		15	14	1044	1.3%	Yes
ERBB2		56	54	1357	4.0%	Yes
MAPK1		1	1	1357	<0.1%	Yes
VHL		5	4	1357	0.3%	Yes
MUTYH		18	17	1357	1.3%	Yes
MAPK3		4	4	1044	0.4%	Yes
SPEN		36	31	1357	2.3%	Yes
TCF7L2		6	6	1044	0.6%	Yes
NEGR1		12	12	1044	1.1%	Yes
TSHR		20	20	1357	1.5%	Yes
H3-5		10	10	1357	0.7%	Yes
H3-4		4	4	1044	0.4%	Yes
ERCC3		8	8	1357	0.6%	Yes
ERCC4		18	18	1357	1.3%	Yes
ERCC2		14	14	1357	1.0%	Yes
RPS6KB2		4	4	1357	0.3%	Yes
ERCC5		26	25	1357	1.8%	Yes
KRAS		413	405	1357	29.8%	Yes
