Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
OR10Z1		10	10	417	2.4%	No
CTTN		1	1	417	0.2%	No
SLTM		9	8	417	1.9%	No
ARHGEF4		6	5	417	1.2%	No
KIF2B		13	10	417	2.4%	No
DDR2		5	3	417	0.7%	Yes
AMER2		9	9	417	2.2%	No
AKAP6		20	11	417	2.6%	No
PAK1		3	3	417	0.7%	Yes
WIF1		2	2	417	0.5%	Yes
HSF1		3	3	417	0.7%	No
CTNNA2		21	19	417	4.6%	No
PAK5		10	8	417	1.9%	Yes
FOXB2		1	1	417	0.2%	No
MAP3K1		8	5	417	1.2%	Yes
RPA1		1	1	417	0.2%	No
HUWE1		14	9	417	2.2%	No
STAC3		6	6	417	1.4%	No
MLH1		3	3	417	0.7%	Yes
LYVE1		5	5	417	1.2%	No
ITCH		7	7	417	1.7%	No
GPAM		5	5	417	1.2%	No
DLC1		9	9	417	2.2%	No
FAS		4	3	417	0.7%	Yes
CTNNB1		9	6	417	1.4%	Yes
TACC1		3	3	417	0.7%	No
EPPK1		13	11	417	2.6%	No
SRP19		1	1	417	0.2%	No
CD84		5	3	417	0.7%	No
KDM1B		3	2	417	0.5%	No
COMP		6	5	417	1.2%	No
CCND3		1	1	417	0.2%	Yes
CCND1		2	2	417	0.5%	Yes
SACS		59	34	417	8.2%	No
ARID2		29	25	417	6.0%	Yes
PPFIA4		6	6	417	1.4%	No
RGS7		7	7	417	1.7%	No
PDGFRB		7	6	417	1.4%	Yes
WNT5B		3	3	417	0.7%	No
LMO7		9	9	417	2.2%	No
TSC1		4	4	417	1.0%	Yes
PCDHA13		7	6	417	1.4%	No
PCDHA12		5	4	417	1.0%	No
SDHB		1	1	417	0.2%	Yes
ZNF90		9	5	417	1.2%	No
CCNE1		2	2	417	0.5%	Yes
CARD11		8	8	417	1.9%	Yes
FBN2		22	18	417	4.3%	No
STK4		3	3	417	0.7%	No
SPTA1		46	24	417	5.8%	No
ADGRG4		30	20	417	4.8%	Yes
CDH22		9	8	417	1.9%	No
CAMTA1		14	13	417	3.1%	Yes
NLRP1		12	9	417	2.2%	No
ECT2		2	2	417	0.5%	No
MARK4		6	6	417	1.4%	No
FGF23		6	6	417	1.4%	Yes
BPTF		11	7	417	1.7%	No
SMAD4		62	60	417	14.4%	Yes
SYT1		5	3	417	0.7%	No
MUC16		121	44	417	10.6%	No
DENND4A		12	9	417	2.2%	No
MUC17		28	16	417	3.8%	No
IDH1		18	16	417	3.8%	Yes
IDH2		6	6	417	1.4%	Yes
CNOT10		4	4	417	1.0%	No
LRP1B		66	39	417	9.4%	Yes
HMGA2-AS1		1	1	417	0.2%	No
FGF19		2	2	417	0.5%	Yes
GNAS		21	21	417	5.0%	Yes
TAF4B		5	5	417	1.2%	No
RADIL		16	13	417	3.1%	No
FGFR4		3	3	417	0.7%	Yes
FGFR3		5	5	417	1.2%	Yes
FGFR2		12	12	417	2.9%	Yes
FGFR1		9	8	417	1.9%	Yes
LDB1		6	6	417	1.4%	No
CHD5		8	6	417	1.4%	No
AFF1		9	9	417	2.2%	Yes
POLE		13	9	417	2.2%	Yes
CNPPD1		2	2	417	0.5%	No
KDM6A		10	10	417	2.4%	Yes
RHBDF1		3	3	417	0.7%	No
ABCC1		8	7	417	1.7%	No
AXIN1		9	7	417	1.7%	Yes
ARID1A		89	80	417	19.2%	Yes
ARID1B		19	17	417	4.1%	Yes
DDX50		6	6	417	1.4%	No
TGFBR2		13	12	417	2.9%	Yes
RBL1		7	4	417	1.0%	No
ELF3		29	29	417	7.0%	Yes
RASA1		22	19	417	4.6%	Yes
ALDH1A2		2	2	417	0.5%	No
PLEC		32	24	417	5.8%	No
KDM3B		7	7	417	1.7%	No
LAMA2		22	18	417	4.3%	No
LAMA1		31	17	417	4.1%	No
LAMA3		12	9	417	2.2%	No
ASAP2		8	8	417	1.9%	No
ACVR1B		10	8	417	1.9%	Yes
THBS2		8	7	417	1.7%	No
THBS3		4	4	417	1.0%	No
POLD3		2	2	417	0.5%	No
ACAN		26	20	417	4.8%	No
MUC1		3	3	417	0.7%	Yes
MUC2		17	16	417	3.8%	No
EFS		4	4	417	1.0%	No
ERBB4		19	13	417	3.1%	Yes
ERBB2		17	17	417	4.1%	Yes
GNA12		2	2	417	0.5%	Yes
SLIT2		12	10	417	2.4%	Yes
MUC4		9	8	417	1.9%	No
MAPK4		8	7	417	1.7%	No
MUC6		29	28	417	6.7%	No
LGI1		4	4	417	1.0%	No
USP24		7	7	417	1.7%	No
ATF7IP		9	7	417	1.7%	No
TAF10		1	1	417	0.2%	No
PDE4DIP		6	6	417	1.4%	Yes
ACVR2A		20	19	417	4.6%	Yes
REST		7	7	417	1.7%	Yes
COL7A1		15	15	417	3.6%	No
KRAS		77	76	417	18.2%	Yes
FSIP2		93	37	417	8.9%	No
