sample	object	object_index
CATD0461b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0461b/CATD0461b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0461b/CATD0461b.sample.dupmarked.bam.bai
CATD0462b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0462b/CATD0462b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0462b/CATD0462b.sample.dupmarked.bam.bai
CATD0463b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0463b/CATD0463b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0463b/CATD0463b.sample.dupmarked.bam.bai
CATD0464b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0464b/CATD0464b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0464b/CATD0464b.sample.dupmarked.bam.bai
CATD0465b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0465b/CATD0465b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0465b/CATD0465b.sample.dupmarked.bam.bai
CATD0466b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0466b/CATD0466b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0466b/CATD0466b.sample.dupmarked.bam.bai
CATD0613b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0613b/CATD0613b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0613b/CATD0613b.sample.dupmarked.bam.bai
CATD0614b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0614b/CATD0614b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0614b/CATD0614b.sample.dupmarked.bam.bai
CATD0617b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0617b/CATD0617b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0617b/CATD0617b.sample.dupmarked.bam.bai
CATD0618b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0618b/CATD0618b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0618b/CATD0618b.sample.dupmarked.bam.bai
CATD0619b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0619b/CATD0619b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0619b/CATD0619b.sample.dupmarked.bam.bai
CATD0620b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0620b/CATD0620b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0620b/CATD0620b.sample.dupmarked.bam.bai
CATD0621b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0621b/CATD0621b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0621b/CATD0621b.sample.dupmarked.bam.bai
CATD0622b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0622b/CATD0622b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0622b/CATD0622b.sample.dupmarked.bam.bai
CATD0623b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0623b/CATD0623b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0623b/CATD0623b.sample.dupmarked.bam.bai
CATD0624b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0624b/CATD0624b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0624b/CATD0624b.sample.dupmarked.bam.bai
CATD0625b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0625b/CATD0625b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0625b/CATD0625b.sample.dupmarked.bam.bai
