sample	object	object_index
CATD304b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD304b/CATD304b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD304b/CATD304b.sample.dupmarked.bam.bai
CATD306b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD306b/CATD306b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD306b/CATD306b.sample.dupmarked.bam.bai
CATD307b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD307b/CATD307b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD307b/CATD307b.sample.dupmarked.bam.bai
CATD308b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD308b/CATD308b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD308b/CATD308b.sample.dupmarked.bam.bai
CATD309b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD309b/CATD309b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD309b/CATD309b.sample.dupmarked.bam.bai
CATD310b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD310b/CATD310b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD310b/CATD310b.sample.dupmarked.bam.bai
CATD311b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD311b/CATD311b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD311b/CATD311b.sample.dupmarked.bam.bai
CATD312b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD312b/CATD312b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD312b/CATD312b.sample.dupmarked.bam.bai
CATD313b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD313b/CATD313b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD313b/CATD313b.sample.dupmarked.bam.bai
CATD314b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD314b/CATD314b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD314b/CATD314b.sample.dupmarked.bam.bai
CATD315b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD315b/CATD315b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD315b/CATD315b.sample.dupmarked.bam.bai
CATD316b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD316b/CATD316b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD316b/CATD316b.sample.dupmarked.bam.bai
CATD317b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD317b/CATD317b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD317b/CATD317b.sample.dupmarked.bam.bai
CATD318b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD318b/CATD318b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD318b/CATD318b.sample.dupmarked.bam.bai
CATD319b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD319b/CATD319b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD319b/CATD319b.sample.dupmarked.bam.bai
CATD320b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD320b/CATD320b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD320b/CATD320b.sample.dupmarked.bam.bai
CATD323b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD323b/CATD323b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD323b/CATD323b.sample.dupmarked.bam.bai
CATD326b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD326b/CATD326b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD326b/CATD326b.sample.dupmarked.bam.bai
CATD327b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD327b/CATD327b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD327b/CATD327b.sample.dupmarked.bam.bai
CATD328b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD328b/CATD328b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD328b/CATD328b.sample.dupmarked.bam.bai
CATD329b	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD329b/CATD329b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3142/CATD329b/CATD329b.sample.dupmarked.bam.bai
