sample	object	object_index
CATD0408b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0408b/CATD0408b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0408b/CATD0408b.sample.dupmarked.bam.bai
CATD0409b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0409b/CATD0409b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0409b/CATD0409b.sample.dupmarked.bam.bai
CATD0410b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0410b/CATD0410b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0410b/CATD0410b.sample.dupmarked.bam.bai
CATD0411b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0411b/CATD0411b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0411b/CATD0411b.sample.dupmarked.bam.bai
CATD0412b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0412b/CATD0412b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0412b/CATD0412b.sample.dupmarked.bam.bai
CATD0413b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0413b/CATD0413b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0413b/CATD0413b.sample.dupmarked.bam.bai
CATD0414b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0414b/CATD0414b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0414b/CATD0414b.sample.dupmarked.bam.bai
CATD0415b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0415b/CATD0415b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0415b/CATD0415b.sample.dupmarked.bam.bai
CATD188b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD188b/CATD188b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD188b/CATD188b.sample.dupmarked.bam.bai
CATD189b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD189b/CATD189b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD189b/CATD189b.sample.dupmarked.bam.bai
CATD190b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD190b/CATD190b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD190b/CATD190b.sample.dupmarked.bam.bai
CATD191b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD191b/CATD191b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD191b/CATD191b.sample.dupmarked.bam.bai
