sample	object	object_index
CATD0354b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0354b/CATD0354b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0354b/CATD0354b.sample.dupmarked.bam.bai
CATD0355b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0355b/CATD0355b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0355b/CATD0355b.sample.dupmarked.bam.bai
CATD0361b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0361b/CATD0361b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0361b/CATD0361b.sample.dupmarked.bam.bai
CATD0362b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0362b/CATD0362b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0362b/CATD0362b.sample.dupmarked.bam.bai
CATD0363b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0363b/CATD0363b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0363b/CATD0363b.sample.dupmarked.bam.bai
CATD0364b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0364b/CATD0364b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0364b/CATD0364b.sample.dupmarked.bam.bai
CATD0365b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0365b/CATD0365b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0365b/CATD0365b.sample.dupmarked.bam.bai
CATD0366b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0366b/CATD0366b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0366b/CATD0366b.sample.dupmarked.bam.bai
CATD0367b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0367b/CATD0367b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0367b/CATD0367b.sample.dupmarked.bam.bai
CATD0368b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0368b/CATD0368b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0368b/CATD0368b.sample.dupmarked.bam.bai
CATD0369b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0369b/CATD0369b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0369b/CATD0369b.sample.dupmarked.bam.bai
CATD0370b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0370b/CATD0370b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0370b/CATD0370b.sample.dupmarked.bam.bai
CATD0371b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0371b/CATD0371b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0371b/CATD0371b.sample.dupmarked.bam.bai
CATD0372b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0372b/CATD0372b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0372b/CATD0372b.sample.dupmarked.bam.bai
CATD0373b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0373b/CATD0373b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0373b/CATD0373b.sample.dupmarked.bam.bai
CATD0375b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0375b/CATD0375b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0375b/CATD0375b.sample.dupmarked.bam.bai
CATD0376b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0376b/CATD0376b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0376b/CATD0376b.sample.dupmarked.bam.bai
CATD0671b	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0671b/CATD0671b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2821/CATD0671b/CATD0671b.sample.dupmarked.bam.bai
