Cohort,Tumour,Gene,Freq_cbio,Freq_fur,p_val,p_adj,significant
china_pan_cancer,cholangiocarcinoma,ERRFI1,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,ESR1,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,ETV1,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,ETV4,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,ETV5,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,ETV6,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,EWSR1,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,EZH2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCA,0.013999999999999999,0.0,0.5392241047946549,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCC,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCD2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCE,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCF,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCG,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FANCL,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FAS,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,FAT1,0.031,0.037037037037037035,0.8729195443884017,1.0,False
china_pan_cancer,cholangiocarcinoma,FAT4,0.033,0.07407407407407407,0.26656544480790156,1.0,False
china_pan_cancer,cholangiocarcinoma,FBXW7,0.03,0.07407407407407407,0.19846987560186902,1.0,False
china_pan_cancer,cholangiocarcinoma,FEV,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF10,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF12,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF14,0.01,0.037037037037037035,0.19101554447546287,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF19,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF23,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF3,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FGF4,0.002,0.037037037037037035,0.003619199928677208,0.29665764576673503,False
china_pan_cancer,cholangiocarcinoma,FGF6,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,FGFR1,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,FGFR2,0.026000000000000002,0.037037037037037035,0.7165591134882914,1.0,False
china_pan_cancer,cholangiocarcinoma,FGFR3,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,FGFR4,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,FH,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FLI1,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FLT1,0.018000000000000002,0.0,0.4854787990476559,1.0,False
china_pan_cancer,cholangiocarcinoma,FLT3,0.016,0.037037037037037035,0.4019354879622492,1.0,False
china_pan_cancer,cholangiocarcinoma,FLT4,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,FOXL2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FOXO1,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FOXP1,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,FRS2,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,FUBP1,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,FUS,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,FYN,0.006,0.037037037037037035,0.06727345497931836,1.0,False
china_pan_cancer,cholangiocarcinoma,GABRA6,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,GATA1,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,GATA2,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,GATA3,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,GATA4,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,GATA6,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,GID4,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,GLI1,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,GNA11,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,GNA13,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,GNAQ,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,GNAS,0.037000000000000005,0.0,0.3061928727231975,1.0,False
china_pan_cancer,cholangiocarcinoma,GRIN2A,0.027999999999999997,0.0,0.3820517932338563,1.0,False
china_pan_cancer,cholangiocarcinoma,GRM3,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,GSK3B,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,HGF,0.013999999999999999,0.0,0.5392241047946549,1.0,False
china_pan_cancer,cholangiocarcinoma,HNF1A,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,HRAS,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,HSP90AA1,0.006,0.037037037037037035,0.06727345497931836,1.0,False
china_pan_cancer,cholangiocarcinoma,IDH1,0.071,0.0,0.15206373569825105,1.0,False
china_pan_cancer,cholangiocarcinoma,IDH2,0.02,0.0,0.4617622040656473,1.0,False
china_pan_cancer,cholangiocarcinoma,IGF1R,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,IGF2,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,IKBKE,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,IKZF1,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,IL7R,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,INHBA,0.006,0.037037037037037035,0.06727345497931836,1.0,False
china_pan_cancer,cholangiocarcinoma,INPP4B,0.013999999999999999,0.0,0.5392241047946549,1.0,False
china_pan_cancer,cholangiocarcinoma,IRF2,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,IRF4,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,IRS2,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,ITK,0.01,0.07407407407407407,0.00420946705156644,0.3105476849243042,False
china_pan_cancer,cholangiocarcinoma,JAK1,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,JAK2,0.022000000000000002,0.0,0.4397560774650211,1.0,False
china_pan_cancer,cholangiocarcinoma,JAK3,0.013999999999999999,0.037037037037037035,0.33189975685810214,1.0,False
china_pan_cancer,cholangiocarcinoma,JUN,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,KAT6A,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,KDM5A,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,KDM5C,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,KDM6A,0.022000000000000002,0.0,0.4397560774650211,1.0,False
china_pan_cancer,cholangiocarcinoma,KDR,0.022000000000000002,0.0,0.4397560774650211,1.0,False
china_pan_cancer,cholangiocarcinoma,KEAP1,0.018000000000000002,0.0,0.4854787990476559,1.0,False
china_pan_cancer,cholangiocarcinoma,KEL,0.006,0.07407407407407407,0.000334287792959298,0.03861024008679892,True
china_pan_cancer,cholangiocarcinoma,KIT,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,KLHL6,0.002,0.037037037037037035,0.003619199928677208,0.29665764576673503,False
china_pan_cancer,cholangiocarcinoma,KMT2C,0.067,0.0,0.1647887280245055,1.0,False
china_pan_cancer,cholangiocarcinoma,KMT2D,0.073,0.037037037037037035,0.4804206726700502,1.0,False
china_pan_cancer,cholangiocarcinoma,LCK,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,LMO1,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,LRP1B,0.075,0.037037037037037035,0.4619967945831487,1.0,False
china_pan_cancer,cholangiocarcinoma,LYN,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,LZTR1,0.016,0.037037037037037035,0.4019354879622492,1.0,False
china_pan_cancer,cholangiocarcinoma,MAP2K1,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,MAP2K4,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,MAP3K1,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,MAP3K13,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,MCL1,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,MDM2,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,MDM4,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,MED12,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,MEF2B,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,MEN1,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,MERTK,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,MET,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,MITF,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,MLH1,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,MPL,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,MRE11,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,MSH2,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,MSH6,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,MTOR,0.02,0.0,0.4617622040656473,1.0,False
china_pan_cancer,cholangiocarcinoma,MUTYH,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,MYB,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,MYC,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,MYCL,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,MYCN,0.006,0.037037037037037035,0.06727345497931836,1.0,False
china_pan_cancer,cholangiocarcinoma,MYD88,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,NBN,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,NCOA2,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,NCOR1,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,NF1,0.053,0.0,0.21893912584803554,1.0,False
china_pan_cancer,cholangiocarcinoma,NF2,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,NFE2L2,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,NFIB,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,NFKBIA,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,NKX2-1,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,NOTCH1,0.013999999999999999,0.037037037037037035,0.33189975685810214,1.0,False
china_pan_cancer,cholangiocarcinoma,NOTCH2,0.013999999999999999,0.0,0.5392241047946549,1.0,False
china_pan_cancer,cholangiocarcinoma,NOTCH3,0.018000000000000002,0.0,0.4854787990476559,1.0,False
china_pan_cancer,cholangiocarcinoma,NPM1,0.0,0.0,1.0,1.0,False
china_pan_cancer,cholangiocarcinoma,NR4A3,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,NRAS,0.022000000000000002,0.0,0.4397560774650211,1.0,False
china_pan_cancer,cholangiocarcinoma,NRG1,0.013999999999999999,0.07407407407407407,0.017603371306661453,0.7803729537112675,False
china_pan_cancer,cholangiocarcinoma,NSD1,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,NSD2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,NTRK1,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,NTRK2,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,NTRK3,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,NUP93,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,PAK3,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,PALB2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,PARP1,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,PARP2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,PARP3,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,PAX5,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,PBRM1,0.106,0.0,0.07398624106413254,1.0,False
china_pan_cancer,cholangiocarcinoma,PDCD1,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,PDCD1LG2,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,PDGFB,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,PDGFRA,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,PDGFRB,0.018000000000000002,0.0,0.4854787990476559,1.0,False
china_pan_cancer,cholangiocarcinoma,PDK1,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3C2B,0.016,0.0,0.511179716822354,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3CA,0.081,0.07407407407407407,0.9016614424062794,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3CB,0.008,0.037037037037037035,0.12487775866790485,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3CD,0.006,0.037037037037037035,0.06727345497931836,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3CG,0.012,0.037037037037037035,0.2610053852294194,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3R1,0.012,0.0,0.5701003524080372,1.0,False
china_pan_cancer,cholangiocarcinoma,PIK3R2,0.008,0.0,0.643495278027973,1.0,False
china_pan_cancer,cholangiocarcinoma,PLCG2,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,PMS2,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,POLD1,0.01,0.0,0.6045046826054268,1.0,False
china_pan_cancer,cholangiocarcinoma,POLE,0.018000000000000002,0.0,0.4854787990476559,1.0,False
china_pan_cancer,cholangiocarcinoma,PPP2R1A,0.006,0.0,0.6888363545563498,1.0,False
china_pan_cancer,cholangiocarcinoma,PRDM1,0.004,0.0,0.7439350977613832,1.0,False
china_pan_cancer,cholangiocarcinoma,PREX2,0.033,0.0,0.33403375058491624,1.0,False
china_pan_cancer,cholangiocarcinoma,PRKACA,0.002,0.0,0.8175030090181781,1.0,False
china_pan_cancer,cholangiocarcinoma,PRKAR1A,0.004,0.037037037037037035,0.024805911744478104,0.8909800675137082,False
china_pan_cancer,cholangiocarcinoma,PRKCI,0.013999999999999999,0.0,0.5392241047946549,1.0,False
