Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
AGO1		2	2	56	3.6%	Yes
ZNF30		1	1	56	1.8%	No
SFXN2		1	1	56	1.8%	No
ZNF45		1	1	56	1.8%	No
TFCP2L1		1	1	56	1.8%	No
PRKAG3		1	1	56	1.8%	No
MMP21		1	1	56	1.8%	No
NPAP1		4	3	56	5.4%	No
SHE		1	1	56	1.8%	No
MMP25		1	1	56	1.8%	No
GLT1D1		1	1	56	1.8%	No
MMP24		1	1	56	1.8%	No
NHSL1		3	3	56	5.4%	No
JAK3		1	1	56	1.8%	Yes
JAK1		2	2	56	3.6%	Yes
APC2		1	1	56	1.8%	No
CHST8		2	2	56	3.6%	No
KCND1		1	1	56	1.8%	No
KCND2		4	4	56	7.1%	No
TEX11		1	1	56	1.8%	No
TEX12		1	1	56	1.8%	No
TEX15		1	1	56	1.8%	No
MMP10		1	1	56	1.8%	No
PLSCR1		1	1	56	1.8%	No
TMEFF2		1	1	56	1.8%	No
MMP13		1	1	56	1.8%	No
MMP16		2	2	56	3.6%	No
SDHAF2		1	1	56	1.8%	Yes
MMP15		1	1	56	1.8%	No
PLSCR2		1	1	56	1.8%	No
AGPS		1	1	56	1.8%	No
PLSCR4		3	3	56	5.4%	No
RAPGEF2		1	1	56	1.8%	No
RAPGEF5		1	1	56	1.8%	No
RAPGEF3		4	4	56	7.1%	No
TRUB1		1	1	56	1.8%	No
SYNPO2		3	3	56	5.4%	No
KCNA2		1	1	56	1.8%	No
CCM2L		1	1	56	1.8%	No
KCNA4		1	1	56	1.8%	No
ADAM21		1	1	56	1.8%	No
KCNA5		1	1	56	1.8%	No
ZNF66		1	1	56	1.8%	No
ADAM20		1	1	56	1.8%	No
ABRACL		1	1	56	1.8%	No
ZNF69		1	1	56	1.8%	No
FAM117A		1	1	56	1.8%	No
SNX29		1	1	56	1.8%	Yes
SNX27		1	1	56	1.8%	No
STX5		1	1	56	1.8%	No
AGR3		1	1	56	1.8%	No
STX4		1	1	56	1.8%	No
RICTOR		1	1	56	1.8%	Yes
BID		1	1	56	1.8%	No
MBD4		1	1	56	1.8%	Yes
MBD5		1	1	56	1.8%	No
SLF2		4	4	56	7.1%	No
RIC1		1	1	56	1.8%	No
MBD6		2	2	56	3.6%	Yes
ATAD5		2	2	56	3.6%	No
KCNB1		1	1	56	1.8%	No
MBD1		1	1	56	1.8%	No
KCNB2		2	2	56	3.6%	No
SCTR		1	1	56	1.8%	No
ZNF76		2	2	56	3.6%	No
ADAM32		1	1	56	1.8%	No
KIR3DL1		1	1	56	1.8%	No
SNX21		1	1	56	1.8%	No
KIAA2013		1	1	56	1.8%	No
ARCN1		1	1	56	1.8%	No
TARBP1		1	1	56	1.8%	No
DCBLD2		1	1	56	1.8%	No
SKI		1	1	56	1.8%	No
SNX18		1	1	56	1.8%	No
ZNF71		1	1	56	1.8%	No
SNX16		1	1	56	1.8%	No
CCDC9		3	2	56	3.6%	No
LGR6		1	1	56	1.8%	No
LGR4		2	2	56	3.6%	No
GZF1		1	1	56	1.8%	No
ALDH1L1		1	1	56	1.8%	No
KCNG3		1	1	56	1.8%	No
RIF1		3	3	56	5.4%	No
SLA		1	1	56	1.8%	No
IL1RAP		1	1	56	1.8%	No
ATP12A		1	1	56	1.8%	No
FBXO21		1	1	56	1.8%	No
POFUT2		1	1	56	1.8%	No
PTAR1		1	1	56	1.8%	No
FNTB		1	1	56	1.8%	No
TOM1		1	1	56	1.8%	No
NEK1		2	2	56	3.6%	No
NEK2		1	1	56	1.8%	No
KMT5B		1	1	56	1.8%	No
KIR3DX1		1	1	56	1.8%	No
KCNH1		1	1	56	1.8%	No
MAP3K5		1	1	56	1.8%	No
POTEC		1	1	56	1.8%	No
UGT2B10		1	1	56	1.8%	No
KCNH5		1	1	56	1.8%	No
KCNH6		2	2	56	3.6%	No
FBXW7		1	1	56	1.8%	Yes
KCNH7		1	1	56	1.8%	No
KCNH8		1	1	56	1.8%	No
STX7		1	1	56	1.8%	No
UGT2B17		1	1	56	1.8%	No
ATP11C		1	1	56	1.8%	No
SRCIN1		3	3	56	5.4%	No
FAM118B		2	2	56	3.6%	No
MSH4		2	2	56	3.6%	No
OR9A4		1	1	56	1.8%	No
PKP2		1	1	56	1.8%	No
OR9A2		1	1	56	1.8%	No
PKP1		1	1	56	1.8%	No
SRSF6		1	1	56	1.8%	No
AJUBA		6	5	56	8.9%	Yes
ARL8B		1	1	56	1.8%	No
GRIA1		1	1	56	1.8%	No
KMT2E		3	3	56	5.4%	No
GRIA2		2	2	56	3.6%	No
KMT2D		9	7	56	12.5%	Yes
KMT2C		2	2	56	3.6%	Yes
IREB2		2	2	56	3.6%	No
KMT2B		6	4	56	7.1%	Yes
FBXO48		1	1	56	1.8%	No
PKMYT1		1	1	56	1.8%	No
FBXO43		1	1	56	1.8%	No
FBXO44		1	1	56	1.8%	No
CCDC144A		1	1	56	1.8%	No
FBXO40		1	1	56	1.8%	No
NDOR1		1	1	56	1.8%	No
KHDC1		1	1	56	1.8%	No
ZKSCAN2		1	1	56	1.8%	No
AP4S1		1	1	56	1.8%	No
CERT1		1	1	56	1.8%	No
IP6K3		1	1	56	1.8%	No
NEK8		2	2	56	3.6%	No
NEK9		1	1	56	1.8%	No
RASL10B		1	1	56	1.8%	No
UROS		1	1	56	1.8%	No
HTR1A		1	1	56	1.8%	No
RFXANK		1	1	56	1.8%	No
BMX		2	2	56	3.6%	No
FBXO32		1	1	56	1.8%	No
FAM90A1		1	1	56	1.8%	No
FBXO31		1	1	56	1.8%	Yes
SON		1	1	56	1.8%	No
LRCH1		1	1	56	1.8%	No
VNN3P		1	1	56	1.8%	No
SP4		1	1	56	1.8%	No
ADSS1		1	1	56	1.8%	No
MNAT1		1	1	56	1.8%	No
LRCH3		1	1	56	1.8%	No
SLC49A3		1	1	56	1.8%	No
BCAR3		1	1	56	1.8%	No
KCNK5		1	1	56	1.8%	No
PIWIL2		1	1	56	1.8%	No
PIWIL4		1	1	56	1.8%	No
PIWIL3		1	1	56	1.8%	No
ONECUT2		1	1	56	1.8%	Yes
MTCL2		2	2	56	3.6%	No
DYSF		2	2	56	3.6%	No
BICD1		3	3	56	5.4%	No
TNFSF13B		1	1	56	1.8%	No
RESF1		2	2	56	3.6%	No
SPN		1	1	56	1.8%	No
UNC80		4	4	56	7.1%	No
KIAA1549		2	2	56	3.6%	No
ARL5C		1	1	56	1.8%	No
BOC		1	1	56	1.8%	No
TRIM68		1	1	56	1.8%	No
TRIM69		1	1	56	1.8%	No
TRIM60		1	1	56	1.8%	No
CERS3		1	1	56	1.8%	No
UNC45B		1	1	56	1.8%	No
ZNF880		1	1	56	1.8%	No
GRID2		3	3	56	5.4%	No
TRIM62		1	1	56	1.8%	No
GRID1		1	1	56	1.8%	No
RNASET2		1	1	56	1.8%	No
VPS13C		3	3	56	5.4%	No
VPS13D		2	2	56	3.6%	No
TNFRSF19		1	1	56	1.8%	No
VPS13A		3	3	56	5.4%	No
MSL2		1	1	56	1.8%	No
VPS13B		7	7	56	12.5%	No
HTR3D		1	1	56	1.8%	No
ARFGAP1		2	2	56	3.6%	No
ADAMTS20		2	2	56	3.6%	No
ARL4D		1	1	56	1.8%	No
PCCA		1	1	56	1.8%	No
PCCB		1	1	56	1.8%	No
BMP2K		1	1	56	1.8%	No
BPI		1	1	56	1.8%	No
TOP1		1	1	56	1.8%	Yes
CERS2		1	1	56	1.8%	No
PRKAA1		2	2	56	3.6%	No
BLTP3A		1	1	56	1.8%	No
BLTP3B		1	1	56	1.8%	No
C1S		1	1	56	1.8%	No
UHRF2		3	2	56	3.6%	No
ATP10B		1	1	56	1.8%	No
LENG8		1	1	56	1.8%	No
ATP10A		1	1	56	1.8%	No
MALT1		1	1	56	1.8%	Yes
AWAT1		1	1	56	1.8%	No
E2F1		1	1	56	1.8%	No
UBQLN1		1	1	56	1.8%	No
TRIM44		1	1	56	1.8%	No
E2F7		1	1	56	1.8%	No
UBQLN2		2	2	56	3.6%	No
E2F8		1	1	56	1.8%	No
ZNF860		2	2	56	3.6%	No
KCNJ8		1	1	56	1.8%	No
GPKOW		1	1	56	1.8%	No
SORL1		2	2	56	3.6%	No
BICC1		2	2	56	3.6%	No
TRIM39		1	1	56	1.8%	No
TRIM37		1	1	56	1.8%	No
ZNF853		1	1	56	1.8%	No
TRIM33		1	1	56	1.8%	Yes
UNC79		4	4	56	7.1%	No
ZNF850		4	3	56	5.4%	No
ODAD1		1	1	56	1.8%	No
ODAD2		3	3	56	5.4%	No
THSD7B		5	5	56	8.9%	No
ECI1		1	1	56	1.8%	No
ICAM1		1	1	56	1.8%	No
STS		2	2	56	3.6%	No
TOPAZ1		1	1	56	1.8%	No
KDR		1	1	56	1.8%	Yes
TRIM24		1	1	56	1.8%	Yes
TRIM27		1	1	56	1.8%	Yes
THSD7A		1	1	56	1.8%	No
BSN		2	2	56	3.6%	No
ATXN7L2		1	1	56	1.8%	No
TP63		2	2	56	3.6%	Yes
BSX		1	1	56	1.8%	No
BCS1L		1	1	56	1.8%	No
GAREM2		1	1	56	1.8%	No
CFAP144		1	1	56	1.8%	No
GAREM1		1	1	56	1.8%	No
NINJ1		1	1	56	1.8%	No
KCNQ3		3	3	56	5.4%	No
RIN3		1	1	56	1.8%	No
TP53		38	29	56	51.8%	Yes
TRIM10		1	1	56	1.8%	No
RIN2		1	1	56	1.8%	No
CES2		1	1	56	1.8%	No
CETP		1	1	56	1.8%	No
GRB7		1	1	56	1.8%	Yes
CERKL		2	2	56	3.6%	No
DHX9		1	1	56	1.8%	No
SDC2		1	1	56	1.8%	No
MYCBP2		2	2	56	3.6%	No
CWF19L2		2	2	56	3.6%	No
SPMIP7		1	1	56	1.8%	No
TTBK1		3	3	56	5.4%	No
MED12L		2	2	56	3.6%	No
PKHD1		3	3	56	5.4%	No
NKAIN2		1	1	56	1.8%	No
MC2R		2	2	56	3.6%	No
RACGAP1		1	1	56	1.8%	No
HLTF		2	1	56	1.8%	No
KCNN1		1	1	56	1.8%	No
KCNN2		3	3	56	5.4%	No
APOB		5	5	56	8.9%	No
B4GALNT3		1	1	56	1.8%	No
B4GALNT2		1	1	56	1.8%	No
H3C6		1	1	56	1.8%	Yes
B4GALNT4		1	1	56	1.8%	No
BBS2		1	1	56	1.8%	No
NTNG1		1	1	56	1.8%	No
SLC10A4		1	1	56	1.8%	No
BBS1		1	1	56	1.8%	No
SLC10A5		1	1	56	1.8%	No
XBP1		1	1	56	1.8%	Yes
SPHKAP		3	3	56	5.4%	No
SLC10A2		1	1	56	1.8%	No
NBEAL2		1	1	56	1.8%	No
CPLANE1		1	1	56	1.8%	No
CPLANE2		1	1	56	1.8%	No
HARS2		1	1	56	1.8%	No
FER1L6		2	2	56	3.6%	No
MED13L		2	2	56	3.6%	No
KPLCE		1	1	56	1.8%	No
CYP26A1		1	1	56	1.8%	No
MSRA		1	1	56	1.8%	No
PEX5L		2	2	56	3.6%	No
SPMIP2		1	1	56	1.8%	No
OR4D11		1	1	56	1.8%	No
OR4D10		1	1	56	1.8%	No
FBXL3		1	1	56	1.8%	No
MON1A		1	1	56	1.8%	No
MON1B		1	1	56	1.8%	No
SPAG17		1	1	56	1.8%	No
MRPS15		1	1	56	1.8%	No
GRIK5		2	2	56	3.6%	No
GRIK2		3	3	56	5.4%	No
PCLO		8	7	56	12.5%	Yes
FCER1A		1	1	56	1.8%	No
BBS9		1	1	56	1.8%	No
SDF4		1	1	56	1.8%	No
RAC1		2	2	56	3.6%	Yes
MCF2L2		2	2	56	3.6%	No
BBS5		1	1	56	1.8%	No
BBS4		1	1	56	1.8%	No
COX8A		1	1	56	1.8%	No
MRPS28		1	1	56	1.8%	No
SYK		1	1	56	1.8%	Yes
GAB1		1	1	56	1.8%	Yes
SYP		1	1	56	1.8%	No
MC3R		2	2	56	3.6%	No
TOX3		1	1	56	1.8%	No
KCNU1		1	1	56	1.8%	No
ANKFN1		2	2	56	3.6%	No
SLTM		1	1	56	1.8%	No
KIT		2	2	56	3.6%	Yes
ARHGEF1		1	1	56	1.8%	No
FAM193B		3	3	56	5.4%	No
MICU3		2	2	56	3.6%	No
FAM193A		2	2	56	3.6%	No
CYLC1		2	2	56	3.6%	No
CSTPP1		1	1	56	1.8%	No
DYNC1I2		2	2	56	3.6%	No
MRPS35		1	1	56	1.8%	No
NEXN		1	1	56	1.8%	No
NOXO1		1	1	56	1.8%	No
MRPS30		1	1	56	1.8%	No
PRICKLE1		1	1	56	1.8%	No
PRICKLE4		1	1	56	1.8%	No
SLX4		2	2	56	3.6%	Yes
FHIP1A		1	1	56	1.8%	No
ORMDL2		1	1	56	1.8%	No
ORMDL3		1	1	56	1.8%	No
PCNT		3	3	56	5.4%	No
FILIP1L		1	1	56	1.8%	No
RAE1		1	1	56	1.8%	No
MAP3K2		1	1	56	1.8%	No
MAP3K1		1	1	56	1.8%	Yes
PEX19		1	1	56	1.8%	No
KLHL1		1	1	56	1.8%	No
KLHL2		1	1	56	1.8%	No
GRIN1		1	1	56	1.8%	No
RP1L1		1	1	56	1.8%	No
SGSM1		1	1	56	1.8%	No
SEC23IP		1	1	56	1.8%	No
RIT2		1	1	56	1.8%	No
TFAP4		1	1	56	1.8%	No
KCNS2		1	1	56	1.8%	No
KLHL7		1	1	56	1.8%	No
KLHL8		1	1	56	1.8%	No
TACC3		1	1	56	1.8%	No
NEK10		1	1	56	1.8%	No
TACC1		1	1	56	1.8%	No
TACC2		2	2	56	3.6%	No
IL18R1		1	1	56	1.8%	No
ZFP28		1	1	56	1.8%	No
PRDM7		1	1	56	1.8%	No
PRDM9		3	3	56	5.4%	No
NUP188		1	1	56	1.8%	No
PRDM1		2	2	56	3.6%	Yes
CELSR1		1	1	56	1.8%	No
CELSR2		1	1	56	1.8%	No
CELSR3		4	4	56	7.1%	No
ETS2		2	1	56	1.8%	No
TGM1		1	1	56	1.8%	No
DMBT1		1	1	56	1.8%	No
PPIP5K2		1	1	56	1.8%	No
ZNF83		1	1	56	1.8%	No
DENND5A		1	1	56	1.8%	No
ENPP3		4	4	56	7.1%	No
TGM4		2	2	56	3.6%	No
TGM2		1	1	56	1.8%	No
RADX		1	1	56	1.8%	No
SPINK5		1	1	56	1.8%	No
ACOT11		1	1	56	1.8%	No
ADAM11		1	1	56	1.8%	No
TTC7B		1	1	56	1.8%	No
ZNF98		1	1	56	1.8%	No
ZNF99		4	4	56	7.1%	No
CARTPT		1	1	56	1.8%	No
ZNF90		2	2	56	3.6%	No
ADAM17		1	1	56	1.8%	No
SLFN11		1	1	56	1.8%	Yes
ADAM12		1	1	56	1.8%	No
DNAJB11		1	1	56	1.8%	No
CARD16		1	1	56	1.8%	No
DENND6A		1	1	56	1.8%	No
DIPK1B		1	1	56	1.8%	No
COX15		1	1	56	1.8%	No
UBA6		1	1	56	1.8%	No
UBA5		1	1	56	1.8%	No
SLC41A2		1	1	56	1.8%	No
COX17		1	1	56	1.8%	No
SLC41A3		1	1	56	1.8%	No
OR9Q1		1	1	56	1.8%	No
SLC41A1		1	1	56	1.8%	No
PLD1		1	1	56	1.8%	No
PLD2		1	1	56	1.8%	No
CNN2		1	1	56	1.8%	No
GRK3		3	3	56	5.4%	No
GRK2		1	1	56	1.8%	No
RNASEH1		1	1	56	1.8%	No
FGF21		1	1	56	1.8%	No
CNTLN		1	1	56	1.8%	No
NUP155		1	1	56	1.8%	No
DENND4B		1	1	56	1.8%	No
AUTS2		2	2	56	3.6%	No
CNTN5		3	2	56	3.6%	No
DENND4A		2	2	56	3.6%	No
CNTN6		1	1	56	1.8%	No
BLTP2		1	1	56	1.8%	No
TIMM44		1	1	56	1.8%	No
TLX1NB		1	1	56	1.8%	No
IGF2R		1	1	56	1.8%	No
BLTP1		2	2	56	3.6%	No
AHI1		1	1	56	1.8%	No
SDK1		1	1	56	1.8%	No
FGF19		1	1	56	1.8%	Yes
UVSSA		1	1	56	1.8%	No
CNTN1		1	1	56	1.8%	No
UBA3		1	1	56	1.8%	No
CNTN2		1	1	56	1.8%	No
MKRN3		1	1	56	1.8%	No
CNTN3		2	2	56	3.6%	No
CNTN4		2	2	56	3.6%	No
SDK2		2	1	56	1.8%	No
FGF10		1	1	56	1.8%	Yes
COX20		1	1	56	1.8%	No
TTC22		1	1	56	1.8%	No
TAT		1	1	56	1.8%	No
PLEK		1	1	56	1.8%	No
LTB4R		1	1	56	1.8%	No
GRM1		3	3	56	5.4%	No
LMNB1		1	1	56	1.8%	No
TTC28		1	1	56	1.8%	No
GRM3		2	2	56	3.6%	Yes
C4ORF50		1	1	56	1.8%	No
LYL1		1	1	56	1.8%	Yes
GRM5		1	1	56	1.8%	No
ACOXL		1	1	56	1.8%	No
CYP26B1		1	1	56	1.8%	No
CA3		1	1	56	1.8%	No
GRM7		4	3	56	5.4%	No
ZIC2		1	1	56	1.8%	No
GRM8		1	1	56	1.8%	No
ZIC1		1	1	56	1.8%	No
GGACT		1	1	56	1.8%	No
CYTIP		1	1	56	1.8%	No
IFT57		1	1	56	1.8%	No
MYBL1		1	1	56	1.8%	Yes
SUN3		1	1	56	1.8%	No
MKKS		1	1	56	1.8%	No
ATP6AP2		1	1	56	1.8%	No
TTC31		1	1	56	1.8%	No
SHROOM2		1	1	56	1.8%	No
HUNK		1	1	56	1.8%	No
ETV1		1	1	56	1.8%	Yes
SHROOM1		1	1	56	1.8%	No
ETV3		2	2	56	3.6%	No
SPATA31D1		3	3	56	5.4%	No
ACOX3		1	1	56	1.8%	No
ZMYND11		1	1	56	1.8%	No
SHANK2		3	2	56	3.6%	No
PLEC		6	5	56	8.9%	No
SHANK1		1	1	56	1.8%	No
PTX4		2	2	56	3.6%	No
SLC3A2		1	1	56	1.8%	No
POLD3		2	2	56	3.6%	No
CAND1		1	1	56	1.8%	No
NWD2		1	1	56	1.8%	No
SV2A		1	1	56	1.8%	No
TBX22		1	1	56	1.8%	No
TDG		1	1	56	1.8%	No
TGS1		1	1	56	1.8%	No
MVB12B		1	1	56	1.8%	No
MVB12A		1	1	56	1.8%	No
DROSHA		1	1	56	1.8%	Yes
SLIT2		1	1	56	1.8%	Yes
MTA2		2	1	56	1.8%	No
PRPS1L1		2	2	56	3.6%	No
CYTH1		1	1	56	1.8%	No
URGCP		1	1	56	1.8%	No
BNIP5		1	1	56	1.8%	No
ZIC4		3	3	56	5.4%	No
USF2		1	1	56	1.8%	No
TBX19		1	1	56	1.8%	No
HS3ST4		1	1	56	1.8%	No
YY1AP1		1	1	56	1.8%	Yes
TBX18		1	1	56	1.8%	No
HS3ST1		1	1	56	1.8%	No
TTC16		1	1	56	1.8%	No
WARS2		1	1	56	1.8%	No
TTC17		1	1	56	1.8%	No
SMUG1		1	1	56	1.8%	No
TNIP2		1	1	56	1.8%	No
COL7A1		1	1	56	1.8%	No
TNIP3		1	1	56	1.8%	No
SARDH		1	1	56	1.8%	No
ERCC5		2	2	56	3.6%	Yes
PTX3		3	3	56	5.4%	No
IPO13		1	1	56	1.8%	No
VPS29		1	1	56	1.8%	No
PRSS1		1	1	56	1.8%	Yes
TES		1	1	56	1.8%	No
WIPF1		2	2	56	3.6%	No
FRMPD4		2	2	56	3.6%	No
WIPF2		1	1	56	1.8%	No
RRP1		1	1	56	1.8%	No
FRMPD2		1	1	56	1.8%	No
WIPF3		2	2	56	3.6%	No
MSANTD3		1	1	56	1.8%	No
SLCO6A1		1	1	56	1.8%	No
SMC3		1	1	56	1.8%	Yes
SLC4A4		3	3	56	5.4%	No
SMC4		2	2	56	3.6%	No
WDR87		1	1	56	1.8%	No
SMC2		1	1	56	1.8%	No
CNST		1	1	56	1.8%	No
GJA3		1	1	56	1.8%	No
SCN11A		2	2	56	3.6%	No
ZMIZ2		1	1	56	1.8%	No
VPS35		1	1	56	1.8%	No
GJA8		1	1	56	1.8%	No
PRKCG		2	2	56	3.6%	No
NUP214		2	2	56	3.6%	Yes
RSPH6A		1	1	56	1.8%	No
PRKCI		2	2	56	3.6%	Yes
NUP210		2	2	56	3.6%	No
TAAR8		1	1	56	1.8%	No
PRKCB		1	1	56	1.8%	Yes
ARMC9		1	1	56	1.8%	No
HUS1		1	1	56	1.8%	No
AFAP1		1	1	56	1.8%	No
WDR75		1	1	56	1.8%	No
TAAR2		1	1	56	1.8%	No
WDR73		1	1	56	1.8%	No
DNAAF9		1	1	56	1.8%	No
BCAN		1	1	56	1.8%	No
BCAM		1	1	56	1.8%	No
SCN10A		1	1	56	1.8%	No
DEPDC1B		1	1	56	1.8%	No
DAAM1		1	1	56	1.8%	No
ARMC5		2	2	56	3.6%	No
DAAM2		1	1	56	1.8%	No
PRKD3		2	2	56	3.6%	No
WDR82		1	1	56	1.8%	No
ARMC6		1	1	56	1.8%	No
PARD3		1	1	56	1.8%	No
HECW2		1	1	56	1.8%	No
PRKCQ		2	2	56	3.6%	No
TARS2		1	1	56	1.8%	No
PRKD1		2	2	56	3.6%	Yes
TARS3		1	1	56	1.8%	No
FREM1		3	3	56	5.4%	No
FREM2		5	4	56	7.1%	No
FREM3		1	1	56	1.8%	No
LIPT2		1	1	56	1.8%	No
NUP205		2	2	56	3.6%	No
CFH		1	1	56	1.8%	No
PRKDC		4	4	56	7.1%	Yes
PRDM15		2	2	56	3.6%	No
PRDM14		2	2	56	3.6%	Yes
WDR64		1	1	56	1.8%	No
PRDM11		1	1	56	1.8%	No
NUGGC		1	1	56	1.8%	No
NCSTN		1	1	56	1.8%	Yes
BLOC1S6		1	1	56	1.8%	No
WDR70		2	2	56	3.6%	No
BLOC1S3		1	1	56	1.8%	No
ST3GAL6		1	1	56	1.8%	No
LHPP		1	1	56	1.8%	No
VPS16		1	1	56	1.8%	No
BTF3		1	1	56	1.8%	No
ARL14EP		1	1	56	1.8%	No
LRRC37A2		1	1	56	1.8%	No
PLK5		1	1	56	1.8%	No
ARPP21		1	1	56	1.8%	No
CGN		1	1	56	1.8%	No
MEX3D		2	2	56	3.6%	No
ELL2		1	1	56	1.8%	Yes
MCAT		1	1	56	1.8%	No
GTF2IRD1		1	1	56	1.8%	No
XKR4		2	2	56	3.6%	No
REC114		1	1	56	1.8%	No
XKR3		1	1	56	1.8%	No
WDR49		1	1	56	1.8%	No
SETD5		3	3	56	5.4%	Yes
RARG		1	1	56	1.8%	No
BTG2		3	1	56	1.8%	Yes
SMG1		2	2	56	3.6%	Yes
SETD3		1	1	56	1.8%	Yes
PHF23		1	1	56	1.8%	No
NANOGNB		2	2	56	3.6%	No
CHM		1	1	56	1.8%	No
ASH2L		1	1	56	1.8%	No
SMG7		1	1	56	1.8%	No
WDR44		3	3	56	5.4%	No
IFIH1		3	2	56	3.6%	No
MTG2		1	1	56	1.8%	No
ELOA		1	1	56	1.8%	No
RRP12		2	2	56	3.6%	No
RRP15		1	1	56	1.8%	No
HELLS		3	3	56	5.4%	No
TPI1		1	1	56	1.8%	No
AHSG		1	1	56	1.8%	No
ZSCAN5B		1	1	56	1.8%	No
DENND2A		2	2	56	3.6%	No
WDR31		1	1	56	1.8%	No
WDR35		2	2	56	3.6%	No
CDYL2		1	1	56	1.8%	No
CIT		2	2	56	3.6%	No
WDR33		2	2	56	3.6%	No
ANGPTL6		1	1	56	1.8%	No
EXOC4		3	3	56	5.4%	No
PLIN3		1	1	56	1.8%	No
AHRR		1	1	56	1.8%	No
EXOC6		2	2	56	3.6%	No
GAS6		1	1	56	1.8%	No
GAS8		1	1	56	1.8%	No
EXOC2		1	1	56	1.8%	No
GAS7		2	2	56	3.6%	Yes
WDR25		1	1	56	1.8%	No
NFIX		1	1	56	1.8%	No
DCAF12L1		2	2	56	3.6%	No
PRUNE2		2	2	56	3.6%	No
ADCY3		2	2	56	3.6%	No
ADCY1		3	3	56	5.4%	No
ADCY7		2	2	56	3.6%	No
ADCY6		1	1	56	1.8%	No
FGD1		1	1	56	1.8%	No
PAPSS2		1	1	56	1.8%	No
SLC9B1P1		1	1	56	1.8%	No
ADCY5		1	1	56	1.8%	No
PAPSS1		2	2	56	3.6%	No
FGD2		1	1	56	1.8%	No
FGD3		1	1	56	1.8%	No
PPP1R2		1	1	56	1.8%	No
ARFRP1		1	1	56	1.8%	Yes
FGD5		1	1	56	1.8%	No
FGD6		1	1	56	1.8%	No
OLFML3		1	1	56	1.8%	No
SLC17A6		2	2	56	3.6%	No
SLC17A7		1	1	56	1.8%	No
GPAT2		1	1	56	1.8%	No
SLC17A1		2	2	56	3.6%	No
PAIP1		2	1	56	1.8%	No
ZIM3		1	1	56	1.8%	No
BCHE		1	1	56	1.8%	No
WDR17		3	3	56	5.4%	No
RSPH4A		1	1	56	1.8%	No
CKM		1	1	56	1.8%	No
CDKN2A		13	13	56	23.2%	Yes
KIDINS220		2	2	56	3.6%	No
IL10RA		1	1	56	1.8%	No
