sample	object	object_index
CATD216b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD216b/CATD216b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD216b/CATD216b.sample.dupmarked.bam.bai
CATD217b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD217b/CATD217b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD217b/CATD217b.sample.dupmarked.bam.bai
CATD218b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD218b/CATD218b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD218b/CATD218b.sample.dupmarked.bam.bai
CATD220b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD220b/CATD220b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD220b/CATD220b.sample.dupmarked.bam.bai
CATD224b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD224b/CATD224b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD224b/CATD224b.sample.dupmarked.bam.bai
CATD225b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD225b/CATD225b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD225b/CATD225b.sample.dupmarked.bam.bai
CATD226b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD226b/CATD226b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD226b/CATD226b.sample.dupmarked.bam.bai
CATD227b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD227b/CATD227b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD227b/CATD227b.sample.dupmarked.bam.bai
CATD229b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD229b/CATD229b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD229b/CATD229b.sample.dupmarked.bam.bai
CATD231b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD231b/CATD231b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD231b/CATD231b.sample.dupmarked.bam.bai
CATD232b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD232b/CATD232b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD232b/CATD232b.sample.dupmarked.bam.bai
CATD234b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD234b/CATD234b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD234b/CATD234b.sample.dupmarked.bam.bai
CATD235b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD235b/CATD235b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD235b/CATD235b.sample.dupmarked.bam.bai
CATD236b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD236b/CATD236b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD236b/CATD236b.sample.dupmarked.bam.bai
CATD237b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD237b/CATD237b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD237b/CATD237b.sample.dupmarked.bam.bai
CATD239b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD239b/CATD239b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD239b/CATD239b.sample.dupmarked.bam.bai
CATD241b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD241b/CATD241b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD241b/CATD241b.sample.dupmarked.bam.bai
CATD242b	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD242b/CATD242b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2964/CATD242b/CATD242b.sample.dupmarked.bam.bai
