Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
TEX15		1	1	26	3.8%	No
SLC39A12		1	1	26	3.8%	No
DUSP9		1	1	26	3.8%	Yes
MMP10		1	1	26	3.8%	No
DDB2		1	1	26	3.8%	Yes
DDB1		1	1	26	3.8%	No
MED23		2	1	26	3.8%	No
SLC7A8		1	1	26	3.8%	No
MMP15		1	1	26	3.8%	No
SLC7A9		1	1	26	3.8%	No
PXDN		1	1	26	3.8%	No
RAPGEF1		1	1	26	3.8%	No
PPARA		1	1	26	3.8%	No
RAPGEF5		1	1	26	3.8%	No
CRYAB		1	1	26	3.8%	No
RAPGEF6		1	1	26	3.8%	No
RAPGEF4		4	3	26	11.5%	No
SZRD1		1	1	26	3.8%	No
ATL1		1	1	26	3.8%	No
SYNPO2		2	2	26	7.7%	No
PTAFR		1	1	26	3.8%	No
KCNA4		1	1	26	3.8%	No
SNX32		1	1	26	3.8%	No
SLC7A1		1	1	26	3.8%	No
EGFR		1	1	26	3.8%	Yes
CENPC		1	1	26	3.8%	No
ADAM29		1	1	26	3.8%	No
ADAM23		1	1	26	3.8%	No
ZSWIM8		1	1	26	3.8%	No
PLAGL2		1	1	26	3.8%	No
ZNF469		1	1	26	3.8%	No
ZSWIM7		1	1	26	3.8%	No
ZSWIM4		1	1	26	3.8%	No
JAM2		1	1	26	3.8%	No
ZSWIM2		1	1	26	3.8%	No
SAMD3		2	2	26	7.7%	No
IL12RB2		1	1	26	3.8%	No
ZNF462		1	1	26	3.8%	No
RIC3		1	1	26	3.8%	No
SLF1		1	1	26	3.8%	No
ZNF460		1	1	26	3.8%	No
KCNB1		1	1	26	3.8%	No
COL22A1		2	2	26	7.7%	No
ATAD2		2	1	26	3.8%	No
ADAM32		1	1	26	3.8%	No
ADAM30		1	1	26	3.8%	No
TARBP1		1	1	26	3.8%	No
FAM200C		1	1	26	3.8%	No
NUDT22		1	1	26	3.8%	No
SNX18		1	1	26	3.8%	No
FAM200A		1	1	26	3.8%	No
TAOK3		1	1	26	3.8%	No
CENPI		1	1	26	3.8%	No
PKN2		1	1	26	3.8%	No
NCAPD3		1	1	26	3.8%	No
LGR5		1	1	26	3.8%	Yes
FRK		1	1	26	3.8%	No
LIMS2		1	1	26	3.8%	No
CRLF2		1	1	26	3.8%	Yes
ZNF451		1	1	26	3.8%	No
KCNG2		1	1	26	3.8%	No
RIF1		3	2	26	7.7%	No
FBXO25		1	1	26	3.8%	No
ATP12A		1	1	26	3.8%	No
HHAT		1	1	26	3.8%	No
PTAR1		1	1	26	3.8%	No
EFEMP1		1	1	26	3.8%	No
IBSP		1	1	26	3.8%	No
FADS6		1	1	26	3.8%	No
NFATC2IP		1	1	26	3.8%	No
POTEE		1	1	26	3.8%	No
CIR1		1	1	26	3.8%	No
NUDT14		1	1	26	3.8%	No
SYBU		1	1	26	3.8%	No
KCNH1		1	1	26	3.8%	No
UGT2B10		1	1	26	3.8%	No
KCNH4		1	1	26	3.8%	No
FBXW5		1	1	26	3.8%	No
CISH		1	1	26	3.8%	No
FBXW7		1	1	26	3.8%	Yes
FST		1	1	26	3.8%	No
FBXO15		2	2	26	7.7%	No
ATP11C		1	1	26	3.8%	No
CNPY3		1	1	26	3.8%	No
FBXO10		1	1	26	3.8%	No
CASD1		1	1	26	3.8%	No
FBXO11		1	1	26	3.8%	Yes
CDC25B		1	1	26	3.8%	No
PIAS1		1	1	26	3.8%	No
MSH6		2	1	26	3.8%	Yes
ACLY		1	1	26	3.8%	No
MSH2		1	1	26	3.8%	Yes
MSH3		1	1	26	3.8%	Yes
LGSN		1	1	26	3.8%	No
ZNF439		1	1	26	3.8%	No
SMS		1	1	26	3.8%	No
PKP1		1	1	26	3.8%	No
SLC27A6		1	1	26	3.8%	No
GMNC		1	1	26	3.8%	No
PKP3		1	1	26	3.8%	No
IL6ST		1	1	26	3.8%	Yes
SLC27A3		1	1	26	3.8%	No
SLC27A2		1	1	26	3.8%	No
ZNF432		1	1	26	3.8%	No
IFNA10		1	1	26	3.8%	No
ZNF430		1	1	26	3.8%	No
KMT2D		4	2	26	7.7%	Yes
BLM		1	1	26	3.8%	Yes
INO80E		1	1	26	3.8%	No
KMT2C		1	1	26	3.8%	Yes
BOD1L1		3	2	26	7.7%	No
GMPR		1	1	26	3.8%	No
FBXO48		1	1	26	3.8%	No
NRF1		1	1	26	3.8%	No
CYP2C19		1	1	26	3.8%	No
LIN7B		1	1	26	3.8%	No
FBXO41		1	1	26	3.8%	No
SNN		1	1	26	3.8%	No
LOXHD1		1	1	26	3.8%	No
C1ORF226		1	1	26	3.8%	No
ZKSCAN3		2	1	26	3.8%	No
TXNDC2		1	1	26	3.8%	No
ZNF425		1	1	26	3.8%	No
NADK		1	1	26	3.8%	Yes
NOP14		1	1	26	3.8%	No
ODF1		1	1	26	3.8%	No
NEK4		1	1	26	3.8%	No
ODF2		1	1	26	3.8%	No
API5		1	1	26	3.8%	No
RASL10B		1	1	26	3.8%	No
NEK6		1	1	26	3.8%	No
HPS1		1	1	26	3.8%	No
KRTAP4-5		1	1	26	3.8%	No
NEK7		1	1	26	3.8%	No
FBXO34		1	1	26	3.8%	No
BMX		1	1	26	3.8%	No
TMPRSS13		1	1	26	3.8%	No
FBXO30		2	1	26	3.8%	No
TMPRSS15		1	1	26	3.8%	No
FAM90A1		1	1	26	3.8%	No
IBTK		1	1	26	3.8%	No
LRCH2		1	1	26	3.8%	No
BFSP1		2	1	26	3.8%	No
SON		1	1	26	3.8%	No
ZNF419		1	1	26	3.8%	No
MOB2		1	1	26	3.8%	No
SP3		1	1	26	3.8%	No
ZNF415		1	1	26	3.8%	No
ACO2		1	1	26	3.8%	No
HPSE		1	1	26	3.8%	No
CLPTM1L		1	1	26	3.8%	No
LRCH4		1	1	26	3.8%	No
OGT		2	1	26	3.8%	No
SLC49A3		1	1	26	3.8%	No
POM121L12		1	1	26	3.8%	No
MIPEP		1	1	26	3.8%	No
BCAR3		1	1	26	3.8%	No
CIITA		2	1	26	3.8%	Yes
LRGUK		1	1	26	3.8%	No
KCNK9		1	1	26	3.8%	No
MTCL2		2	1	26	3.8%	No
MTCL3		2	1	26	3.8%	No
PTEN		2	2	26	7.7%	Yes
DYSF		1	1	26	3.8%	No
HTR2C		1	1	26	3.8%	No
ITGAE		1	1	26	3.8%	No
ELFN1		2	2	26	7.7%	No
TSPAN11		1	1	26	3.8%	No
BMP15		1	1	26	3.8%	No
RESF1		1	1	26	3.8%	No
UNC80		3	2	26	7.7%	No
KIAA1549		1	1	26	3.8%	No
PPP6R2		2	2	26	7.7%	No
ITGAX		1	1	26	3.8%	No
ITGAV		1	1	26	3.8%	No
CEP290		1	1	26	3.8%	No
PIERCE1		1	1	26	3.8%	No
TRIM67		1	1	26	3.8%	No
ADGRV1		4	3	26	11.5%	No
APAF1		1	1	26	3.8%	No
GRID1		2	2	26	7.7%	No
VPS13C		2	1	26	3.8%	No
ATRX		1	1	26	3.8%	Yes
VPS13D		2	1	26	3.8%	No
SPACA1		1	1	26	3.8%	No
VPS13A		1	1	26	3.8%	No
VPS13B		2	2	26	7.7%	No
HTR3D		1	1	26	3.8%	No
ADAMTS20		2	2	26	7.7%	No
ATRN		1	1	26	3.8%	No
MFRP		1	1	26	3.8%	No
PCCA		1	1	26	3.8%	No
NRG3		2	2	26	7.7%	No
MYO3B		1	1	26	3.8%	No
ADORA2B		1	1	26	3.8%	No
PCCB		2	2	26	7.7%	No
MYO3A		1	1	26	3.8%	No
ITGA8		1	1	26	3.8%	No
ITGA7		1	1	26	3.8%	No
LCOR		1	1	26	3.8%	No
BPI		1	1	26	3.8%	No
SPACA4		1	1	26	3.8%	No
ITGA5		3	1	26	3.8%	No
TOP1		1	1	26	3.8%	Yes
BCAT1		1	1	26	3.8%	No
CERS1		1	1	26	3.8%	No
TRIM55		1	1	26	3.8%	No
BCAT2		1	1	26	3.8%	No
PRKAA1		1	1	26	3.8%	No
TRIM51		1	1	26	3.8%	No
BLTP3B		3	1	26	3.8%	No
ATP10B		1	1	26	3.8%	No
LENG8		1	1	26	3.8%	No
ACCSL		1	1	26	3.8%	No
U2AF1		1	1	26	3.8%	Yes
PBXIP1		1	1	26	3.8%	No
FOXRED1		1	1	26	3.8%	No
MLLT6		1	1	26	3.8%	Yes
FOXRED2		2	1	26	3.8%	No
ZNRF3		1	1	26	3.8%	Yes
BAHD1		2	2	26	7.7%	No
TRIM47		1	1	26	3.8%	No
MROH7-TTC4		1	1	26	3.8%	No
ZNF862		1	1	26	3.8%	No
KCNJ3		1	1	26	3.8%	No
UBQLN2		1	1	26	3.8%	No
NOP58		1	1	26	3.8%	No
MYO10		1	1	26	3.8%	No
PCDH9		1	1	26	3.8%	No
NTRK3		2	2	26	7.7%	Yes
PCDH8		1	1	26	3.8%	No
KIAA1549L		1	1	26	3.8%	No
SYT16		1	1	26	3.8%	No
SYT15		1	1	26	3.8%	No
SYT14		1	1	26	3.8%	No
TM6SF1		1	1	26	3.8%	No
SORL1		1	1	26	3.8%	No
TBX4		1	1	26	3.8%	No
MYO16		1	1	26	3.8%	No
BICC1		2	2	26	7.7%	No
CABLES2		1	1	26	3.8%	No
TBX2		1	1	26	3.8%	No
TSPAN15		1	1	26	3.8%	No
MYO1B		1	1	26	3.8%	No
MCM3AP		1	1	26	3.8%	No
UROC1		1	1	26	3.8%	No
MYO1A		1	1	26	3.8%	No
MYO1F		1	1	26	3.8%	No
TRIM33		1	1	26	3.8%	Yes
TBATA		1	1	26	3.8%	No
MYO1G		2	2	26	7.7%	No
ODAD1		1	1	26	3.8%	No
SLC23A3		1	1	26	3.8%	No
SMARCB1		1	1	26	3.8%	Yes
CPNE5		1	1	26	3.8%	No
CCDC89		1	1	26	3.8%	No
LDLRAD1		1	1	26	3.8%	No
ICAM3		1	1	26	3.8%	No
ICAM5		1	1	26	3.8%	No
IKZF1		1	1	26	3.8%	Yes
IKZF4		1	1	26	3.8%	No
CCDC102B		1	1	26	3.8%	No
CRKL		1	1	26	3.8%	Yes
HERC4		1	1	26	3.8%	No
HERC3		1	1	26	3.8%	No
HERC2		2	2	26	7.7%	No
IL36B		1	1	26	3.8%	No
TRIM29		1	1	26	3.8%	No
PPAT		1	1	26	3.8%	No
PEG10		1	1	26	3.8%	No
EPC1		1	1	26	3.8%	No
PTGFRN		3	2	26	7.7%	No
BSN		1	1	26	3.8%	No
SCAPER		1	1	26	3.8%	No
TP63		2	2	26	7.7%	Yes
TRIM23		1	1	26	3.8%	No
FBXO9		2	2	26	7.7%	No
KCTD19		1	1	26	3.8%	No
ACTN2		2	2	26	7.7%	No
ACTN1		1	1	26	3.8%	No
CTRB2		1	1	26	3.8%	No
ALG5		2	2	26	7.7%	No
KCNK13		2	1	26	3.8%	No
MYO7B		2	2	26	7.7%	No
ADGRA3		1	1	26	3.8%	No
MYO7A		1	1	26	3.8%	No
MFSD10		1	1	26	3.8%	No
GAREM2		1	1	26	3.8%	No
OMP		1	1	26	3.8%	No
CFDP1		1	1	26	3.8%	No
GAREM1		1	1	26	3.8%	No
TRIM17		1	1	26	3.8%	No
SOAT2		1	1	26	3.8%	No
ADGRB1		1	1	26	3.8%	No
CCDC87		1	1	26	3.8%	No
TRIM15		1	1	26	3.8%	No
BCORL1		2	1	26	3.8%	Yes
OR5A2		1	1	26	3.8%	No
TP53		4	4	26	15.4%	Yes
TRIM10		1	1	26	3.8%	No
CES1		1	1	26	3.8%	No
SLC45A2		1	1	26	3.8%	No
DHX8		1	1	26	3.8%	No
TMEM63B		1	1	26	3.8%	No
C9ORF163		1	1	26	3.8%	No
SDC3		1	1	26	3.8%	No
FBF1		2	1	26	3.8%	No
LPAR1		1	1	26	3.8%	No
CWF19L2		1	1	26	3.8%	No
CEND1		1	1	26	3.8%	No
LPAR3		1	1	26	3.8%	No
ZBTB4		1	1	26	3.8%	No
MED12L		1	1	26	3.8%	No
ZBTB2		1	1	26	3.8%	No
PKHD1		1	1	26	3.8%	No
NKAIN2		1	1	26	3.8%	No
MRNIP		1	1	26	3.8%	No
B4GALNT1		1	1	26	3.8%	No
KCNN2		1	1	26	3.8%	No
APOB		2	2	26	7.7%	No
B4GALNT4		1	1	26	3.8%	No
SLC10A7		3	2	26	7.7%	No
FAM9A		1	1	26	3.8%	No
TNFSF14		1	1	26	3.8%	No
APOBEC3G		1	1	26	3.8%	No
SPHKAP		1	1	26	3.8%	No
REG4		1	1	26	3.8%	No
GREB1		3	3	26	11.5%	No
SUCO		1	1	26	3.8%	No
NBEAL1		2	2	26	7.7%	No
RAB27B		1	1	26	3.8%	No
CPLANE1		1	1	26	3.8%	No
CPLANE2		1	1	26	3.8%	No
SMARCA2		1	1	26	3.8%	Yes
PTK2		1	1	26	3.8%	No
CRNN		1	1	26	3.8%	No
SPMIP5		1	1	26	3.8%	No
MYO5B		1	1	26	3.8%	No
SPMIP2		1	1	26	3.8%	No
CDC16		1	1	26	3.8%	No
MYO5C		1	1	26	3.8%	No
NDUFAF5		1	1	26	3.8%	No
RANBP10		1	1	26	3.8%	No
ECHDC2		1	1	26	3.8%	No
IGSF9B		1	1	26	3.8%	No
FBXL7		1	1	26	3.8%	No
LDHAL6A		1	1	26	3.8%	No
SPAG17		1	1	26	3.8%	No
SYNM		1	1	26	3.8%	No
ACY3		1	1	26	3.8%	No
CSRNP3		1	1	26	3.8%	No
ACY1		1	1	26	3.8%	No
MRPS11		1	1	26	3.8%	No
GRIK1		1	1	26	3.8%	No
GRIK2		1	1	26	3.8%	No
SH3RF1		1	1	26	3.8%	No
PTMS		1	1	26	3.8%	No
MEDAG		1	1	26	3.8%	No
PPP3CA		2	1	26	3.8%	No
AKAP13		2	1	26	3.8%	No
VMO1		1	1	26	3.8%	No
PPP3CB		1	1	26	3.8%	No
PCLO		6	3	26	11.5%	Yes
KCNT1		1	1	26	3.8%	No
NUDCD2		1	1	26	3.8%	No
MIS18BP1		1	1	26	3.8%	No
CNTRL		1	1	26	3.8%	Yes
CHAMP1		1	1	26	3.8%	No
FCER1A		1	1	26	3.8%	No
RAC3		1	1	26	3.8%	No
UFD1		1	1	26	3.8%	No
BBS9		2	2	26	7.7%	No
PHGDH		1	1	26	3.8%	No
RAC1		1	1	26	3.8%	Yes
SREBF1		1	1	26	3.8%	No
ZHX2		1	1	26	3.8%	No
PBRM1		2	2	26	7.7%	Yes
SYK		1	1	26	3.8%	Yes
ATMIN		1	1	26	3.8%	No
MRPS25		1	1	26	3.8%	No
FSHB		1	1	26	3.8%	No
GAB1		1	1	26	3.8%	Yes
PRPF40B		1	1	26	3.8%	No
CNKSR2		1	1	26	3.8%	No
IL1A		1	1	26	3.8%	No
CNKSR1		1	1	26	3.8%	No
ANKFN1		1	1	26	3.8%	No
ARHGEF3		1	1	26	3.8%	No
ARHGEF7		1	1	26	3.8%	No
MICU1		1	1	26	3.8%	No
ARHGEF6		1	1	26	3.8%	No
NAPA		1	1	26	3.8%	No
DYNC1I2		1	1	26	3.8%	No
GNAI3		1	1	26	3.8%	No
NEXN		2	2	26	7.7%	No
GNAI1		2	1	26	3.8%	No
NAPG		1	1	26	3.8%	No
GNAI2		1	1	26	3.8%	No
MGAT5		1	1	26	3.8%	No
FHIP1B		1	1	26	3.8%	No
MGAT3		2	1	26	3.8%	No
MGAT2		1	1	26	3.8%	No
RIBC1		1	1	26	3.8%	No
EPS15		1	1	26	3.8%	Yes
ZNF585A		1	1	26	3.8%	No
MAP3K2		1	1	26	3.8%	No
DYNC1H1		1	1	26	3.8%	No
H2BC8		1	1	26	3.8%	Yes
PNPLA7		1	1	26	3.8%	No
DDTL		1	1	26	3.8%	No
OR51M1		1	1	26	3.8%	No
PCDHB14		1	1	26	3.8%	No
MYO9B		2	1	26	3.8%	No
PCDHB13		1	1	26	3.8%	No
PCDHB11		1	1	26	3.8%	No
MYO9A		1	1	26	3.8%	No
PEX13		1	1	26	3.8%	No
VEGFA		1	1	26	3.8%	Yes
NUDT9		2	2	26	7.7%	No
KLHL9		1	1	26	3.8%	No
SH3RF3		1	1	26	3.8%	No
SEC23IP		1	1	26	3.8%	No
KCNS1		1	1	26	3.8%	No
SEMG2		1	1	26	3.8%	No
CFHR1		1	1	26	3.8%	No
KLHL6		1	1	26	3.8%	Yes
KLHL7		1	1	26	3.8%	No
HNRNPA2B1		1	1	26	3.8%	Yes
TTC3		1	1	26	3.8%	No
SGSM2		1	1	26	3.8%	No
AGGF1		1	1	26	3.8%	Yes
TACC2		3	1	26	3.8%	No
MAMLD1		1	1	26	3.8%	No
IL18R1		1	1	26	3.8%	No
NEK11		1	1	26	3.8%	No
OTUD4		1	1	26	3.8%	No
PRDM8		1	1	26	3.8%	No
ICE1		1	1	26	3.8%	No
C4ORF17		1	1	26	3.8%	No
PRDM5		1	1	26	3.8%	No
INPPL1		1	1	26	3.8%	Yes
PRDM2		1	1	26	3.8%	No
CELSR1		1	1	26	3.8%	No
CELSR2		2	1	26	3.8%	No
NR3C2		2	1	26	3.8%	No
TMEM268		1	1	26	3.8%	No
ZNF81		1	1	26	3.8%	No
DMBT1		1	1	26	3.8%	No
GNPTAB		1	1	26	3.8%	No
PPIP5K2		1	1	26	3.8%	No
RXYLT1		1	1	26	3.8%	No
FAM3A		1	1	26	3.8%	No
BORA		1	1	26	3.8%	No
ZGRF1		1	1	26	3.8%	No
SPINK7		1	1	26	3.8%	No
ACOT11		1	1	26	3.8%	No
ADAM10		1	1	26	3.8%	No
ACOT13		1	1	26	3.8%	No
DNAJB13		1	1	26	3.8%	No
TBC1D2B		1	1	26	3.8%	No
MUC3A		1	1	26	3.8%	No
CCNB1IP1		1	1	26	3.8%	Yes
SPOCD1		1	1	26	3.8%	No
SCNN1G		1	1	26	3.8%	No
GPRIN2		1	1	26	3.8%	No
ZNF91		1	1	26	3.8%	No
TYROBP		1	1	26	3.8%	No
MAP7D3		1	1	26	3.8%	No
PSPC1		1	1	26	3.8%	No
SLFN14		1	1	26	3.8%	No
PPIE		1	1	26	3.8%	No
FETUB		1	1	26	3.8%	No
ANKS6		1	1	26	3.8%	No
SULT6B1		1	1	26	3.8%	No
CARD14		1	1	26	3.8%	No
CARS2		1	1	26	3.8%	No
FBN2		1	1	26	3.8%	No
DDX6		1	1	26	3.8%	Yes
GNAZ		1	1	26	3.8%	No
FBN3		4	4	26	15.4%	No
UBA6		1	1	26	3.8%	No
CACNA1B		2	2	26	7.7%	No
CACNA1A		1	1	26	3.8%	No
CACNA1C		1	1	26	3.8%	No
CACNA1F		1	1	26	3.8%	No
CACNA1E		4	2	26	7.7%	No
CACNA1H		1	1	26	3.8%	No
PLD3		1	1	26	3.8%	No
ADGRG3		1	1	26	3.8%	No
SYCE3		1	1	26	3.8%	No
VCPIP1		1	1	26	3.8%	No
ADGRG4		1	1	26	3.8%	Yes
PRR5-ARHGAP8		1	1	26	3.8%	No
SNTG1		1	1	26	3.8%	No
RHPN1		1	1	26	3.8%	No
OR51B5		1	1	26	3.8%	No
CYTL1		1	1	26	3.8%	No
OR51B4		1	1	26	3.8%	No
CACNA1S		1	1	26	3.8%	No
TBC1D12		1	1	26	3.8%	No
ECT2		1	1	26	3.8%	No
PIBF1		1	1	26	3.8%	No
CNTLN		1	1	26	3.8%	No
OR5H6		1	1	26	3.8%	No
TBC1D16		1	1	26	3.8%	No
TFAP2A		1	1	26	3.8%	No
TFAP2B		1	1	26	3.8%	No
PDHA2		1	1	26	3.8%	No
MGAM		1	1	26	3.8%	Yes
SYT3		2	2	26	7.7%	No
PDHA1		1	1	26	3.8%	No
SYT1		2	2	26	7.7%	No
NUP155		1	1	26	3.8%	No
MUC16		7	5	26	19.2%	No
MUC17		6	2	26	7.7%	No
RPP40		2	1	26	3.8%	No
MUC19		2	2	26	7.7%	No
OTUD6A		2	2	26	7.7%	No
CNOT10		1	1	26	3.8%	No
ADA2		1	1	26	3.8%	No
IGF2R		1	1	26	3.8%	No
BLTP1		2	2	26	7.7%	No
GH2		1	1	26	3.8%	No
OR2AJ1		1	1	26	3.8%	No
GNB2		1	1	26	3.8%	No
GNB1		1	1	26	3.8%	Yes
BHLHE40		1	1	26	3.8%	No
MKRN1		1	1	26	3.8%	No
CNTN1		3	3	26	11.5%	No
CNTN3		1	1	26	3.8%	No
PYROXD2		1	1	26	3.8%	No
CNTN4		1	1	26	3.8%	No
AMOTL1		3	2	26	7.7%	No
MUC20		1	1	26	3.8%	No
SDK2		2	1	26	3.8%	No
FBN1		2	1	26	3.8%	No
RERE		2	1	26	3.8%	No
TTC23		1	1	26	3.8%	No
CUEDC2		1	1	26	3.8%	No
PINX1		1	1	26	3.8%	No
TCHH		1	1	26	3.8%	No
ADAR		2	2	26	7.7%	No
LDB2		1	1	26	3.8%	No
TTC29		1	1	26	3.8%	No
GRM1		1	1	26	3.8%	No
TTC28		2	2	26	7.7%	No
TMEM222		1	1	26	3.8%	No
TMEM223		1	1	26	3.8%	No
ADGRE5		1	1	26	3.8%	No
ZIC1		1	1	26	3.8%	No
MYO18B		1	1	26	3.8%	No
DACT3		1	1	26	3.8%	No
MYBL2		1	1	26	3.8%	No
QRFPR		1	1	26	3.8%	No
MYBL1		1	1	26	3.8%	Yes
SUN1		1	1	26	3.8%	No
DNAI2		1	1	26	3.8%	No
DNAI3		1	1	26	3.8%	No
OLIG3		1	1	26	3.8%	No
TTC33		1	1	26	3.8%	No
FIGLA		1	1	26	3.8%	No
OR1F1		1	1	26	3.8%	No
CAD		1	1	26	3.8%	Yes
SHROOM2		1	1	26	3.8%	No
SHROOM3		2	1	26	3.8%	No
ETV4		1	1	26	3.8%	Yes
TTC38		1	1	26	3.8%	No
SHROOM4		3	1	26	3.8%	No
TAPBP		1	1	26	3.8%	No
SETBP1		2	1	26	3.8%	Yes
CAT		1	1	26	3.8%	No
TMEM218		1	1	26	3.8%	No
OR2B11		1	1	26	3.8%	No
SHANK3		2	1	26	3.8%	No
IL9R		1	1	26	3.8%	No
SHANK2		1	1	26	3.8%	No
ATP6V1B1		1	1	26	3.8%	No
PLEC		3	2	26	7.7%	No
SHANK1		2	1	26	3.8%	No
DNAH3		3	2	26	7.7%	No
DNAH1		2	2	26	7.7%	No
DNAH2		1	1	26	3.8%	No
DNAH7		5	2	26	7.7%	No
DNAH8		1	1	26	3.8%	No
PTX4		1	1	26	3.8%	No
DNAH5		1	1	26	3.8%	No
ANKS3		1	1	26	3.8%	No
DNAH6		2	2	26	7.7%	No
OR5M3		1	1	26	3.8%	No
DNAH9		4	1	26	3.8%	No
RNF6		1	1	26	3.8%	No
SLC3A2		1	1	26	3.8%	No
ASB11		1	1	26	3.8%	No
ASAP2		2	1	26	3.8%	No
ADD3		1	1	26	3.8%	No
CBL		1	1	26	3.8%	Yes
NT5C2		2	2	26	7.7%	Yes
ASB15		1	1	26	3.8%	No
IL1RL2		1	1	26	3.8%	No
NWD1		1	1	26	3.8%	No
POLD1		1	1	26	3.8%	Yes
POLD2		1	1	26	3.8%	No
SLIT1		1	1	26	3.8%	No
RALY		1	1	26	3.8%	No
ZPLD1		1	1	26	3.8%	No
FBRS		1	1	26	3.8%	No
SPATA31E1		1	1	26	3.8%	No
EYA2		1	1	26	3.8%	No
EYA3		1	1	26	3.8%	No
OR5L2		1	1	26	3.8%	No
OR51E2		1	1	26	3.8%	No
ZNF804B		2	2	26	7.7%	No
OR5L1		1	1	26	3.8%	No
SSRP1		1	1	26	3.8%	No
ZIC5		1	1	26	3.8%	No
MUC5B		2	1	26	3.8%	No
TTC17		1	1	26	3.8%	No
GALNS		1	1	26	3.8%	No
ADGRD1		1	1	26	3.8%	No
REST		1	1	26	3.8%	Yes
LINC00908		1	1	26	3.8%	No
MYO15A		2	1	26	3.8%	No
COL7A1		2	2	26	7.7%	No
CARM1		1	1	26	3.8%	Yes
TNIP3		1	1	26	3.8%	No
TBX10		1	1	26	3.8%	No
ERCC2		1	1	26	3.8%	Yes
SARDH		1	1	26	3.8%	No
ACKR2		1	1	26	3.8%	No
KRAS		3	3	26	11.5%	Yes
TEK		1	1	26	3.8%	Yes
