sample	object	object_index
CATD332b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD332b/CATD332b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD332b/CATD332b.sample.dupmarked.bam.bai
CATD334b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD334b/CATD334b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD334b/CATD334b.sample.dupmarked.bam.bai
CATD335b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD335b/CATD335b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD335b/CATD335b.sample.dupmarked.bam.bai
CATD336b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD336b/CATD336b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD336b/CATD336b.sample.dupmarked.bam.bai
CATD337b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD337b/CATD337b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD337b/CATD337b.sample.dupmarked.bam.bai
CATD338b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD338b/CATD338b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD338b/CATD338b.sample.dupmarked.bam.bai
CATD339b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD339b/CATD339b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD339b/CATD339b.sample.dupmarked.bam.bai
CATD343b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD343b/CATD343b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD343b/CATD343b.sample.dupmarked.bam.bai
CATD344b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD344b/CATD344b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD344b/CATD344b.sample.dupmarked.bam.bai
CATD345b	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD345b/CATD345b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2987/CATD345b/CATD345b.sample.dupmarked.bam.bai
