sample	object	object_index
CATD0422b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0422b/CATD0422b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0422b/CATD0422b.sample.dupmarked.bam.bai
CATD0423b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0423b/CATD0423b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0423b/CATD0423b.sample.dupmarked.bam.bai
CATD0424b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0424b/CATD0424b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0424b/CATD0424b.sample.dupmarked.bam.bai
CATD0426b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0426b/CATD0426b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0426b/CATD0426b.sample.dupmarked.bam.bai
CATD0428b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0428b/CATD0428b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0428b/CATD0428b.sample.dupmarked.bam.bai
CATD0434b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0434b/CATD0434b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0434b/CATD0434b.sample.dupmarked.bam.bai
CATD0437b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0437b/CATD0437b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0437b/CATD0437b.sample.dupmarked.bam.bai
CATD0439b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0439b/CATD0439b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0439b/CATD0439b.sample.dupmarked.bam.bai
CATD0440b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0440b/CATD0440b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0440b/CATD0440b.sample.dupmarked.bam.bai
CATD0441b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0441b/CATD0441b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0441b/CATD0441b.sample.dupmarked.bam.bai
CATD0657b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0657b/CATD0657b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0657b/CATD0657b.sample.dupmarked.bam.bai
CATD0658b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0658b/CATD0658b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0658b/CATD0658b.sample.dupmarked.bam.bai
CATD0659b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0659b/CATD0659b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0659b/CATD0659b.sample.dupmarked.bam.bai
CATD0660b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0660b/CATD0660b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0660b/CATD0660b.sample.dupmarked.bam.bai
CATD0661b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0661b/CATD0661b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0661b/CATD0661b.sample.dupmarked.bam.bai
CATD0662b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0662b/CATD0662b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0662b/CATD0662b.sample.dupmarked.bam.bai
CATD0663b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0663b/CATD0663b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0663b/CATD0663b.sample.dupmarked.bam.bai
CATD0665b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0665b/CATD0665b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0665b/CATD0665b.sample.dupmarked.bam.bai
CATD0666b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0666b/CATD0666b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0666b/CATD0666b.sample.dupmarked.bam.bai
