sample	object	object_index
CATD0491b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0491b/CATD0491b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0491b/CATD0491b.sample.dupmarked.bam.bai
CATD0494b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0494b/CATD0494b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0494b/CATD0494b.sample.dupmarked.bam.bai
CATD0495b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0495b/CATD0495b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0495b/CATD0495b.sample.dupmarked.bam.bai
CATD0497b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0497b/CATD0497b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0497b/CATD0497b.sample.dupmarked.bam.bai
CATD0498b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0498b/CATD0498b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0498b/CATD0498b.sample.dupmarked.bam.bai
CATD0499b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0499b/CATD0499b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0499b/CATD0499b.sample.dupmarked.bam.bai
CATD0500b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0500b/CATD0500b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0500b/CATD0500b.sample.dupmarked.bam.bai
CATD0503b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0503b/CATD0503b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0503b/CATD0503b.sample.dupmarked.bam.bai
CATD0504b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0504b/CATD0504b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0504b/CATD0504b.sample.dupmarked.bam.bai
CATD0505b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0505b/CATD0505b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0505b/CATD0505b.sample.dupmarked.bam.bai
CATD0507b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0507b/CATD0507b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0507b/CATD0507b.sample.dupmarked.bam.bai
CATD0688b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0688b/CATD0688b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0688b/CATD0688b.sample.dupmarked.bam.bai
CATD0689b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0689b/CATD0689b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0689b/CATD0689b.sample.dupmarked.bam.bai
CATD0691b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0691b/CATD0691b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0691b/CATD0691b.sample.dupmarked.bam.bai
CATD0692b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0692b/CATD0692b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0692b/CATD0692b.sample.dupmarked.bam.bai
CATD0694b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0694b/CATD0694b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0694b/CATD0694b.sample.dupmarked.bam.bai
CATD0695b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0695b/CATD0695b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0695b/CATD0695b.sample.dupmarked.bam.bai
CATD0696b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0696b/CATD0696b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0696b/CATD0696b.sample.dupmarked.bam.bai
CATD0697b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0697b/CATD0697b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0697b/CATD0697b.sample.dupmarked.bam.bai
CATD0698b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0698b/CATD0698b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0698b/CATD0698b.sample.dupmarked.bam.bai
CATD0699b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0699b/CATD0699b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0699b/CATD0699b.sample.dupmarked.bam.bai
CATD0700b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0700b/CATD0700b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0700b/CATD0700b.sample.dupmarked.bam.bai
CATD0701b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0701b/CATD0701b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0701b/CATD0701b.sample.dupmarked.bam.bai
CATD0702b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0702b/CATD0702b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0702b/CATD0702b.sample.dupmarked.bam.bai
CATD0737b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0737b/CATD0737b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0737b/CATD0737b.sample.dupmarked.bam.bai
CATD0738b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0738b/CATD0738b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0738b/CATD0738b.sample.dupmarked.bam.bai
CATD0739b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0739b/CATD0739b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0739b/CATD0739b.sample.dupmarked.bam.bai
CATD0740b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0740b/CATD0740b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0740b/CATD0740b.sample.dupmarked.bam.bai
CATD0741b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0741b/CATD0741b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0741b/CATD0741b.sample.dupmarked.bam.bai
CATD0742b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0742b/CATD0742b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0742b/CATD0742b.sample.dupmarked.bam.bai
CATD0743b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0743b/CATD0743b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0743b/CATD0743b.sample.dupmarked.bam.bai
CATD0744b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0744b/CATD0744b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0744b/CATD0744b.sample.dupmarked.bam.bai
CATD0745b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0745b/CATD0745b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0745b/CATD0745b.sample.dupmarked.bam.bai
CATD0746b	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0746b/CATD0746b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3065/CATD0746b/CATD0746b.sample.dupmarked.bam.bai
