sample	object	object_index
CATD249b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD249b/CATD249b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD249b/CATD249b.sample.dupmarked.bam.bai
CATD250b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD250b/CATD250b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD250b/CATD250b.sample.dupmarked.bam.bai
CATD251b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD251b/CATD251b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD251b/CATD251b.sample.dupmarked.bam.bai
CATD252b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD252b/CATD252b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD252b/CATD252b.sample.dupmarked.bam.bai
CATD253b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD253b/CATD253b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD253b/CATD253b.sample.dupmarked.bam.bai
CATD254b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD254b/CATD254b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD254b/CATD254b.sample.dupmarked.bam.bai
CATD255b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD255b/CATD255b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD255b/CATD255b.sample.dupmarked.bam.bai
CATD256b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD256b/CATD256b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD256b/CATD256b.sample.dupmarked.bam.bai
CATD257b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD257b/CATD257b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD257b/CATD257b.sample.dupmarked.bam.bai
CATD258b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD258b/CATD258b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD258b/CATD258b.sample.dupmarked.bam.bai
CATD259b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD259b/CATD259b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD259b/CATD259b.sample.dupmarked.bam.bai
CATD260b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD260b/CATD260b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD260b/CATD260b.sample.dupmarked.bam.bai
CATD261b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD261b/CATD261b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD261b/CATD261b.sample.dupmarked.bam.bai
CATD262b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD262b/CATD262b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD262b/CATD262b.sample.dupmarked.bam.bai
CATD263b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD263b/CATD263b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD263b/CATD263b.sample.dupmarked.bam.bai
CATD264b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD264b/CATD264b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD264b/CATD264b.sample.dupmarked.bam.bai
CATD265b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD265b/CATD265b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD265b/CATD265b.sample.dupmarked.bam.bai
CATD267b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD267b/CATD267b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD267b/CATD267b.sample.dupmarked.bam.bai
CATD268b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD268b/CATD268b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD268b/CATD268b.sample.dupmarked.bam.bai
CATD269b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD269b/CATD269b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD269b/CATD269b.sample.dupmarked.bam.bai
CATD271b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD271b/CATD271b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD271b/CATD271b.sample.dupmarked.bam.bai
CATD272b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD272b/CATD272b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD272b/CATD272b.sample.dupmarked.bam.bai
CATD273b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD273b/CATD273b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD273b/CATD273b.sample.dupmarked.bam.bai
CATD274b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD274b/CATD274b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD274b/CATD274b.sample.dupmarked.bam.bai
CATD275b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD275b/CATD275b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD275b/CATD275b.sample.dupmarked.bam.bai
CATD276b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD276b/CATD276b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD276b/CATD276b.sample.dupmarked.bam.bai
CATD277b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD277b/CATD277b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD277b/CATD277b.sample.dupmarked.bam.bai
CATD278b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD278b/CATD278b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD278b/CATD278b.sample.dupmarked.bam.bai
CATD279b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD279b/CATD279b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD279b/CATD279b.sample.dupmarked.bam.bai
CATD280b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD280b/CATD280b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD280b/CATD280b.sample.dupmarked.bam.bai
CATD281b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD281b/CATD281b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD281b/CATD281b.sample.dupmarked.bam.bai
CATD282b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD282b/CATD282b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD282b/CATD282b.sample.dupmarked.bam.bai
