Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SSX1		13	12	2018	0.6%	Yes
MAP2K4		24	24	2018	1.2%	Yes
RNF43		19	19	2018	0.9%	Yes
MAP2K1		16	16	2018	0.8%	Yes
MAP2K2		13	13	2018	0.6%	Yes
FBXW7		45	44	2018	2.2%	Yes
MAGI2		75	71	2018	3.5%	Yes
MITF		18	18	2018	0.9%	Yes
EMSY		21	21	2018	1.0%	Yes
FOXP1		16	16	2018	0.8%	Yes
MSH6		28	28	2018	1.4%	Yes
MSH2		24	24	2018	1.2%	Yes
SMO		26	25	2018	1.2%	Yes
KAT6A		45	40	2018	2.0%	Yes
ERG		19	19	2018	0.9%	Yes
BLK		14	14	2018	0.7%	No
NOTCH2		50	48	2018	2.4%	Yes
CSF1R		36	35	2018	1.7%	Yes
NOTCH3		78	73	2018	3.6%	Yes
KMT2D		188	167	2018	8.3%	Yes
BLM		22	22	2018	1.1%	Yes
NOTCH1		104	97	2018	4.8%	Yes
CBFB		2	2	2018	<0.1%	Yes
KMT2A		63	58	2018	2.9%	Yes
NOTCH4		66	63	2018	3.1%	Yes
CUL3		35	34	2018	1.7%	Yes
KMT2C		153	140	2018	6.9%	Yes
FOXO1		11	10	2018	0.5%	Yes
SOCS1		11	7	2018	0.3%	Yes
BCL2L11		8	8	2018	0.4%	Yes
ABL1		20	20	2018	1.0%	Yes
ABL2		52	50	2018	2.5%	Yes
TNFRSF14		5	5	2018	0.2%	Yes
MCL1		14	13	2018	0.6%	Yes
FANCM		63	62	2018	3.1%	Yes
FUS		14	14	2018	0.7%	Yes
FANCL		10	10	2018	0.5%	Yes
TNK2		25	25	2018	1.2%	No
FANCA		41	40	2018	2.0%	Yes
FANCC		3	3	2018	0.1%	Yes
BMX		19	18	2018	0.9%	No
FANCE		10	9	2018	0.4%	Yes
PALB2		27	26	2018	1.3%	Yes
FANCG		7	7	2018	0.3%	Yes
QKI		8	8	2018	0.4%	Yes
FANCF		13	13	2018	0.6%	Yes
CDK8		16	15	2018	0.7%	Yes
CDK6		8	8	2018	0.4%	Yes
BCL6		10	10	2018	0.5%	Yes
STK24		8	8	2018	0.4%	No
CDK4		8	8	2018	0.4%	Yes
BCL2		7	7	2018	0.3%	Yes
MDM2		16	16	2018	0.8%	Yes
NF1		124	100	2018	5.0%	Yes
MDM4		6	6	2018	0.3%	Yes
NF2		17	16	2018	0.8%	Yes
LZTR1		31	29	2018	1.4%	Yes
MAP3K13		17	17	2018	0.8%	Yes
BCL2L2		2	2	2018	<0.1%	Yes
MYD88		1	1	2018	<0.1%	Yes
BCL2L1		2	2	2018	<0.1%	Yes
NFE2L2		80	73	2018	3.6%	Yes
ALK		70	64	2018	3.2%	Yes
FLT1		58	57	2018	2.8%	Yes
FLT3		38	36	2018	1.8%	Yes
FLT4		60	55	2018	2.7%	Yes
PTEN		91	85	2018	4.2%	Yes
PIK3CD		19	17	2018	0.8%	Yes
PIK3CB		30	30	2018	1.5%	Yes
PIK3CG		75	67	2018	3.3%	Yes
CDC73		22	22	2018	1.1%	Yes
PIK3C2B		47	46	2018	2.3%	Yes
TNFSF13B		9	9	2018	0.4%	No
HSP90AA1		18	17	2018	0.8%	Yes
UGT1A1		5	5	2018	0.2%	No
ATRX		64	62	2018	3.1%	Yes
DNMT3A		39	38	2018	1.9%	Yes
FOXL2		14	14	2018	0.7%	Yes
NRG1		41	40	2018	2.0%	Yes
PIK3CA		157	145	2018	7.2%	Yes
NRG3		52	48	2018	2.4%	No
LCK		12	12	2018	0.6%	Yes
BIRC5		7	7	2018	0.3%	No
TOP1		12	11	2018	0.5%	Yes
MET		51	51	2018	2.5%	Yes
ZNF750		10	10	2018	0.5%	Yes
CEBPA		9	9	2018	0.4%	Yes
SMARCD1		15	15	2018	0.7%	Yes
LRP1		113	101	2018	5.0%	No
ROCK1		44	42	2018	2.1%	No
SRC		10	10	2018	0.5%	Yes
ROCK2		25	19	2018	0.9%	No
U2AF1		23	23	2018	1.1%	Yes
LRP2		188	167	2018	8.3%	No
HDAC9		89	82	2018	4.1%	No
CSK		13	13	2018	0.6%	No
FYN		22	22	2018	1.1%	Yes
NTRK1		36	34	2018	1.7%	Yes
NTRK2		26	25	2018	1.2%	Yes
NTRK3		86	75	2018	3.7%	Yes
TIE1		46	44	2018	2.2%	No
MACC1		23	23	2018	1.1%	No
PTPN11		15	15	2018	0.7%	Yes
MERTK		20	20	2018	1.0%	Yes
MTOR		43	41	2018	2.0%	Yes
TBX3		59	51	2018	2.5%	Yes
RAD52		5	5	2018	0.2%	Yes
ASXL1		32	32	2018	1.6%	Yes
RAD50		20	20	2018	1.0%	Yes
RAD51		2	2	2018	<0.1%	Yes
APC		101	92	2018	4.6%	Yes
PDCD1		13	13	2018	0.6%	Yes
BCOR		43	41	2018	2.0%	Yes
ERRFI1		18	17	2018	0.8%	Yes
SMARCB1		19	15	2018	0.7%	Yes
KEAP1		135	126	2018	6.2%	Yes
IKZF1		36	34	2018	1.7%	Yes
CRKL		4	4	2018	0.2%	Yes
SOX2		15	14	2018	0.7%	Yes
PPP2R1A		24	22	2018	1.1%	Yes
ADGRA2		51	47	2018	2.3%	Yes
CHEK2		15	15	2018	0.7%	Yes
CHEK1		15	14	2018	0.7%	Yes
CCN6		10	10	2018	0.5%	Yes
KDR		48	45	2018	2.2%	Yes
TNFSF11		2	2	2018	<0.1%	No
SOX9		21	21	2018	1.0%	Yes
EPHB1		63	62	2018	3.1%	Yes
PDK1		6	6	2018	0.3%	Yes
EPHA5		102	89	2018	4.4%	Yes
EPHA7		51	49	2018	2.4%	Yes
RECQL		10	10	2018	0.5%	Yes
HNF1A		23	22	2018	1.1%	Yes
RUNX1		19	18	2018	0.9%	Yes
INPP4B		37	34	2018	1.7%	Yes
KEL		55	52	2018	2.6%	Yes
BTK		29	28	2018	1.4%	Yes
SIK1		1	1	2018	<0.1%	No
BCORL1		40	34	2018	1.7%	Yes
TP53		1231	1145	2018	56.7%	Yes
CFTR		45	40	2018	2.0%	No
EPHA3		88	77	2018	3.8%	Yes
EPHA2		28	27	2018	1.3%	No
PIK3R2		32	32	2018	1.6%	Yes
MST1R		30	29	2018	1.4%	Yes
PIK3R1		29	27	2018	1.3%	Yes
ZBTB2		10	10	2018	0.5%	No
CD79B		13	13	2018	0.6%	Yes
CD79A		10	10	2018	0.5%	Yes
BRIP1		33	32	2018	1.6%	Yes
ZNF703		16	15	2018	0.7%	Yes
RBM10		200	196	2018	9.7%	Yes
YES1		10	10	2018	0.5%	Yes
XRCC2		9	9	2018	0.4%	Yes
XRCC3		5	5	2018	0.2%	No
IGF2		10	10	2018	0.5%	Yes
PTK6		10	9	2018	0.4%	Yes
PTK2		25	25	2018	1.2%	No
SMARCA4		136	127	2018	6.3%	Yes
STAG2		42	39	2018	1.9%	Yes
FUBP1		19	18	2018	0.9%	Yes
ATM		94	86	2018	4.3%	Yes
BAP1		23	23	2018	1.1%	Yes
ATR		77	71	2018	3.5%	Yes
DDR1		19	19	2018	0.9%	Yes
TOP2A		23	21	2018	1.0%	Yes
FEN1		3	3	2018	0.1%	No
BRCA1		52	45	2018	2.2%	Yes
BRCA2		62	58	2018	2.9%	Yes
RPTOR		31	30	2018	1.5%	Yes
XPO1		18	17	2018	0.8%	Yes
SUFU		14	13	2018	0.6%	Yes
RAC1		8	8	2018	0.4%	Yes
HRAS		8	8	2018	0.4%	Yes
H3-3A		4	4	2018	0.2%	Yes
HTATIP2		5	5	2018	0.2%	Yes
NCOA2		40	40	2018	2.0%	Yes
PARP3		9	9	2018	0.4%	Yes
PBRM1		41	41	2018	2.0%	Yes
PARP4		33	32	2018	1.6%	No
PARP1		19	18	2018	0.9%	Yes
SYK		15	14	2018	0.7%	Yes
PARP2		7	7	2018	0.3%	Yes
TFE3		14	14	2018	0.7%	Yes
TYK2		29	29	2018	1.4%	Yes
PDCD1LG2		3	3	2018	0.1%	Yes
RHOA		7	7	2018	0.3%	Yes
RAD51B		7	7	2018	0.3%	Yes
HCK		31	30	2018	1.5%	No
RAD51D		13	13	2018	0.6%	Yes
RAD51C		9	9	2018	0.4%	Yes
KIT		38	38	2018	1.9%	Yes
DDR2		35	32	2018	1.6%	Yes
PRKN		5	5	2018	0.2%	Yes
AMER1		53	51	2018	2.5%	Yes
DOT1L		32	31	2018	1.5%	Yes
XIAP		6	6	2018	0.3%	Yes
TMPRSS2		10	10	2018	0.5%	Yes
CXCR4		13	13	2018	0.6%	Yes
RELA		18	18	2018	0.9%	No
CYP17A1		7	7	2018	0.3%	Yes
RELB		22	21	2018	1.0%	No
RAD54B		19	19	2018	0.9%	No
RXRA		6	6	2018	0.3%	Yes
CTNNA1		16	16	2018	0.8%	Yes
RAD54L		17	17	2018	0.8%	Yes
PAK3		23	22	2018	1.1%	Yes
MAP4K5		19	17	2018	0.8%	No
RANBP2		66	65	2018	3.2%	Yes
NPM1		7	7	2018	0.3%	Yes
MAP3K1		32	32	2018	1.6%	Yes
MLH1		13	13	2018	0.6%	Yes
VEGFA		9	9	2018	0.4%	Yes
AXL		23	23	2018	1.1%	Yes
KLHL6		24	24	2018	1.2%	Yes
FAS		9	9	2018	0.4%	Yes
CTNNB1		80	76	2018	3.8%	Yes
NEK11		27	26	2018	1.3%	No
MPL		14	14	2018	0.7%	Yes
PRDM1		18	17	2018	0.8%	Yes
IGF1R		39	38	2018	1.9%	Yes
CCND3		7	7	2018	0.3%	Yes
CCND2		9	9	2018	0.4%	Yes
CCND1		5	5	2018	0.2%	Yes
EP300		62	59	2018	2.9%	Yes
ARID2		88	77	2018	3.8%	Yes
LMO1		4	4	2018	0.2%	Yes
PDGFRB		46	44	2018	2.2%	Yes
PDGFRA		57	54	2018	2.7%	Yes
SPINK1		3	3	2018	0.1%	No
HGF		80	78	2018	3.9%	Yes
TSC2		47	44	2018	2.2%	Yes
SDHC		3	3	2018	0.1%	Yes
TSC1		22	21	2018	1.0%	Yes
SDHD		2	2	2018	<0.1%	Yes
SDHA		28	25	2018	1.2%	Yes
SDHB		6	6	2018	0.3%	Yes
MYCL		6	6	2018	0.3%	Yes
MYCN		16	16	2018	0.8%	Yes
CCNE1		14	14	2018	0.7%	Yes
FANCD2		23	21	2018	1.0%	Yes
RAF1		15	15	2018	0.7%	Yes
CARD11		48	47	2018	2.3%	Yes
SPTA1		276	228	2018	11.3%	No
CAMTA1		46	43	2018	2.1%	Yes
FGF23		16	16	2018	0.8%	Yes
SMAD2		18	18	2018	0.9%	Yes
SMAD4		67	64	2018	3.2%	Yes
SMAD3		15	15	2018	0.7%	Yes
IDH1		12	12	2018	0.6%	Yes
PTCH1		39	37	2018	1.8%	Yes
IDH2		10	9	2018	0.4%	Yes
INHBA		35	34	2018	1.7%	Yes
ESR1		36	35	2018	1.7%	Yes
LRP1B		496	364	2018	18.0%	Yes
NFKBIA		19	19	2018	0.9%	Yes
FGF14		14	14	2018	0.7%	Yes
NR4A3		14	14	2018	0.7%	Yes
GNAQ		8	8	2018	0.4%	Yes
FGF19		13	13	2018	0.6%	Yes
FEV		12	12	2018	0.6%	Yes
GNAS		14	13	2018	0.6%	Yes
FGFR4		27	27	2018	1.3%	Yes
IL7R		40	37	2018	1.8%	Yes
FGF12		18	17	2018	0.8%	Yes
FGFR3		17	16	2018	0.8%	Yes
FGFR2		21	19	2018	0.9%	Yes
BMPR1A		5	5	2018	0.2%	Yes
FGF10		16	16	2018	0.8%	Yes
FGFR1		30	27	2018	1.3%	Yes
KDM5A		40	38	2018	1.9%	Yes
GSK3B		13	13	2018	0.6%	Yes
KDM5B		25	25	2018	1.2%	No
KDM5C		50	49	2018	2.4%	Yes
TNFAIP3		11	11	2018	0.5%	Yes
CHD4		31	28	2018	1.4%	Yes
CHD2		47	41	2018	2.0%	Yes
PKD2		23	21	2018	1.0%	No
GRM3		72	68	2018	3.4%	Yes
POLB		3	3	2018	0.1%	No
FLCN		17	17	2018	0.8%	Yes
POLE		67	62	2018	3.1%	Yes
KDM6A		40	37	2018	1.8%	Yes
RHBDF2		23	22	2018	1.1%	No
AXIN1		16	15	2018	0.7%	Yes
ETV1		27	25	2018	1.2%	Yes
AXIN2		16	16	2018	0.8%	Yes
ARID1A		108	99	2018	4.9%	Yes
ETV4		8	8	2018	0.4%	Yes
TENT5C		10	10	2018	0.5%	Yes
ARID1B		56	55	2018	2.7%	Yes
ETV5		21	21	2018	1.0%	Yes
TGFBR1		27	27	2018	1.3%	Yes
ETV6		18	15	2018	0.7%	Yes
TGFBR2		34	34	2018	1.7%	Yes
FGR		13	12	2018	0.6%	No
IRF4		20	20	2018	1.0%	Yes
IRF2		7	7	2018	0.3%	Yes
MS4A1		22	21	2018	1.0%	Yes
PLA2G1B		2	2	2018	<0.1%	No
ACVR1B		12	11	2018	0.5%	Yes
CBL		20	20	2018	1.0%	Yes
AURKB		5	5	2018	0.2%	Yes
AURKA		13	13	2018	0.6%	Yes
GNA13		9	8	2018	0.4%	Yes
ERBB3		31	29	2018	1.4%	Yes
ERBB4		84	77	2018	3.8%	Yes
GNA11		4	4	2018	0.2%	Yes
POLD1		27	27	2018	1.3%	Yes
ERBB2		102	96	2018	4.8%	Yes
VHL		7	7	2018	0.3%	Yes
SLIT2		82	75	2018	3.7%	Yes
MUTYH		13	13	2018	0.6%	Yes
SPEN		63	61	2018	3.0%	Yes
TCF7L2		13	13	2018	0.6%	Yes
EGF		33	28	2018	1.4%	No
HSD3B1		21	20	2018	1.0%	Yes
LIMK1		21	21	2018	1.0%	No
ACVR2A		20	20	2018	1.0%	Yes
TSHR		39	35	2018	1.7%	Yes
WEE1		12	10	2018	0.5%	No
WEE2		15	15	2018	0.7%	No
ERCC1		3	3	2018	0.1%	Yes
KRAS		214	212	2018	10.5%	Yes
TEK		24	23	2018	1.1%	Yes
TAF1		32	32	2018	1.6%	Yes
