Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
FGFR3		1	1	122	0.8%	Yes
BAP1		1	1	122	0.8%	Yes
FGFR1		1	1	122	0.8%	Yes
NFE2L2		1	1	122	0.8%	Yes
ALK		1	1	122	0.8%	Yes
KDM5A		2	2	122	1.6%	Yes
RET		1	1	122	0.8%	Yes
TOP2A		1	1	122	0.8%	Yes
GSK3B		1	1	122	0.8%	Yes
SETD2		2	2	122	1.6%	Yes
FLT1		1	1	122	0.8%	Yes
FLT3		2	2	122	1.6%	Yes
FLT4		2	2	122	1.6%	Yes
PTEN		5	5	122	4.1%	Yes
CHD4		1	1	122	0.8%	Yes
BRCA2		1	1	122	0.8%	Yes
CHD2		1	1	122	0.8%	Yes
PIK3CG		2	2	122	1.6%	Yes
GLI2		3	3	122	2.5%	No
GRM3		1	1	122	0.8%	Yes
MED12		1	1	122	0.8%	Yes
RPTOR		1	1	122	0.8%	Yes
SUFU		1	1	122	0.8%	Yes
RAC1		1	1	122	0.8%	Yes
JAK2		1	1	122	0.8%	Yes
CIC		2	2	122	1.6%	Yes
JAK3		1	1	122	0.8%	Yes
POLE		1	1	122	0.8%	Yes
H3-3A		6	6	122	4.9%	Yes
JAK1		2	1	122	0.8%	Yes
NCOA2		1	1	122	0.8%	Yes
HSP90AA1		1	1	122	0.8%	Yes
PARP4		1	1	122	0.8%	No
PARP1		1	1	122	0.8%	Yes
SYK		2	2	122	1.6%	Yes
ATRX		19	18	122	14.8%	Yes
DNMT3A		1	1	122	0.8%	Yes
ETV1		1	1	122	0.8%	Yes
PAX5		1	1	122	0.8%	Yes
AXIN2		1	1	122	0.8%	Yes
ARID1A		4	4	122	3.3%	Yes
ETV6		1	1	122	0.8%	Yes
FGR		1	1	122	0.8%	No
NCOR1		2	2	122	1.6%	Yes
PIK3CA		2	2	122	1.6%	Yes
NRG3		1	1	122	0.8%	No
IRF4		2	2	122	1.6%	Yes
DPYD		1	1	122	0.8%	Yes
KIT		1	1	122	0.8%	Yes
TET3		1	1	122	0.8%	Yes
AMER1		2	2	122	1.6%	Yes
SMARCD1		1	1	122	0.8%	Yes
FH		1	1	122	0.8%	Yes
LRP1		2	2	122	1.6%	No
ROCK1		1	1	122	0.8%	No
ROCK2		1	1	122	0.8%	No
DOT1L		3	3	122	2.5%	Yes
TMPRSS2		1	1	122	0.8%	Yes
LRP2		3	3	122	2.5%	No
AURKA		1	1	122	0.8%	Yes
ADAM29		1	1	122	0.8%	No
RXRA		1	1	122	0.8%	Yes
ERBB3		2	2	122	1.6%	Yes
NSD1		1	1	122	0.8%	Yes
PMS2		1	1	122	0.8%	Yes
RICTOR		1	1	122	0.8%	Yes
PAK3		1	1	122	0.8%	Yes
SF3B1		2	2	122	1.6%	Yes
BRD4		2	2	122	1.6%	Yes
RANBP2		3	2	122	1.6%	Yes
SPEN		1	1	122	0.8%	Yes
NTRK2		2	2	122	1.6%	Yes
MAP3K1		2	1	122	0.8%	Yes
EGF		1	1	122	0.8%	No
TIE1		1	1	122	0.8%	No
MACC1		1	1	122	0.8%	No
MLH1		1	1	122	0.8%	Yes
MTOR		3	3	122	2.5%	Yes
TBX3		1	1	122	0.8%	Yes
ASXL1		2	2	122	1.6%	Yes
RAD50		1	1	122	0.8%	Yes
APC		2	2	122	1.6%	Yes
AXL		1	1	122	0.8%	Yes
WT1		2	2	122	1.6%	Yes
TEK		2	2	122	1.6%	Yes
BCOR		2	2	122	1.6%	Yes
TAF1		1	1	122	0.8%	Yes
NEK11		1	1	122	0.8%	No
