Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
EGFR		18	18	2746	0.7%	Yes
RECQL4		19	17	2746	0.6%	Yes
NSD3		7	7	2310	0.3%	Yes
NRAS		13	13	2746	0.5%	Yes
H3C13		2	2	2728	<0.1%	Yes
H3C11		4	4	2728	0.1%	Yes
NSD1		12	12	2746	0.4%	Yes
NSD2		11	11	2310	0.5%	Yes
H3C12		1	1	2728	<0.1%	Yes
SPOP		3	3	2746	0.1%	Yes
PMS2		4	4	2746	0.1%	Yes
H3C10		2	2	2728	<0.1%	Yes
RICTOR		20	19	2746	0.7%	Yes
SF3B1		44	44	2746	1.6%	Yes
PMS1		4	4	2746	0.1%	Yes
BRD4		21	14	2746	0.5%	Yes
CDKN2B		5	4	2746	0.1%	Yes
CDKN2A		637	611	2746	22.3%	Yes
RYBP		4	4	2746	0.1%	Yes
WT1		10	8	2746	0.3%	Yes
INHA		4	4	2728	0.1%	Yes
CRLF2		2	2	2746	<0.1%	Yes
CSF3R		9	9	2728	0.3%	Yes
MRE11		3	3	2746	0.1%	Yes
IRS1		12	12	2746	0.4%	Yes
MSI1		4	4	2310	0.2%	Yes
IRS2		20	17	2746	0.6%	Yes
STK19		2	2	2310	<0.1%	Yes
MSI2		1	1	2310	<0.1%	Yes
FGF3		9	9	2746	0.3%	Yes
FGF4		2	2	2746	<0.1%	Yes
STK11		49	47	2746	1.7%	Yes
CYSLTR2		3	3	2310	0.1%	Yes
SESN3		2	2	2310	<0.1%	Yes
CDH1		9	9	2746	0.3%	Yes
SESN1		1	1	2310	<0.1%	Yes
SESN2		3	3	2310	0.1%	Yes
PIM1		4	4	2746	0.1%	Yes
NBN		6	6	2746	0.2%	Yes
KMT5A		2	2	2310	<0.1%	Yes
ROS1		24	24	2746	0.9%	Yes
MEN1		10	10	2746	0.4%	Yes
MAP2K4		38	38	2746	1.4%	Yes
USP8		1	1	996	0.1%	Yes
RNF43		185	171	2746	6.2%	Yes
MAP2K1		6	6	2746	0.2%	Yes
MAP2K2		6	6	2746	0.2%	Yes
EIF1AX		3	3	2746	0.1%	Yes
FBXW7		28	28	2746	1.0%	Yes
TAP2		8	7	2310	0.3%	Yes
TAP1		4	4	2310	0.2%	Yes
MITF		4	4	2746	0.1%	Yes
FOXP1		6	6	2746	0.2%	Yes
MSH6		23	22	2746	0.8%	Yes
MSH2		7	7	2746	0.3%	Yes
SMO		7	7	2746	0.3%	Yes
MSH3		9	9	2310	0.4%	Yes
ERF		10	10	2310	0.4%	Yes
PGR		17	17	2728	0.6%	Yes
ERG		16	15	2746	0.5%	Yes
NOTCH2		13	13	2746	0.5%	Yes
CSF1R		18	17	2746	0.6%	Yes
NOTCH3		30	28	2746	1.0%	Yes
KMT2D		130	119	2746	4.3%	Yes
CD274		2	2	2746	<0.1%	Yes
BLM		15	14	2746	0.5%	Yes
DNMT1		11	11	2746	0.4%	Yes
NOTCH1		34	34	2746	1.2%	Yes
CBFB		1	1	2746	<0.1%	Yes
KMT2A		31	30	2746	1.1%	Yes
MAX		3	3	2746	0.1%	Yes
NOTCH4		16	15	2746	0.5%	Yes
CUL3		7	7	2746	0.3%	Yes
ANKRD11		30	30	2728	1.1%	Yes
KMT2C		90	83	2746	3.0%	Yes
KMT2B		28	27	2310	1.2%	Yes
VTCN1		4	4	2746	0.1%	Yes
CYP19A1		3	3	996	0.3%	Yes
FOXO1		9	9	2728	0.3%	Yes
SOCS1		1	1	2746	<0.1%	Yes
BCL2L11		3	3	2746	0.1%	Yes
ATXN7		7	7	996	0.7%	Yes
ABL1		13	12	2746	0.4%	Yes
SMYD3		5	5	2310	0.2%	Yes
NADK		1	1	996	0.1%	Yes
MCL1		3	3	2746	0.1%	Yes
CD276		5	5	2746	0.2%	Yes
FANCA		18	17	2746	0.6%	Yes
FANCC		6	6	2746	0.2%	Yes
PALB2		14	14	2746	0.5%	Yes
PTPRD		25	25	2746	0.9%	Yes
CDK8		4	4	2746	0.1%	Yes
CDK6		1	1	2746	<0.1%	Yes
BCL6		8	8	2746	0.3%	Yes
CDK4		1	1	2746	<0.1%	Yes
RHEB		3	3	2728	0.1%	Yes
BCL2		2	2	2746	<0.1%	Yes
MDM2		7	7	2746	0.3%	Yes
NF1		26	25	2746	0.9%	Yes
MDM4		3	3	2746	0.1%	Yes
NF2		11	11	2746	0.4%	Yes
LZTR1		1	1	996	0.1%	Yes
MAP3K13		15	15	2746	0.5%	Yes
MYD88		1	1	2746	<0.1%	Yes
BCL2L1		2	2	2746	<0.1%	Yes
NFE2L2		17	14	2746	0.5%	Yes
ALK		25	25	2746	0.9%	Yes
FLT1		26	26	2746	0.9%	Yes
FLT3		12	12	2746	0.4%	Yes
FLT4		35	35	2746	1.3%	Yes
PTEN		22	22	2746	0.8%	Yes
PIK3CD		11	11	2746	0.4%	Yes
PIK3C2G		17	15	2746	0.5%	Yes
PIK3CB		10	10	2746	0.4%	Yes
PIK3CG		22	21	2746	0.8%	Yes
CDC73		10	10	2746	0.4%	Yes
PPP6C		2	2	2728	<0.1%	Yes
DNMT3B		11	11	2746	0.4%	Yes
NKX3-1		2	2	2746	<0.1%	Yes
DIS3		9	9	2746	0.3%	Yes
ATRX		17	17	2746	0.6%	Yes
DNMT3A		14	14	2746	0.5%	Yes
FOXL2		5	5	2746	0.2%	Yes
TRAF2		12	12	2728	0.4%	Yes
PTP4A1		1	1	2310	<0.1%	Yes
TRAF7		16	16	2746	0.6%	Yes
PIK3CA		66	63	2746	2.3%	Yes
PIK3C3		7	7	2746	0.3%	Yes
TOP1		10	10	2746	0.4%	Yes
SOS1		9	9	2310	0.4%	Yes
MET		10	10	2746	0.4%	Yes
BIRC3		6	6	2728	0.2%	Yes
CEBPA		4	4	2728	0.1%	Yes
SMARCD1		3	3	2746	0.1%	Yes
SRC		19	18	2746	0.7%	Yes
U2AF1		48	48	2746	1.7%	Yes
PPM1D		7	6	2728	0.2%	Yes
MALT1		1	1	2728	<0.1%	Yes
CDC42		1	1	2310	<0.1%	Yes
DNAJB1		4	4	2728	0.1%	Yes
ZNRF3		2	2	996	0.2%	Yes
E2F3		2	2	2746	<0.1%	Yes
FYN		5	5	2728	0.2%	Yes
EIF4E		1	1	2728	<0.1%	Yes
SH2B3		8	8	2728	0.3%	Yes
NTRK1		16	16	2746	0.6%	Yes
SMARCE1		1	1	996	0.1%	Yes
NTRK2		13	13	2746	0.5%	Yes
NTRK3		28	27	2746	1.0%	Yes
MGA		34	34	2728	1.2%	Yes
PTPN11		5	5	2746	0.2%	Yes
KLF4		17	17	2746	0.6%	Yes
MTOR		12	12	2746	0.4%	Yes
TBX3		15	15	2746	0.5%	Yes
PNRC1		2	2	2746	<0.1%	Yes
RAD52		4	4	2746	0.1%	Yes
ASXL1		15	14	2746	0.5%	Yes
RAD50		11	11	2746	0.4%	Yes
KLF5		5	5	996	0.5%	Yes
RAD51		1	1	2746	<0.1%	Yes
APC		35	33	2746	1.2%	Yes
ASXL2		17	17	2746	0.6%	Yes
PDCD1		10	10	2746	0.4%	Yes
BCOR		55	53	2746	1.9%	Yes
EIF4A2		2	2	2728	<0.1%	Yes
ERRFI1		4	4	2728	0.1%	Yes
SMARCB1		10	9	2746	0.3%	Yes
KEAP1		17	17	2746	0.6%	Yes
IKZF1		15	15	2746	0.5%	Yes
CRKL		2	2	2746	<0.1%	Yes
SOX2		7	7	2746	0.3%	Yes
RPS6KA4		8	7	2746	0.3%	Yes
PPP2R1A		10	7	2746	0.3%	Yes
CHEK2		4	4	2746	0.1%	Yes
CHEK1		5	5	2746	0.2%	Yes
KDR		16	16	2746	0.6%	Yes
SOX9		24	24	2746	0.9%	Yes
B2M		9	8	2746	0.3%	Yes
EPHB1		33	32	2746	1.2%	Yes
TP63		9	9	2746	0.3%	Yes
ICOSLG		6	6	2746	0.2%	Yes
ACVR1		5	5	2728	0.2%	Yes
EPHA5		28	28	2746	1.0%	Yes
EPHA7		17	17	2728	0.6%	Yes
HLA-B		9	8	2310	0.3%	Yes
RECQL		5	5	2310	0.2%	Yes
HLA-C		1	1	996	0.1%	Yes
HLA-A		12	12	2728	0.4%	Yes
HNF1A		6	6	2746	0.2%	Yes
RUNX1		9	9	2746	0.3%	Yes
INPP4A		10	10	2746	0.4%	Yes
INPP4B		8	8	2746	0.3%	Yes
BTK		10	10	2746	0.4%	Yes
CCNQ		4	4	2310	0.2%	Yes
TP53		1998	1981	2746	72.1%	Yes
EPHA3		21	21	2746	0.8%	Yes
RTEL1		6	6	2310	0.3%	Yes
EPAS1		8	8	2310	0.3%	Yes
CTR9		10	10	996	1.0%	Yes
DCUN1D1		1	1	2746	<0.1%	Yes
PIK3R3		3	3	2746	0.1%	Yes
PIK3R2		7	7	2746	0.3%	Yes
MST1R		10	10	2728	0.4%	Yes
PIK3R1		11	11	2746	0.4%	Yes
CD79B		3	3	2746	0.1%	Yes
CD79A		2	2	2728	<0.1%	Yes
BRIP1		7	7	2746	0.3%	Yes
PGBD5		7	7	996	0.7%	Yes
H3C3		5	5	2728	0.2%	Yes
TP53BP1		10	10	2310	0.4%	Yes
H3C2		6	6	2746	0.2%	Yes
H3C4		3	3	2728	0.1%	Yes
RBM10		74	74	2746	2.7%	Yes
H3C7		5	5	2728	0.2%	Yes
H3C6		5	5	2728	0.2%	Yes
STAT5A		3	3	2728	0.1%	Yes
STAT5B		7	7	2728	0.3%	Yes
ZRSR2		5	5	2728	0.2%	Yes
WWTR1		3	3	2310	0.1%	Yes
RTEL1-TNFRSF6B		6	6	2746	0.2%	No
YES1		4	4	2746	0.1%	Yes
SETDB1		9	7	996	0.7%	Yes
FOXF1		1	1	996	0.1%	Yes
INSR		13	12	2746	0.4%	Yes
XRCC2		4	4	2728	0.1%	Yes
SH2D1A		1	1	2746	<0.1%	Yes
IGF2		6	6	2746	0.2%	Yes
IGF1		4	4	2746	0.1%	Yes
SMARCA2		4	4	996	0.4%	Yes
SMARCA4		64	62	2746	2.3%	Yes
STAG2		10	10	2746	0.4%	Yes
FUBP1		8	8	2746	0.3%	Yes
SPRTN		1	1	996	0.1%	Yes
ATM		93	86	2746	3.1%	Yes
CALR		8	8	2728	0.3%	Yes
BAP1		16	15	2746	0.5%	Yes
ATR		20	20	2746	0.7%	Yes
PTPRT		60	59	2746	2.1%	Yes
PTPRS		54	49	2746	1.8%	Yes
BRCA1		16	16	2746	0.6%	Yes
BRCA2		74	69	2746	2.5%	Yes
BABAM1		2	2	2310	<0.1%	Yes
RPTOR		19	18	2746	0.7%	Yes
XPO1		9	9	2746	0.3%	Yes
SUFU		1	1	2746	<0.1%	Yes
RAC2		3	3	2310	0.1%	Yes
RAC1		1	1	2746	<0.1%	Yes
HRAS		1	1	2746	<0.1%	Yes
H3-3A		2	2	2728	<0.1%	Yes
IL10		1	1	2746	<0.1%	Yes
H3C8		3	3	2728	0.1%	Yes
PBRM1		41	39	2746	1.4%	Yes
PARP1		10	10	2746	0.4%	Yes
SYK		8	8	2746	0.3%	Yes
NCOA3		12	12	2728	0.4%	Yes
MST1		2	2	2728	<0.1%	Yes
GAB1		1	1	996	0.1%	Yes
GAB2		1	1	996	0.1%	Yes
RHOA		12	12	2746	0.4%	Yes
RAD51B		4	3	2746	0.1%	Yes
RAD51D		2	2	2746	<0.1%	Yes
RAD51C		5	5	2746	0.2%	Yes
CSDE1		9	9	2310	0.4%	Yes
KIT		13	13	2746	0.5%	Yes
STK40		2	2	2746	<0.1%	Yes
DDR2		10	10	2746	0.4%	Yes
PRKN		11	11	2746	0.4%	Yes
YAP1		4	4	2746	0.1%	Yes
AMER1		25	25	2746	0.9%	Yes
DOT1L		19	18	2746	0.7%	Yes
XIAP		6	6	2746	0.2%	Yes
TMPRSS2		4	4	2746	0.1%	Yes
CXCR4		2	2	2728	<0.1%	Yes
ALOX12B		4	4	2746	0.1%	Yes
PAK1		6	6	2746	0.2%	Yes
RXRA		10	10	2310	0.4%	Yes
SLX4		5	5	2310	0.2%	Yes
RAD54L		8	8	2746	0.3%	Yes
SHOC2		1	1	2310	<0.1%	Yes
PAK5		4	4	2746	0.1%	Yes
SUZ12		7	7	2746	0.3%	Yes
NPM1		2	2	2746	<0.1%	Yes
MAP3K1		14	13	2746	0.5%	Yes
H2BC5		3	3	2746	0.1%	Yes
MLH1		11	11	2746	0.4%	Yes
VEGFA		3	3	2728	0.1%	Yes
ETAA1		5	5	996	0.5%	Yes
KBTBD4		1	1	996	0.1%	Yes
RIT1		1	1	2746	<0.1%	Yes
AXL		13	13	2746	0.5%	Yes
CTNNB1		24	23	2746	0.8%	Yes
TRIP13		1	1	996	0.1%	Yes
FOXA1		8	8	2746	0.3%	Yes
INPPL1		16	15	2310	0.6%	Yes
MPL		3	3	2746	0.1%	Yes
PRDM1		6	6	2746	0.2%	Yes
ARHGAP35		7	7	996	0.7%	Yes
IGF1R		6	6	2746	0.2%	Yes
CCND3		3	3	2746	0.1%	Yes
CCND2		8	8	2746	0.3%	Yes
CCND1		3	3	2746	0.1%	Yes
EP300		37	32	2746	1.2%	Yes
ARID2		41	38	2746	1.4%	Yes
LMO1		1	1	2746	<0.1%	Yes
PDGFRB		10	10	2746	0.4%	Yes
PDGFRA		8	8	2746	0.3%	Yes
HGF		14	14	2746	0.5%	Yes
TSC2		19	19	2746	0.7%	Yes
ARID5B		8	8	2746	0.3%	Yes
SDHC		3	3	2746	0.1%	Yes
TSC1		14	14	2746	0.5%	Yes
SDHD		1	1	2746	<0.1%	Yes
SDHA		5	5	2746	0.2%	Yes
MYCL		6	6	2746	0.2%	Yes
MYCN		8	8	2746	0.3%	Yes
SHQ1		2	2	2746	<0.1%	Yes
SLFN11		4	4	996	0.4%	Yes
CCNE1		5	5	2746	0.2%	Yes
APLNR		4	4	996	0.4%	Yes
RAF1		7	7	2746	0.3%	Yes
CARD11		18	18	2746	0.7%	Yes
HOXB13		1	1	2728	<0.1%	Yes
COP1		9	9	2746	0.3%	Yes
TMEM127		5	5	2746	0.2%	Yes
SMAD2		8	8	2746	0.3%	Yes
ZFHX3		41	37	2728	1.4%	Yes
SMAD4		608	587	2746	21.4%	Yes
SMAD3		54	53	2746	1.9%	Yes
IDH1		5	5	2746	0.2%	Yes
PTCH1		14	13	2746	0.5%	Yes
IDH2		5	5	2746	0.2%	Yes
INHBA		11	11	2728	0.4%	Yes
ESR1		15	15	2746	0.5%	Yes
PHOX2B		6	6	2746	0.2%	Yes
NFKBIA		6	6	2728	0.2%	Yes
FGF19		3	3	2746	0.1%	Yes
GNB1		5	5	996	0.5%	Yes
GNAS		75	74	2746	2.7%	Yes
TCF3		13	10	2728	0.4%	Yes
FGFR4		11	11	2746	0.4%	Yes
IL7R		14	13	2746	0.5%	Yes
FGFR3		5	5	2746	0.2%	Yes
FGFR2		11	10	2746	0.4%	Yes
BMPR1A		5	5	2746	0.2%	Yes
FGFR1		8	8	2746	0.3%	Yes
KDM5A		13	11	2746	0.4%	Yes
GSK3B		7	7	2746	0.3%	Yes
KDM5C		16	16	2746	0.6%	Yes
TNFAIP3		7	7	2746	0.3%	Yes
FLCN		7	6	2746	0.2%	Yes
SPRED1		6	6	2310	0.3%	Yes
CASP8		17	15	2746	0.5%	Yes
POLE		26	24	2746	0.9%	Yes
KDM6A		103	102	2746	3.7%	Yes
EGFL7		1	1	2746	<0.1%	Yes
PDPK1		3	3	2746	0.1%	Yes
EED		4	4	2746	0.1%	Yes
AXIN1		30	28	2746	1.0%	Yes
ETV1		7	7	2746	0.3%	Yes
AXIN2		27	27	2746	1.0%	Yes
ARID1A		241	224	2746	8.2%	Yes
TENT5C		2	2	2746	<0.1%	Yes
ARID1B		33	32	2746	1.2%	Yes
TGFBR1		72	65	2746	2.4%	Yes
ETV6		24	24	2746	0.9%	Yes
TGFBR2		119	110	2746	4.0%	Yes
LATS1		21	20	2746	0.7%	Yes
LATS2		15	15	2746	0.5%	Yes
ELF3		34	31	2310	1.3%	Yes
IRF4		6	6	2746	0.2%	Yes
MYOD1		8	8	2746	0.3%	Yes
RASA1		9	9	2746	0.3%	Yes
ABRAXAS1		4	4	2746	0.1%	Yes
CBL		8	8	2746	0.3%	Yes
AURKB		2	2	2746	<0.1%	Yes
AURKA		5	5	2746	0.2%	Yes
ERBB3		23	23	2746	0.8%	Yes
ERBB4		43	43	2746	1.6%	Yes
GNA11		4	4	2746	0.1%	Yes
POLD1		16	16	2728	0.6%	Yes
ERBB2		21	18	2746	0.7%	Yes
MAPK1		2	2	2746	<0.1%	Yes
DROSHA		10	10	2310	0.4%	Yes
VHL		2	2	2746	<0.1%	Yes
MUTYH		1	1	2746	<0.1%	Yes
MAPK3		2	2	2728	<0.1%	Yes
SPEN		16	16	2746	0.6%	Yes
TCF7L2		4	4	2728	0.1%	Yes
NEGR1		7	7	2728	0.3%	Yes
TSHR		12	12	2746	0.4%	Yes
REST		6	6	996	0.6%	Yes
H3-5		3	3	2746	0.1%	Yes
H3-4		3	3	2728	0.1%	Yes
ERCC3		5	5	2746	0.2%	Yes
ERCC4		6	6	2746	0.2%	Yes
CARM1		7	7	2310	0.3%	Yes
ERCC2		10	10	2746	0.4%	Yes
RPS6KB2		6	6	2746	0.2%	Yes
ERCC5		9	9	2746	0.3%	Yes
KRAS		2441	2424	2746	88.3%	Yes
TEK		8	8	2310	0.3%	Yes
