Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CHEK1		75	73	5389	1.4%	Yes
KDR		257	213	5389	4.0%	Yes
SOX9		706	627	5389	11.6%	Yes
B2M		389	244	5389	4.5%	Yes
EPHB1		250	231	5389	4.3%	Yes
TP63		134	124	5389	2.3%	Yes
ICOSLG		63	57	5389	1.1%	Yes
ACVR1		52	49	5218	0.9%	Yes
EPHA5		393	320	5389	5.9%	Yes
EPHA7		226	192	5218	3.7%	Yes
HLA-B		230	175	4413	4.0%	Yes
RECQL		108	97	4413	2.2%	Yes
HLA-C		44	37	1758	2.1%	Yes
HLA-A		154	138	5218	2.6%	Yes
HNF1A		209	183	5389	3.4%	Yes
RUNX1		93	89	5389	1.7%	Yes
INPP4A		128	113	5389	2.1%	Yes
INPP4B		120	106	5389	2.0%	Yes
RRAGC		33	32	4413	0.7%	Yes
BTK		70	66	5389	1.2%	Yes
CCNQ		24	23	4413	0.5%	Yes
TP53		4338	3997	5389	74.2%	Yes
EPHA3		280	247	5389	4.6%	Yes
RTEL1		48	44	4413	1.0%	Yes
EPAS1		101	91	4413	2.1%	Yes
CTR9		65	55	1758	3.1%	Yes
DCUN1D1		38	35	5389	0.6%	Yes
PIK3R3		68	60	5389	1.1%	Yes
PIK3R2		134	122	5389	2.3%	Yes
MST1R		168	147	5218	2.8%	Yes
PIK3R1		332	269	5389	5.0%	Yes
CD79B		40	39	5389	0.7%	Yes
CD79A		75	73	5218	1.4%	Yes
BRIP1		144	117	5389	2.2%	Yes
RRAS		32	32	4413	0.7%	Yes
PGBD5		26	25	1758	1.4%	Yes
H3C1		15	15	5218	0.3%	Yes
H3C3		34	34	5218	0.7%	Yes
TP53BP1		249	193	4413	4.4%	Yes
H3C2		23	23	5389	0.4%	Yes
H3C4		17	17	5218	0.3%	Yes
RBM10		155	151	5389	2.8%	Yes
H3C7		13	13	5218	0.2%	Yes
H3C6		38	38	5218	0.7%	Yes
STAT5A		77	69	5218	1.3%	Yes
STAT5B		118	111	5218	2.1%	Yes
ZRSR2		65	62	5218	1.2%	Yes
WWTR1		43	41	4413	0.9%	Yes
RTEL1-TNFRSF6B		62	54	5389	1.0%	No
YES1		60	52	5389	1.0%	Yes
SETDB1		71	53	1758	3.0%	Yes
FOXF1		47	43	1758	2.4%	Yes
INSR		143	134	5389	2.5%	Yes
XRCC2		56	51	5218	1.0%	Yes
SH2D1A		20	19	5389	0.4%	Yes
IGF2		61	58	5389	1.1%	Yes
IGF1		40	39	5389	0.7%	Yes
SMARCA2		108	85	1758	4.8%	Yes
SMARCA4		381	305	5389	5.7%	Yes
STAG2		120	109	5389	2.0%	Yes
FUBP1		84	79	5389	1.5%	Yes
SPRTN		28	24	1758	1.4%	Yes
ID3		9	9	5218	0.2%	Yes
ATM		626	449	5389	8.3%	Yes
CALR		39	38	5218	0.7%	Yes
BAP1		108	98	5389	1.8%	Yes
ATR		316	233	5389	4.3%	Yes
PTPRT		551	463	5389	8.6%	Yes
PTPRS		645	510	5389	9.5%	Yes
BRCA1		209	166	5389	3.1%	Yes
BRCA2		459	320	5389	5.9%	Yes
BABAM1		35	34	4413	0.8%	Yes
RPTOR		152	139	5389	2.6%	Yes
XPO1		97	74	5389	1.4%	Yes
SUFU		63	61	5389	1.1%	Yes
RAC2		20	20	4413	0.5%	Yes
RAC1		30	30	5389	0.6%	Yes
HRAS		44	40	5389	0.7%	Yes
H3-3A		22	21	5218	0.4%	Yes
H3-3B		11	11	5218	0.2%	Yes
IL10		24	22	5389	0.4%	Yes
H3C8		18	18	5218	0.3%	Yes
PBRM1		274	211	5389	3.9%	Yes
PARP1		111	102	5389	1.9%	Yes
SYK		82	71	5389	1.3%	Yes
NCOA3		163	139	5218	2.7%	Yes
MST1		61	58	5218	1.1%	Yes
GAB1		32	30	1758	1.7%	Yes
GAB2		27	24	1758	1.4%	Yes
PDCD1LG2		12	11	4413	0.2%	Yes
RHOA		47	45	5389	0.8%	Yes
RAD51B		31	29	5389	0.5%	Yes
RAD51D		27	25	5389	0.5%	Yes
RAD51C		41	39	5389	0.7%	Yes
CSDE1		88	81	4413	1.8%	Yes
KIT		154	134	5389	2.5%	Yes
STK40		47	42	5389	0.8%	Yes
DDR2		121	102	5389	1.9%	Yes
PRKN		136	125	5389	2.3%	Yes
YAP1		58	52	5389	1.0%	Yes
AMER1		467	420	5389	7.8%	Yes
DOT1L		248	216	5389	4.0%	Yes
XIAP		47	45	5389	0.8%	Yes
TMPRSS2		57	54	5389	1.0%	Yes
CXCR4		36	36	5218	0.7%	Yes
ALOX12B		104	100	5389	1.9%	Yes
PAK1		54	49	5389	0.9%	Yes
RXRA		85	79	4413	1.8%	Yes
SLX4		225	194	4413	4.4%	Yes
RAD54L		96	88	5389	1.6%	Yes
SHOC2		45	41	4413	0.9%	Yes
PAK5		118	98	5389	1.8%	Yes
SUZ12		62	62	5389	1.2%	Yes
NPM1		16	16	5389	0.3%	Yes
MAP3K1		223	192	5389	3.6%	Yes
H2BC5		26	26	5389	0.5%	Yes
MLH1		164	140	5389	2.6%	Yes
VEGFA		32	32	5218	0.6%	Yes
MAD2L2		12	12	1758	0.7%	Yes
ETAA1		40	31	1758	1.8%	Yes
KBTBD4		33	31	1758	1.8%	Yes
RIT1		40	39	5389	0.7%	Yes
AXL		209	190	5389	3.5%	Yes
CTNNB1		398	364	5389	6.8%	Yes
TRIP13		10	10	1758	0.6%	Yes
FOXA1		47	45	5389	0.8%	Yes
INPPL1		247	197	4413	4.5%	Yes
MPL		72	66	5389	1.2%	Yes
PRDM1		106	97	5389	1.8%	Yes
ARHGAP35		101	76	1758	4.3%	Yes
IGF1R		229	203	5389	3.8%	Yes
CCND3		25	23	5389	0.4%	Yes
CCND2		28	28	5389	0.5%	Yes
CCND1		35	34	5389	0.6%	Yes
IKBKE-AS1		2	2	5389	<0.1%	No
EP300		345	286	5389	5.3%	Yes
ARID2		270	225	5389	4.2%	Yes
LMO1		36	35	5389	0.6%	Yes
PDGFRB		143	131	5389	2.4%	Yes
PDGFRA		199	166	5389	3.1%	Yes
HGF		150	134	5389	2.5%	Yes
TSC2		281	234	5389	4.3%	Yes
ARID5B		163	137	5389	2.5%	Yes
SDHC		16	16	5389	0.3%	Yes
TSC1		161	138	5389	2.6%	Yes
SDHD		12	12	5389	0.2%	Yes
SDHA		79	75	5389	1.4%	Yes
SDHB		28	28	5389	0.5%	Yes
MYCL		31	30	5389	0.6%	Yes
MYCN		102	94	5389	1.7%	Yes
SHQ1		73	68	5389	1.3%	Yes
SLFN11		46	42	1758	2.4%	Yes
CCNE1		48	44	5389	0.8%	Yes
APLNR		22	21	1758	1.2%	Yes
SCG5		8	8	1758	0.5%	Yes
RAF1		110	102	5389	1.9%	Yes
CARD11		393	329	5389	6.1%	Yes
HOXB13		30	30	5218	0.6%	Yes
COP1		92	81	5389	1.5%	Yes
TMEM127		25	24	5389	0.4%	Yes
PMAIP1		4	4	5389	<0.1%	Yes
SMAD2		268	242	5389	4.5%	Yes
ZFHX3		712	475	5218	9.1%	Yes
SMAD4		870	790	5389	14.7%	Yes
SMAD3		247	220	5389	4.1%	Yes
IDH1		76	71	5389	1.3%	Yes
PTCH1		352	277	5389	5.1%	Yes
IDH2		73	64	5389	1.2%	Yes
INHBA		137	128	5218	2.5%	Yes
ESR1		185	168	5389	3.1%	Yes
PHOX2B		77	75	5389	1.4%	Yes
NFKBIA		43	41	5218	0.8%	Yes
GNAQ		43	40	5389	0.7%	Yes
FGF19		36	34	5389	0.6%	Yes
GNB1		16	15	1758	0.9%	Yes
GNAS		170	156	5389	2.9%	Yes
TCF3		157	145	5218	2.8%	Yes
FGFR4		148	131	5389	2.4%	Yes
IL7R		108	96	5389	1.8%	Yes
FGFR3		138	122	5389	2.3%	Yes
FGFR2		104	95	5389	1.8%	Yes
BMPR1A		108	97	5389	1.8%	Yes
FGFR1		120	112	5389	2.1%	Yes
KDM5A		269	217	5389	4.0%	Yes
GSK3B		59	53	5389	1.0%	Yes
KDM5C		192	166	5389	3.1%	Yes
TNFAIP3		130	114	5389	2.1%	Yes
FLCN		184	172	5389	3.2%	Yes
SPRED1		64	59	4413	1.3%	Yes
CASP8		259	221	5389	4.1%	Yes
POLE		378	296	5389	5.5%	Yes
KDM6A		169	141	5389	2.6%	Yes
EGFL7		38	38	5389	0.7%	Yes
PDPK1		27	25	5389	0.5%	Yes
EED		41	34	5389	0.6%	Yes
AXIN1		206	168	5389	3.1%	Yes
ETV1		119	109	5389	2.0%	Yes
AXIN2		355	303	5389	5.6%	Yes
ARID1A		860	646	5389	12.0%	Yes
TENT5C		54	52	5389	1.0%	Yes
ARID1B		382	319	5389	5.9%	Yes
TGFBR1		129	109	5389	2.0%	Yes
ETV6		90	89	5389	1.7%	Yes
TGFBR2		309	287	5389	5.3%	Yes
LATS1		177	148	5389	2.7%	Yes
GREM1		20	19	5389	0.4%	Yes
LATS2		214	195	5389	3.6%	Yes
ELF3		143	138	4413	3.1%	Yes
IRF4		101	95	5389	1.8%	Yes
MYOD1		118	111	5389	2.1%	Yes
RASA1		222	173	5389	3.2%	Yes
ABRAXAS1		50	46	5389	0.9%	Yes
CBL		92	82	5389	1.5%	Yes
AURKB		53	48	5389	0.9%	Yes
AURKA		57	52	5389	1.0%	Yes
ERBB3		316	272	5389	5.0%	Yes
ERBB4		372	300	5389	5.6%	Yes
GNA11		62	57	5389	1.1%	Yes
POLD1		317	250	5218	4.8%	Yes
ERBB2		312	279	5389	5.2%	Yes
MAPK1		26	26	5389	0.5%	Yes
DROSHA		194	164	4413	3.7%	Yes
VHL		21	19	5389	0.4%	Yes
MUTYH		77	75	5389	1.4%	Yes
MAPK3		46	44	5218	0.8%	Yes
SPEN		439	321	5389	6.0%	Yes
TIMM8B		1	1	5389	<0.1%	No
TCF7L2		864	789	5218	15.1%	Yes
NEGR1		75	71	5218	1.4%	Yes
TSHR		121	114	5389	2.1%	Yes
REST		51	42	1758	2.4%	Yes
H3-5		44	42	5389	0.8%	Yes
H3-4		35	34	5218	0.7%	Yes
ERCC3		99	92	5389	1.7%	Yes
ERCC4		113	97	5389	1.8%	Yes
CARM1		68	62	4413	1.4%	Yes
ERCC2		126	112	5389	2.1%	Yes
RPS6KB2		77	70	5389	1.3%	Yes
ERCC5		180	157	5389	2.9%	Yes
KRAS		2349	2295	5389	42.6%	Yes
TEK		148	127	4413	2.9%	Yes
