Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
H3C12		17	16	4897	0.3%	Yes
SPOP		26	26	5200	0.5%	Yes
PMS2		28	27	5200	0.5%	Yes
H3C10		12	12	4897	0.2%	Yes
RICTOR		62	60	5200	1.2%	Yes
SF3B1		134	134	5200	2.6%	Yes
PMS1		22	21	5200	0.4%	Yes
BRD4		60	56	5200	1.1%	Yes
CDKN2B		5	5	5200	<0.1%	Yes
CDKN2C		7	7	5200	0.1%	Yes
CDKN2A		54	53	5200	1.0%	Yes
STAT3		36	34	4897	0.7%	Yes
RYBP		9	9	5200	0.2%	Yes
WT1		37	37	5200	0.7%	Yes
INHA		12	12	4897	0.2%	Yes
CRLF2		10	10	5200	0.2%	Yes
CSF3R		18	18	4897	0.4%	Yes
MRE11		19	19	5200	0.4%	Yes
IRS1		41	39	5200	0.8%	Yes
MSI1		17	16	4126	0.4%	Yes
IRS2		54	53	5200	1.0%	Yes
STK19		11	11	4126	0.3%	Yes
MSI2		11	10	4126	0.2%	Yes
FGF3		12	12	5200	0.2%	Yes
FGF4		14	14	5200	0.3%	Yes
STK11		56	52	5200	1.0%	Yes
CYSLTR2		14	14	4126	0.3%	Yes
SESN3		10	10	4126	0.2%	Yes
CDH1		674	661	5200	12.7%	Yes
SESN1		9	9	4126	0.2%	Yes
SESN2		5	5	4126	0.1%	Yes
PIM1		7	7	5200	0.1%	Yes
NBN		30	29	5200	0.6%	Yes
KMT5A		2	2	4126	<0.1%	Yes
ROS1		75	71	5200	1.4%	Yes
MEN1		77	76	5200	1.5%	Yes
MAP2K4		189	188	5200	3.6%	Yes
USP8		10	9	1036	0.9%	Yes
RNF43		32	30	5200	0.6%	Yes
MAP2K1		24	24	5200	0.5%	Yes
MAP2K2		12	12	5200	0.2%	Yes
EIF1AX		6	6	5200	0.1%	Yes
FBXW7		34	33	5200	0.6%	Yes
TAP2		19	19	4126	0.5%	Yes
TAP1		18	17	4126	0.4%	Yes
MITF		11	11	5200	0.2%	Yes
FOXP1		66	62	5200	1.2%	Yes
MSH6		44	44	5200	0.8%	Yes
MSH2		32	31	5200	0.6%	Yes
SMO		32	32	5200	0.6%	Yes
MSH3		24	22	4126	0.5%	Yes
RAB35		8	7	4897	0.1%	Yes
ERF		29	25	4126	0.6%	Yes
SRSF2		20	17	4897	0.3%	Yes
PGR		26	25	4897	0.5%	Yes
ERG		25	24	5200	0.5%	Yes
NOTCH2		106	99	5200	1.9%	Yes
CSF1R		23	21	5200	0.4%	Yes
NOTCH3		91	87	5200	1.7%	Yes
KMT2D		211	187	5200	3.6%	Yes
CD274		10	9	5200	0.2%	Yes
BLM		42	41	5200	0.8%	Yes
DNMT1		43	43	5200	0.8%	Yes
NOTCH1		120	107	5200	2.1%	Yes
CBFB		247	246	5200	4.7%	Yes
KMT2A		146	133	5200	2.6%	Yes
MAX		12	12	5200	0.2%	Yes
NOTCH4		89	82	5200	1.6%	Yes
CUL3		24	23	5200	0.4%	Yes
ANKRD11		103	91	4897	1.9%	Yes
KMT2C		473	423	5200	8.1%	Yes
KMT2B		103	95	4126	2.3%	Yes
VTCN1		7	7	5200	0.1%	Yes
CYP19A1		3	3	1036	0.3%	Yes
FOXO1		23	21	4897	0.4%	Yes
SOCS1		10	10	5200	0.2%	Yes
BCL2L11		9	9	5200	0.2%	Yes
ATXN7		1	1	1036	<0.1%	Yes
ABL1		37	36	5200	0.7%	Yes
TNFRSF14		11	11	5200	0.2%	Yes
SMYD3		10	10	4126	0.2%	Yes
NADK		2	2	1036	0.2%	Yes
MCL1		15	15	5200	0.3%	Yes
CD276		16	16	5200	0.3%	Yes
FANCA		40	38	5200	0.7%	Yes
FANCC		16	16	5200	0.3%	Yes
PALB2		59	59	5200	1.1%	Yes
PTPRD		90	84	5200	1.6%	Yes
CDK8		14	14	5200	0.3%	Yes
CDK6		11	11	5200	0.2%	Yes
BCL6		23	23	5200	0.4%	Yes
CDK4		10	10	5200	0.2%	Yes
RHEB		5	5	4897	0.1%	Yes
ALB		6	6	1036	0.6%	Yes
BCL2		1	1	5200	<0.1%	Yes
MDM2		26	24	5200	0.5%	Yes
NF1		241	219	5200	4.2%	Yes
MDM4		14	13	5200	0.3%	Yes
NF2		25	23	5200	0.4%	Yes
LZTR1		14	14	1036	1.4%	Yes
MAP3K13		32	31	5200	0.6%	Yes
MYD88		10	10	5200	0.2%	Yes
BCL2L1		2	2	5200	<0.1%	Yes
NFE2L2		31	30	5200	0.6%	Yes
ALK		79	73	5200	1.4%	Yes
FLT1		52	51	5200	1.0%	Yes
FLT3		35	34	5200	0.7%	Yes
FLT4		61	60	5200	1.2%	Yes
PTEN		351	330	5200	6.3%	Yes
PIK3CD		34	30	5200	0.6%	Yes
PIK3C2G		52	49	5200	0.9%	Yes
PIK3CB		48	45	5200	0.9%	Yes
PIK3CG		67	66	5200	1.3%	Yes
CDC73		23	22	5200	0.4%	Yes
PPP6C		11	11	4897	0.2%	Yes
DNMT3B		35	34	5200	0.7%	Yes
NKX3-1		7	7	5200	0.1%	Yes
DIS3		17	17	5200	0.3%	Yes
ATRX		106	99	5200	1.9%	Yes
DNMT3A		73	69	5200	1.3%	Yes
FOXL2		25	25	5200	0.5%	Yes
TRAF2		16	15	4897	0.3%	Yes
PTP4A1		2	2	4126	<0.1%	Yes
TRAF7		15	15	5200	0.3%	Yes
PIK3CA		2088	1847	5200	35.5%	Yes
PIK3C3		19	18	5200	0.3%	Yes
TOP1		23	23	5200	0.4%	Yes
SOS1		30	28	4126	0.7%	Yes
MET		40	38	5200	0.7%	Yes
BIRC3		15	14	4897	0.3%	Yes
CEBPA		18	18	4897	0.4%	Yes
SMARCD1		17	17	5200	0.3%	Yes
SRC		23	22	5200	0.4%	Yes
MLLT1		9	7	1036	0.7%	Yes
U2AF1		8	8	5200	0.2%	Yes
PPM1D		27	24	4897	0.5%	Yes
MALT1		17	17	4897	0.3%	Yes
CDC42		6	6	4126	0.1%	Yes
DNAJB1		20	19	4897	0.4%	Yes
ZNRF3		4	3	1036	0.3%	Yes
E2F3		14	14	5200	0.3%	Yes
FYN		16	16	4897	0.3%	Yes
EIF4E		4	4	4897	<0.1%	Yes
SH2B3		37	37	4897	0.8%	Yes
NTRK1		41	41	5200	0.8%	Yes
SMARCE1		3	3	1036	0.3%	Yes
NTRK2		30	29	5200	0.6%	Yes
NTRK3		42	39	5200	0.8%	Yes
MGA		102	89	4897	1.8%	Yes
PTPN11		19	18	5200	0.3%	Yes
KLF4		27	27	5200	0.5%	Yes
MTOR		81	78	5200	1.5%	Yes
TBX3		297	266	5200	5.1%	Yes
PNRC1		10	10	5200	0.2%	Yes
RAD52		10	10	5200	0.2%	Yes
ASXL1		58	54	5200	1.0%	Yes
RAD50		34	32	5200	0.6%	Yes
KLF5		7	4	1036	0.4%	Yes
RAD51		10	10	5200	0.2%	Yes
APC		86	75	5200	1.4%	Yes
ASXL2		63	46	5200	0.9%	Yes
PDCD1		21	21	5200	0.4%	Yes
BCOR		68	61	5200	1.2%	Yes
EIF4A2		41	40	4897	0.8%	Yes
ERRFI1		12	12	4897	0.2%	Yes
SMARCB1		20	19	5200	0.4%	Yes
KEAP1		37	32	5200	0.6%	Yes
IKZF1		35	34	5200	0.7%	Yes
CRKL		4	4	5200	<0.1%	Yes
SOX2		12	12	5200	0.2%	Yes
RPS6KA4		29	29	5200	0.6%	Yes
PPP2R1A		30	30	5200	0.6%	Yes
CHEK2		23	21	5200	0.4%	Yes
CHEK1		7	7	5200	0.1%	Yes
KDR		51	46	5200	0.9%	Yes
SOX9		44	43	5200	0.8%	Yes
B2M		10	10	5200	0.2%	Yes
EPHB1		58	56	5200	1.1%	Yes
TP63		31	31	5200	0.6%	Yes
ICOSLG		10	10	5200	0.2%	Yes
ACVR1		6	6	4897	0.1%	Yes
EPHA5		60	57	5200	1.1%	Yes
EPHA7		40	39	4897	0.8%	Yes
HLA-B		10	10	4126	0.2%	Yes
RECQL		8	8	4126	0.2%	Yes
HLA-C		3	3	1036	0.3%	Yes
HLA-A		13	13	4897	0.3%	Yes
HNF1A		26	24	5200	0.5%	Yes
RUNX1		168	158	5200	3.0%	Yes
INPP4A		45	45	5200	0.9%	Yes
INPP4B		23	22	5200	0.4%	Yes
RRAGC		4	4	4126	<0.1%	Yes
BTK		31	30	5200	0.6%	Yes
CCNQ		9	9	4126	0.2%	Yes
TP53		2142	2088	5200	40.2%	Yes
EPHA3		44	42	5200	0.8%	Yes
RTEL1		20	19	4126	0.5%	Yes
EPAS1		27	27	4126	0.7%	Yes
CTR9		14	14	1036	1.4%	Yes
DCUN1D1		12	12	5200	0.2%	Yes
PIK3R3		24	23	5200	0.4%	Yes
PIK3R2		37	36	5200	0.7%	Yes
MST1R		36	34	4897	0.7%	Yes
PIK3R1		125	118	5200	2.3%	Yes
CD79B		4	4	5200	<0.1%	Yes
CD79A		13	11	4897	0.2%	Yes
BRIP1		40	33	5200	0.6%	Yes
RRAS		6	6	4126	0.1%	Yes
PGBD5		3	3	1036	0.3%	Yes
H3C1		14	14	4897	0.3%	Yes
H3C3		11	11	4897	0.2%	Yes
TP53BP1		51	46	4126	1.1%	Yes
H3C2		42	39	5200	0.8%	Yes
H3C4		15	15	4897	0.3%	Yes
RBM10		37	34	5200	0.7%	Yes
H3C7		11	11	4897	0.2%	Yes
H3C6		11	11	4897	0.2%	Yes
STAT5A		18	18	4897	0.4%	Yes
STAT5B		14	14	4897	0.3%	Yes
ZRSR2		14	12	4897	0.2%	Yes
WWTR1		8	7	4126	0.2%	Yes
RTEL1-TNFRSF6B		22	22	5200	0.4%	No
YES1		15	15	5200	0.3%	Yes
SETDB1		20	16	1036	1.5%	Yes
FOXF1		5	5	1036	0.5%	Yes
INSR		29	29	5200	0.6%	Yes
XRCC2		2	2	4897	<0.1%	Yes
SH2D1A		10	10	5200	0.2%	Yes
IGF2		5	5	5200	<0.1%	Yes
IGF1		11	11	5200	0.2%	Yes
SMARCA2		13	12	1036	1.2%	Yes
SMARCA4		71	66	5200	1.3%	Yes
STAG2		72	64	5200	1.2%	Yes
FUBP1		16	16	5200	0.3%	Yes
SPRTN		8	8	1036	0.8%	Yes
ID3		3	3	4897	<0.1%	Yes
ATM		142	131	5200	2.5%	Yes
CALR		12	12	4897	0.2%	Yes
BAP1		61	58	5200	1.1%	Yes
ATR		99	93	5200	1.8%	Yes
PTPRT		76	71	5200	1.4%	Yes
PTPRS		91	80	5200	1.5%	Yes
BRCA1		107	95	5200	1.8%	Yes
BRCA2		166	141	5200	2.7%	Yes
BABAM1		9	8	4126	0.2%	Yes
RPTOR		46	43	5200	0.8%	Yes
XPO1		41	40	5200	0.8%	Yes
SUFU		12	12	5200	0.2%	Yes
RAC2		5	5	4126	0.1%	Yes
RAC1		13	13	5200	0.3%	Yes
HRAS		13	13	5200	0.3%	Yes
H3-3A		3	3	4897	<0.1%	Yes
H3-3B		5	5	4897	0.1%	Yes
IL10		11	11	5200	0.2%	Yes
H3C8		19	19	4897	0.4%	Yes
PBRM1		59	55	5200	1.1%	Yes
PARP1		36	35	5200	0.7%	Yes
SYK		27	26	5200	0.5%	Yes
NCOA3		40	38	4897	0.8%	Yes
MST1		13	13	4897	0.3%	Yes
GAB1		5	4	1036	0.4%	Yes
GAB2		5	5	1036	0.5%	Yes
PDCD1LG2		5	5	4126	0.1%	Yes
RHOA		45	45	5200	0.9%	Yes
RAD51B		6	6	5200	0.1%	Yes
RAD51D		6	6	5200	0.1%	Yes
RAD51C		20	19	5200	0.4%	Yes
CSDE1		26	23	4126	0.6%	Yes
KIT		43	43	5200	0.8%	Yes
STK40		9	9	5200	0.2%	Yes
DDR2		36	36	5200	0.7%	Yes
PRKN		21	21	5200	0.4%	Yes
YAP1		17	16	5200	0.3%	Yes
AMER1		50	47	5200	0.9%	Yes
DOT1L		60	57	5200	1.1%	Yes
XIAP		16	15	5200	0.3%	Yes
TMPRSS2		21	21	5200	0.4%	Yes
CXCR4		14	13	4897	0.3%	Yes
ALOX12B		20	19	5200	0.4%	Yes
PAK1		20	20	5200	0.4%	Yes
RXRA		16	15	4126	0.4%	Yes
SLX4		57	56	4126	1.4%	Yes
RAD54L		23	19	5200	0.4%	Yes
SHOC2		14	14	4126	0.3%	Yes
PAK5		35	34	5200	0.7%	Yes
SUZ12		15	14	5200	0.3%	Yes
NPM1		7	7	5200	0.1%	Yes
MAP3K1		573	398	5200	7.7%	Yes
H2BC5		14	13	5200	0.3%	Yes
MLH1		31	31	5200	0.6%	Yes
VEGFA		10	10	4897	0.2%	Yes
MAD2L2		2	2	1036	0.2%	Yes
ETAA1		9	9	1036	0.9%	Yes
KBTBD4		5	5	1036	0.5%	Yes
RIT1		13	12	5200	0.2%	Yes
AXL		39	36	5200	0.7%	Yes
CTNNB1		28	27	5200	0.5%	Yes
TRIP13		7	7	1036	0.7%	Yes
FOXA1		263	222	5200	4.3%	Yes
INPPL1		89	79	4126	1.9%	Yes
MPL		25	25	5200	0.5%	Yes
PRDM1		41	40	5200	0.8%	Yes
ARHGAP35		11	11	1036	1.1%	Yes
IGF1R		64	63	5200	1.2%	Yes
CCND3		6	6	5200	0.1%	Yes
CCND2		15	15	5200	0.3%	Yes
CCND1		11	11	5200	0.2%	Yes
EP300		79	78	5200	1.5%	Yes
ARID2		96	87	5200	1.7%	Yes
LMO1		4	4	5200	<0.1%	Yes
PDGFRB		40	40	5200	0.8%	Yes
PDGFRA		52	51	5200	1.0%	Yes
HGF		31	31	5200	0.6%	Yes
TSC2		62	61	5200	1.2%	Yes
ARID5B		43	41	5200	0.8%	Yes
SDHC		9	9	5200	0.2%	Yes
TSC1		57	55	5200	1.1%	Yes
SDHD		1	1	5200	<0.1%	Yes
SDHA		11	11	5200	0.2%	Yes
SDHB		13	13	5200	0.3%	Yes
MYCL		13	13	5200	0.3%	Yes
MYCN		23	23	5200	0.4%	Yes
SHQ1		19	19	5200	0.4%	Yes
SLFN11		4	3	1036	0.3%	Yes
CCNE1		14	14	5200	0.3%	Yes
APLNR		6	6	1036	0.6%	Yes
SCG5		1	1	1036	<0.1%	Yes
RAF1		22	20	5200	0.4%	Yes
CARD11		64	63	5200	1.2%	Yes
HOXB13		14	12	4897	0.2%	Yes
COP1		45	42	5200	0.8%	Yes
TMEM127		5	5	5200	<0.1%	Yes
SMAD2		23	23	5200	0.4%	Yes
ZFHX3		152	132	4897	2.7%	Yes
SMAD4		80	72	5200	1.4%	Yes
SMAD3		21	20	5200	0.4%	Yes
IDH1		14	14	5200	0.3%	Yes
PTCH1		48	44	5200	0.8%	Yes
IDH2		18	17	5200	0.3%	Yes
INHBA		18	16	4897	0.3%	Yes
ESR1		343	317	5200	6.1%	Yes
PHOX2B		9	9	5200	0.2%	Yes
NFKBIA		22	21	4897	0.4%	Yes
GNAQ		9	9	5200	0.2%	Yes
FGF19		18	17	5200	0.3%	Yes
GNB1		2	2	1036	0.2%	Yes
GNAS		35	35	5200	0.7%	Yes
TCF3		26	24	4897	0.5%	Yes
FGFR4		53	52	5200	1.0%	Yes
IL7R		16	16	5200	0.3%	Yes
FGFR3		26	24	5200	0.5%	Yes
FGFR2		46	43	5200	0.8%	Yes
BMPR1A		10	8	5200	0.2%	Yes
FGFR1		43	43	5200	0.8%	Yes
KDM5A		58	52	5200	1.0%	Yes
GSK3B		18	17	5200	0.3%	Yes
KDM5C		71	68	5200	1.3%	Yes
TNFAIP3		27	26	5200	0.5%	Yes
FLCN		12	12	5200	0.2%	Yes
SPRED1		10	10	4126	0.2%	Yes
CASP8		35	34	5200	0.7%	Yes
POLE		79	73	5200	1.4%	Yes
KDM6A		95	92	5200	1.8%	Yes
EGFL7		9	9	5200	0.2%	Yes
PDPK1		5	5	5200	<0.1%	Yes
EED		12	12	5200	0.2%	Yes
AXIN1		37	35	5200	0.7%	Yes
ETV1		18	18	5200	0.3%	Yes
AXIN2		33	32	5200	0.6%	Yes
ARID1A		328	300	5200	5.8%	Yes
TENT5C		10	9	5200	0.2%	Yes
ARID1B		88	82	5200	1.6%	Yes
TGFBR1		15	15	5200	0.3%	Yes
ETV6		16	15	5200	0.3%	Yes
TGFBR2		23	22	5200	0.4%	Yes
LATS1		52	50	5200	1.0%	Yes
GREM1		5	5	5200	<0.1%	Yes
LATS2		42	39	5200	0.8%	Yes
ELF3		16	16	4126	0.4%	Yes
IRF4		21	21	5200	0.4%	Yes
MYOD1		8	7	5200	0.1%	Yes
RASA1		37	35	5200	0.7%	Yes
ABRAXAS1		13	11	5200	0.2%	Yes
CBL		28	27	5200	0.5%	Yes
AURKB		4	4	5200	<0.1%	Yes
AURKA		21	21	5200	0.4%	Yes
ERBB3		116	106	5200	2.0%	Yes
ERBB4		57	55	5200	1.1%	Yes
GNA11		13	13	5200	0.3%	Yes
POLD1		51	43	4897	0.9%	Yes
ERBB2		191	173	5200	3.3%	Yes
MAPK1		19	19	5200	0.4%	Yes
DROSHA		33	32	4126	0.8%	Yes
VHL		10	10	5200	0.2%	Yes
MUTYH		13	13	5200	0.3%	Yes
MAPK3		14	14	4897	0.3%	Yes
SPEN		216	182	5200	3.5%	Yes
TCF7L2		31	30	4897	0.6%	Yes
NEGR1		9	9	4897	0.2%	Yes
TSHR		23	20	5200	0.4%	Yes
REST		12	12	1036	1.2%	Yes
H3-5		10	9	5200	0.2%	Yes
H3-4		14	14	4897	0.3%	Yes
ERCC3		16	15	5200	0.3%	Yes
ERCC4		37	35	5200	0.7%	Yes
CARM1		21	21	4126	0.5%	Yes
ERCC2		28	28	5200	0.5%	Yes
RPS6KB2		18	15	5200	0.3%	Yes
ERCC5		37	36	5200	0.7%	Yes
KRAS		42	42	5200	0.8%	Yes
TEK		43	40	4126	1.0%	Yes
